نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
داوه,نسبت p/m=15.50*** distance =-96.51,1.35,2.93,-29.08,4.00,مین حجم ماه=4.77*** مین ارزش ماه =1.96***مین حجم ماه دو=2.98,خرید=1.01*** فروش =0.81
وسرمد,نسبت p/m=-30.91*** distance =-73.61,0,2.19,-30.98,5.93,مین حجم ماه=5.11*** مین ارزش ماه =0.54***مین حجم ماه دو=4.40,خرید=0.89*** فروش =0.80
اردستان,نسبت p/m=295.92*** distance =-87.64,0,10.37,-10.91,3.39,مین حجم ماه=3.33*** مین ارزش ماه =7.89***مین حجم ماه دو=1.78,خرید=0.63*** فروش =0.87
استقلال,نسبت p/m=96.79*** distance =-22.06,1.33,3.34,-16.88,3.96,مین حجم ماه=2.01*** مین ارزش ماه =0.24***مین حجم ماه دو=0.80,خرید=0.49*** فروش =0.60
زاگرس,نسبت p/m=884.01*** distance =-90.60,-0.86,8.95,-13.78,0.61,مین حجم ماه=1.18*** مین ارزش ماه =11.01***مین حجم ماه دو=1.14,خرید=1.58*** فروش =1.51
واميد,نسبت p/m=-12.19*** distance =-99.11,1.09,2.89,-16.69,2.93,مین حجم ماه=4.77*** مین ارزش ماه =6.32***مین حجم ماه دو=4.72,خرید=1.67*** فروش =1.08
تبرك,نسبت p/m=833.46*** distance =-25.92,2.96,0.17,-25.21,1.59,مین حجم ماه=0.87*** مین ارزش ماه =0.93***مین حجم ماه دو=0.37,خرید=0.49*** فروش =0.62
نطرين,نسبت p/m=-30.56*** distance =-91.91,0.08,12.32,-23.52,4.36,مین حجم ماه=8.38*** مین ارزش ماه =3.08***مین حجم ماه دو=4.98,خرید=1.55*** فروش =1.25
نيرو,نسبت p/m=55.16*** distance =-93.04,2.99,5.62,-10.35,1.24,مین حجم ماه=1.03*** مین ارزش ماه =0.79***مین حجم ماه دو=1.01,خرید=0.58*** فروش =0.60
بپويا,نسبت p/m=-142.01*** distance =-95.12,3,7.53,-5.58,1.41,مین حجم ماه=1.85*** مین ارزش ماه =5.46***مین حجم ماه دو=1.24,خرید=1.11*** فروش =0.93
وگستر,نسبت p/m=103.13*** distance =-80.51,2.9,21.05,-19.98,3.20,مین حجم ماه=4.05*** مین ارزش ماه =2.03***مین حجم ماه دو=4.51,خرید=1.11*** فروش =1.34
سهگمت,نسبت p/m=5000.48*** distance =-61.25,-2.99,5.75,-19.55,1.10,مین حجم ماه=0.75*** مین ارزش ماه =9.40***مین حجم ماه دو=0.76,خرید=0.68*** فروش =0.75
آ س پ,نسبت p/m=536.91*** distance =-39.49,2.94,9.81,-29.20,2.09,مین حجم ماه=1.74*** مین ارزش ماه =1.41***مین حجم ماه دو=1.03,خرید=0.78*** فروش =1.05
ملت,نسبت p/m=180.75*** distance =-47.65,2.99,14.47,-10.60,5.45,مین حجم ماه=4.28*** مین ارزش ماه =1.48***مین حجم ماه دو=1.39,خرید=0.67*** فروش =0.92
غشصفا,نسبت p/m=-356.88*** distance =-57.96,2.92,1.70,-29.02,2.23,مین حجم ماه=2.12*** مین ارزش ماه =1.69***مین حجم ماه دو=2.35,خرید=1.13*** فروش =0.68
فپنتا,نسبت p/m=205.13*** distance =-95.15,-1.87,26.28,-11.45,1.06,مین حجم ماه=1.52*** مین ارزش ماه =6.35***مین حجم ماه دو=0.50,خرید=1.02*** فروش =0.99
شساخت,نسبت p/m=-443.49*** distance =-41.84,2.33,10.70,-24.49,1.34,مین حجم ماه=0.91*** مین ارزش ماه =0.65***مین حجم ماه دو=0.35,خرید=0.88*** فروش =0.60
سصوفي,نسبت p/m=1565.96*** distance =-88.18,3,0.41,-26.32,1.97,مین حجم ماه=2.41*** مین ارزش ماه =30.52***مین حجم ماه دو=2.33,خرید=1.13*** فروش =1.10
لپارس,نسبت p/m=47.43*** distance =-97.16,0.53,11.42,-28.25,1.61,مین حجم ماه=1.82*** مین ارزش ماه =2.83***مین حجم ماه دو=1.46,خرید=0.96*** فروش =0.94
رافزا,نسبت p/m=-15.42*** distance =-97.57,1.75,5.84,-30.23,3.12,مین حجم ماه=6.73*** مین ارزش ماه =3.86***مین حجم ماه دو=2.88,خرید=1.81*** فروش =1.78
قيستو,نسبت p/m=706.41*** distance =-61.25,2.96,0.00,-43.55,1.97,مین حجم ماه=1.08*** مین ارزش ماه =1.86***مین حجم ماه دو=1.13,خرید=0.52*** فروش =0.66
پدرخش,نسبت p/m=-52.20*** distance =-86.69,1,1.36,-15.46,2.67,مین حجم ماه=4.31*** مین ارزش ماه =1.64***مین حجم ماه دو=1.80,خرید=1.57*** فروش =1.11
قشير,نسبت p/m=99.73*** distance =-89.36,1.9,4.65,-25.03,2.16,مین حجم ماه=1.70*** مین ارزش ماه =1.48***مین حجم ماه دو=1.20,خرید=0.75*** فروش =0.78
غبهار,نسبت p/m=-20.63*** distance =-95.51,2.98,18.56,-17.55,2.48,مین حجم ماه=3.50*** مین ارزش ماه =1.53***مین حجم ماه دو=2.16,خرید=1.07*** فروش =1.01
بيوتيك,نسبت p/m=1597.62*** distance =-47.67,-1.12,5.23,-14.07,3.11,مین حجم ماه=1.40*** مین ارزش ماه =4.23***مین حجم ماه دو=0.58,خرید=0.38*** فروش =0.40
وامين,نسبت p/m=586.99*** distance =-48.92,2.78,5.85,-22.13,1.50,مین حجم ماه=1.25*** مین ارزش ماه =1.40***مین حجم ماه دو=0.54,خرید=0.79*** فروش =0.75
كگاز,نسبت p/m=239.98*** distance =-92.29,2.41,3.46,-34.35,0.69,مین حجم ماه=1.43*** مین ارزش ماه =4.06***مین حجم ماه دو=0.56,خرید=1.67*** فروش =1.43
وهنر,نسبت p/m=-290.51*** distance =-66.34,-0.11,5.62,-23.27,0.69,مین حجم ماه=1.21*** مین ارزش ماه =0.96***مین حجم ماه دو=1.77,خرید=1.41*** فروش =1.63
ولكار,نسبت p/m=6.05*** distance =-97.85,1.1,2.55,-10.76,1.24,مین حجم ماه=2.60*** مین ارزش ماه =0.72***مین حجم ماه دو=1.22,خرید=1.62*** فروش =1.67
پارتا,نسبت p/m=-93.45*** distance =-89.02,1.76,19.76,-10.87,0.51,مین حجم ماه=0.75*** مین ارزش ماه =0.62***مین حجم ماه دو=0.49,خرید=0.62*** فروش =0.93
خعمرا,نسبت p/m=0.00*** distance =-100.00,2.99,24.28,-5.80,1.06,مین حجم ماه=3.77*** مین ارزش ماه =2.10***مین حجم ماه دو=4.29,خرید=1.10*** فروش =2.17
فلات,نسبت p/m=0.00*** distance =-100.00,-2.71,31.22,-8.71,0.56,مین حجم ماه=0.62*** مین ارزش ماه =0.71***مین حجم ماه دو=0.33,خرید=0.90*** فروش =0.86
فافزا,نسبت p/m=-38.12*** distance =-96.44,0.19,13.18,-14.68,2.47,مین حجم ماه=1.75*** مین ارزش ماه =1.78***مین حجم ماه دو=0.49,خرید=0.75*** فروش =0.74
وآفر,نسبت p/m=131.71*** distance =-86.49,-0.5,19.43,-9.41,2.48,مین حجم ماه=2.18*** مین ارزش ماه =2.11***مین حجم ماه دو=0.51,خرید=0.71*** فروش =0.53
سشمال,نسبت p/m=-113.04*** distance =-96.18,0.34,4.86,-14.24,0.85,مین حجم ماه=0.83*** مین ارزش ماه =2.39***مین حجم ماه دو=0.52,خرید=1.10*** فروش =1.18
سهرمز,نسبت p/m=-706.40*** distance =-89.16,3,0.03,-25.61,0.65,مین حجم ماه=0.75*** مین ارزش ماه =4.68***مین حجم ماه دو=0.48,خرید=1.32*** فروش =1.05
قلرست,نسبت p/m=-146.38*** distance =-83.02,-3,3.37,-20.79,0.52,مین حجم ماه=0.78*** مین ارزش ماه =0.63***مین حجم ماه دو=0.68,خرید=0.95*** فروش =1.50
وثوق,نسبت p/m=-98.44*** distance =-94.22,2.98,9.13,-5.76,0.99,مین حجم ماه=1.82*** مین ارزش ماه =3.05***مین حجم ماه دو=0.60,خرید=1.41*** فروش =1.29
كخاك,نسبت p/m=-354.12*** distance =-82.64,-1.71,2.85,-23.79,0.61,مین حجم ماه=0.99*** مین ارزش ماه =1.86***مین حجم ماه دو=1.73,خرید=3.17*** فروش =1.11
نيشكر,نسبت p/m=-395.44*** distance =-91.97,2.93,2.16,-13.93,0.44,مین حجم ماه=0.95*** مین ارزش ماه =4.51***مین حجم ماه دو=0.70,خرید=1.46*** فروش =1.25
درازي,نسبت p/m=62.34*** distance =-95.15,0.76,17.64,-10.07,2.34,مین حجم ماه=2.04*** مین ارزش ماه =2.59***مین حجم ماه دو=0.16,خرید=0.56*** فروش =0.33
كيمياتك,نسبت p/m=-125.75*** distance =-85.22,-0.12,13.54,-8.63,3.58,مین حجم ماه=4.16*** مین ارزش ماه =3.49***مین حجم ماه دو=2.78,خرید=1.34*** فروش =0.70
سيدكو,نسبت p/m=-104.21*** distance =-96.68,2.99,1.91,-27.60,1.38,مین حجم ماه=0.94*** مین ارزش ماه =2.81***مین حجم ماه دو=0.59,خرید=0.87*** فروش =0.48
سبجنو,نسبت p/m=174.75*** distance =-94.73,-0.48,10.25,-5.87,0.51,مین حجم ماه=1.06*** مین ارزش ماه =3.60***مین حجم ماه دو=1.14,خرید=1.51*** فروش =1.56
ويسا,نسبت p/m=-10.16*** distance =-97.24,-0.83,10.36,-17.00,0.64,مین حجم ماه=0.79*** مین ارزش ماه =0.27***مین حجم ماه دو=0.31,خرید=1.28*** فروش =1.33
دتماد,نسبت p/m=-220.66*** distance =-95.96,1.71,8.05,-26.56,0.39,مین حجم ماه=0.66*** مین ارزش ماه =3.49***مین حجم ماه دو=0.25,خرید=1.22*** فروش =1.18
آپ,نسبت p/m=-602.20*** distance =-48.97,1.37,14.91,-2.83,1.08,مین حجم ماه=1.05*** مین ارزش ماه =1.26***مین حجم ماه دو=1.01,خرید=0.86*** فروش =0.93
فاما,نسبت p/m=30.86*** distance =-90.88,-1.92,15.14,-14.60,6.16,مین حجم ماه=5.47*** مین ارزش ماه =1.76***مین حجم ماه دو=1.87,خرید=0.66*** فروش =0.57
بپيوند,نسبت p/m=-192.03*** distance =-82.72,0.53,1.57,-18.67,0.98,مین حجم ماه=1.22*** مین ارزش ماه =1.31***مین حجم ماه دو=0.86,خرید=0.96*** فروش =0.82
فلامي,نسبت p/m=-214.80*** distance =-61.49,-0.36,5.73,-8.97,1.37,مین حجم ماه=1.29*** مین ارزش ماه =0.70***مین حجم ماه دو=1.71,خرید=0.83*** فروش =0.70
خپويش,نسبت p/m=-253.23*** distance =-69.24,1.55,7.68,-19.77,1.17,مین حجم ماه=1.69*** مین ارزش ماه =1.27***مین حجم ماه دو=1.30,خرید=1.78*** فروش =1.55
خمهر,نسبت p/m=0.33*** distance =-99.84,2.96,5.66,-25.94,12.15,مین حجم ماه=16.75*** مین ارزش ماه =3.07***مین حجم ماه دو=10.52,خرید=1.19*** فروش =1.19
بالاس,نسبت p/m=183.50*** distance =-95.87,-0.66,12.12,-27.65,1.68,مین حجم ماه=1.70*** مین ارزش ماه =7.07***مین حجم ماه دو=0.83,خرید=1.08*** فروش =1.03
شفا,نسبت p/m=649.57*** distance =-38.67,0,7.26,-9.50,1.70,مین حجم ماه=0.96*** مین ارزش ماه =0.99***مین حجم ماه دو=0.39,خرید=0.43*** فروش =0.51
سمازن,نسبت p/m=-5.47*** distance =-99.89,0.76,1.78,-28.25,0.69,مین حجم ماه=1.20*** مین ارزش ماه =5.36***مین حجم ماه دو=0.88,خرید=1.49*** فروش =1.13
وآوا,نسبت p/m=-64.17*** distance =-87.06,-0.8,7.96,-12.59,0.84,مین حجم ماه=1.15*** مین ارزش ماه =0.55***مین حجم ماه دو=0.86,خرید=0.88*** فروش =0.93
شپاس,نسبت p/m=-599.65*** distance =-85.35,2.99,0.93,-25.59,0.89,مین حجم ماه=1.49*** مین ارزش ماه =5.63***مین حجم ماه دو=0.36,خرید=1.61*** فروش =1.32
جم پيلن,نسبت p/m=-3939.08*** distance =-76.29,3,0.62,-31.42,1.42,مین حجم ماه=0.76*** مین ارزش ماه =12.19***مین حجم ماه دو=0.26,خرید=0.74*** فروش =0.63
چخزر,نسبت p/m=4070.83*** distance =-15.71,3,1.34,-22.62,0.26,مین حجم ماه=0.19*** مین ارزش ماه =0.89***مین حجم ماه دو=0.10,خرید=0.74*** فروش =2.35
خچرخش,نسبت p/m=-7.73*** distance =-99.57,-2.97,3.17,-19.51,1.44,مین حجم ماه=1.61*** مین ارزش ماه =2.72***مین حجم ماه دو=1.15,خرید=1.43*** فروش =1.35
پاكشو,نسبت p/m=-70.35*** distance =-87.31,-1.6,2.09,-20.62,9.99,مین حجم ماه=9.48*** مین ارزش ماه =5.02***مین حجم ماه دو=10.59,خرید=1.76*** فروش =1.72
شاملا,نسبت p/m=-120.17*** distance =-92.36,-0.25,2.53,-22.35,3.55,مین حجم ماه=6.16*** مین ارزش ماه =9.12***مین حجم ماه دو=3.19,خرید=2.52*** فروش =1.02
قهكمت,نسبت p/m=-64.88*** distance =-87.98,2,2.49,-26.32,0.92,مین حجم ماه=1.55*** مین ارزش ماه =0.79***مین حجم ماه دو=0.79,خرید=0.78*** فروش =1.05
كدما,نسبت p/m=-222.71*** distance =-94.75,2.17,12.35,-27.25,0.85,مین حجم ماه=0.68*** مین ارزش ماه =2.74***مین حجم ماه دو=0.47,خرید=0.70*** فروش =0.72
سنوين,نسبت p/m=134.28*** distance =-72.91,-3,16.40,-7.99,3.93,مین حجم ماه=2.35*** مین ارزش ماه =1.16***مین حجم ماه دو=2.43,خرید=0.44*** فروش =0.43
دكپسول,نسبت p/m=6226.36*** distance =-46.70,1.57,9.14,-4.69,0.50,مین حجم ماه=0.50*** مین ارزش ماه =5.99***مین حجم ماه دو=0.18,خرید=0.75*** فروش =1.14
دشيمي,نسبت p/m=24.69*** distance =-98.20,2.99,16.15,-16.86,0.83,مین حجم ماه=0.77*** مین ارزش ماه =1.03***مین حجم ماه دو=0.41,خرید=0.58*** فروش =0.63
ممسني,نسبت p/m=307.66*** distance =-63.32,-2.9,49.57,0.00,0.20,مین حجم ماه=0.41*** مین ارزش ماه =0.38***مین حجم ماه دو=0.57,خرید=2.66*** فروش =7.60
وپترو,نسبت p/m=-288.77*** distance =-92.26,2.98,1.80,-37.84,1.37,مین حجم ماه=1.53*** مین ارزش ماه =5.19***مین حجم ماه دو=1.40,خرید=0.95*** فروش =0.89
فسا,نسبت p/m=-0.37*** distance =-99.38,-1.34,16.34,-10.20,1.66,مین حجم ماه=1.95*** مین ارزش ماه =0.11***مین حجم ماه دو=0.55,خرید=0.97*** فروش =0.94
فروس,نسبت p/m=-55.28*** distance =-76.22,2,10.46,-12.95,2.30,مین حجم ماه=1.99*** مین ارزش ماه =0.45***مین حجم ماه دو=1.56,خرید=0.69*** فروش =0.74
وآفري,نسبت p/m=-157.30*** distance =-49.53,2.99,2.66,-26.40,3.09,مین حجم ماه=2.88*** مین ارزش ماه =0.85***مین حجم ماه دو=1.35,خرید=1.43*** فروش =0.77
گنگين,نسبت p/m=-332.57*** distance =-70.15,2.78,46.34,-7.04,2.16,مین حجم ماه=2.01*** مین ارزش ماه =2.70***مین حجم ماه دو=3.29,خرید=0.72*** فروش =0.53
ساروم,نسبت p/m=2790.55*** distance =-79.13,0.66,3.16,-14.50,0.67,مین حجم ماه=1.03*** مین ارزش ماه =13.53***مین حجم ماه دو=0.87,خرید=1.17*** فروش =1.16
آبادا,نسبت p/m=81.89*** distance =-88.19,2.4,8.00,-19.83,0.90,مین حجم ماه=1.03*** مین ارزش ماه =0.68***مین حجم ماه دو=0.57,خرید=0.93*** فروش =1.12
غبهنوش,نسبت p/m=1204.96*** distance =-76.94,-0.38,6.85,-13.29,0.37,مین حجم ماه=0.36*** مین ارزش ماه =1.82***مین حجم ماه دو=0.25,خرید=0.93*** فروش =0.81
غمايه,نسبت p/m=-250.79*** distance =-70.41,1.67,6.33,-17.74,1.30,مین حجم ماه=2.61*** مین ارزش ماه =2.09***مین حجم ماه دو=2.31,خرید=2.27*** فروش =1.02
دكيمي,نسبت p/m=309.98*** distance =-80.60,2.96,15.54,-11.51,0.24,مین حجم ماه=0.41*** مین ارزش ماه =0.64***مین حجم ماه دو=0.22,خرید=1.59*** فروش =0.95
آريا,نسبت p/m=-44.83*** distance =-99.47,0.71,1.85,-24.34,0.74,مین حجم ماه=1.24*** مین ارزش ماه =10.08***مین حجم ماه دو=0.85,خرید=1.32*** فروش =1.35
كساوه,نسبت p/m=-104.38*** distance =-90.58,1.2,7.19,-27.68,1.09,مین حجم ماه=1.86*** مین ارزش ماه =1.93***مین حجم ماه دو=1.12,خرید=1.63*** فروش =0.85
دابور,نسبت p/m=261.21*** distance =-88.94,0,1.44,-37.73,1.28,مین حجم ماه=1.75*** مین ارزش ماه =3.83***مین حجم ماه دو=1.08,خرید=1.02*** فروش =1.03
فماك,نسبت p/m=-17.90*** distance =-98.05,1.72,6.28,-11.90,0.64,مین حجم ماه=0.93*** مین ارزش ماه =0.85***مین حجم ماه دو=0.69,خرید=1.36*** فروش =1.34
فروسيل,نسبت p/m=217.78*** distance =-71.27,1.83,8.97,-9.99,0.86,مین حجم ماه=0.81*** مین ارزش ماه =0.60***مین حجم ماه دو=0.27,خرید=0.81*** فروش =0.84
ارفع,نسبت p/m=-375.04*** distance =-71.63,0.68,2.56,-36.12,2.65,مین حجم ماه=3.51*** مین ارزش ماه =4.25***مین حجم ماه دو=2.51,خرید=1.74*** فروش =0.85
چافست,نسبت p/m=-173.48*** distance =-83.08,1.36,2.27,-17.79,0.54,مین حجم ماه=1.02*** مین ارزش ماه =0.99***مین حجم ماه دو=0.65,خرید=1.38*** فروش =1.69
دفرا,نسبت p/m=4084.85*** distance =7.29,2.84,1.85,-24.81,1.06,مین حجم ماه=0.56*** مین ارزش ماه =2.11***مین حجم ماه دو=0.42,خرید=0.42*** فروش =0.63
لپيام,نسبت p/m=1.21*** distance =-99.97,-0.53,33.00,-0.98,1.12,مین حجم ماه=0.75*** مین ارزش ماه =3.56***مین حجم ماه دو=0.08,خرید=0.48*** فروش =0.48
زنگان,نسبت p/m=88.47*** distance =-78.32,2.98,65.37,-19.22,1.94,مین حجم ماه=1.45*** مین ارزش ماه =0.57***مین حجم ماه دو=0.61,خرید=0.71*** فروش =0.76
بشهاب,نسبت p/m=-32.85*** distance =-93.81,1.33,8.97,-8.62,1.40,مین حجم ماه=1.44*** مین ارزش ماه =0.76***مین حجم ماه دو=2.73,خرید=0.73*** فروش =0.91
لخانه,نسبت p/m=0.00*** distance =-100.00,2.96,0.55,-24.55,0.27,مین حجم ماه=0.26*** مین ارزش ماه =0.20***مین حجم ماه دو=0.17,خرید=1.10*** فروش =1.10
ولقمان,نسبت p/m=-85.82*** distance =-60.12,-1.49,4.62,-14.15,3.55,مین حجم ماه=3.17*** مین ارزش ماه =0.66***مین حجم ماه دو=3.83,خرید=0.97*** فروش =0.64
فجام,نسبت p/m=-39.70*** distance =-95.64,0.33,4.43,-23.40,1.13,مین حجم ماه=1.72*** مین ارزش ماه =1.47***مین حجم ماه دو=1.14,خرید=1.38*** فروش =1.16
رتكو,نسبت p/m=0.00*** distance =-100.00,2.99,24.72,-14.13,1.01,مین حجم ماه=0.87*** مین ارزش ماه =0.89***مین حجم ماه دو=0.46,خرید=0.77*** فروش =0.77
ساربيل,نسبت p/m=3642.85*** distance =-54.79,-0.35,2.89,-39.97,0.66,مین حجم ماه=0.55*** مین ارزش ماه =3.93***مین حجم ماه دو=0.45,خرید=0.80*** فروش =0.94
شرنگي,نسبت p/m=0.00*** distance =-100.00,-0.39,3.21,-11.89,0.62,مین حجم ماه=0.84*** مین ارزش ماه =0.83***مین حجم ماه دو=0.57,خرید=1.18*** فروش =1.15
ولتجار,نسبت p/m=-76.85*** distance =-91.44,-2.91,7.59,-3.86,1.94,مین حجم ماه=2.65*** مین ارزش ماه =2.43***مین حجم ماه دو=1.48,خرید=1.26*** فروش =0.95
غشاذر,نسبت p/m=162.63*** distance =-81.66,2.7,2.30,-23.14,3.51,مین حجم ماه=2.30*** مین ارزش ماه =1.95***مین حجم ماه دو=1.36,خرید=0.79*** فروش =1.00
وايرا,نسبت p/m=-0.69*** distance =-99.76,2.97,13.36,-30.01,1.32,مین حجم ماه=1.27*** مین ارزش ماه =0.33***مین حجم ماه دو=0.91,خرید=1.04*** فروش =1.09
بزندگي,نسبت p/m=18.97*** distance =-94.47,-2.98,8.25,-7.99,2.67,مین حجم ماه=2.15*** مین ارزش ماه =0.70***مین حجم ماه دو=3.64,خرید=0.47*** فروش =0.74
دهدشت,نسبت p/m=-555.95*** distance =-32.06,-2.88,6.27,-13.38,0.85,مین حجم ماه=0.67*** مین ارزش ماه =0.52***مین حجم ماه دو=0.34,خرید=0.73*** فروش =0.74
داسوه,نسبت p/m=922.29*** distance =-65.17,1.04,9.17,-12.48,0.59,مین حجم ماه=0.43*** مین ارزش ماه =1.13***مین حجم ماه دو=0.09,خرید=0.66*** فروش =0.65
پسهند,نسبت p/m=393.93*** distance =-83.17,1.86,20.12,-21.42,1.39,مین حجم ماه=0.89*** مین ارزش ماه =1.95***مین حجم ماه دو=0.57,خرید=0.59*** فروش =0.68
وتوسكا,نسبت p/m=0.62*** distance =-99.74,-0.79,4.22,-16.11,0.34,مین حجم ماه=0.45*** مین ارزش ماه =0.10***مین حجم ماه دو=0.71,خرید=0.97*** فروش =1.20
حآسا,نسبت p/m=163.26*** distance =-54.95,2.99,6.28,-14.22,1.31,مین حجم ماه=1.21*** مین ارزش ماه =0.43***مین حجم ماه دو=0.88,خرید=0.77*** فروش =1.03
كپرور,نسبت p/m=-170.32*** distance =-78.00,2.92,2.59,-24.02,0.80,مین حجم ماه=0.96*** مین ارزش ماه =0.70***مین حجم ماه دو=1.11,خرید=1.52*** فروش =0.83
زفجر,نسبت p/m=-56.35*** distance =-96.81,2.98,2.18,-25.37,3.32,مین حجم ماه=3.15*** مین ارزش ماه =5.27***مین حجم ماه دو=3.67,خرید=0.54*** فروش =0.54
دروز,نسبت p/m=172.92*** distance =-81.23,-1.19,24.34,-5.63,0.96,مین حجم ماه=0.79*** مین ارزش ماه =0.72***مین حجم ماه دو=0.51,خرید=0.46*** فروش =0.39
تابا,نسبت p/m=288.31*** distance =-86.93,2.88,17.03,-28.61,0.41,مین حجم ماه=0.32*** مین ارزش ماه =0.65***مین حجم ماه دو=0.09,خرید=0.75*** فروش =0.89
ولانا,نسبت p/m=-1923.77*** distance =-46.18,1.86,9.53,-10.56,0.28,مین حجم ماه=0.29*** مین ارزش ماه =1.00***مین حجم ماه دو=0.60,خرید=1.42*** فروش =0.98
بايكا,نسبت p/m=-118.11*** distance =-93.46,2.99,17.47,-7.80,0.27,مین حجم ماه=0.15*** مین ارزش ماه =0.26***مین حجم ماه دو=0.02,خرید=0.46*** فروش =0.40
خفناور,نسبت p/m=0.00*** distance =-100.00,2.98,19.69,-26.07,1.20,مین حجم ماه=1.24*** مین ارزش ماه =1.93***مین حجم ماه دو=0.16,خرید=1.01*** فروش =1.01
زپارس,نسبت p/m=-38.79*** distance =-97.96,-0.42,19.32,-13.37,0.38,مین حجم ماه=0.45*** مین ارزش ماه =0.83***مین حجم ماه دو=0.44,خرید=0.91*** فروش =0.85
واعتبار,نسبت p/m=48.51*** distance =-68.28,2.97,23.58,-12.90,1.89,مین حجم ماه=3.43*** مین ارزش ماه =0.51***مین حجم ماه دو=3.62,خرید=1.54*** فروش =2.64
غگيلا,نسبت p/m=716.35*** distance =-63.89,-1.37,5.87,-11.41,0.86,مین حجم ماه=0.61*** مین ارزش ماه =1.17***مین حجم ماه دو=0.33,خرید=0.59*** فروش =0.71
تپولا,نسبت p/m=0.00*** distance =-100.00,0,28.86,-4.20,0.34,مین حجم ماه=0.35*** مین ارزش ماه =0.46***مین حجم ماه دو=0.26,خرید=0.80*** فروش =0.80
دپارس,نسبت p/m=819.57*** distance =-66.85,2.15,13.27,-3.19,0.78,مین حجم ماه=0.67*** مین ارزش ماه =1.70***مین حجم ماه دو=0.86,خرید=0.51*** فروش =0.61
كابگن,نسبت p/m=5.13*** distance =-99.77,2.87,24.88,-13.69,0.77,مین حجم ماه=0.52*** مین ارزش ماه =1.13***مین حجم ماه دو=0.01,خرید=0.43*** فروش =0.43
واحصا,نسبت p/m=-22.51*** distance =-97.74,-3,59.43,-18.81,2.59,مین حجم ماه=1.73*** مین ارزش ماه =2.08***مین حجم ماه دو=1.10,خرید=0.49*** فروش =0.49
گكيش,نسبت p/m=220.16*** distance =-68.36,0.28,4.95,-24.96,1.00,مین حجم ماه=0.65*** مین ارزش ماه =0.41***مین حجم ماه دو=0.65,خرید=0.57*** فروش =0.78
كتوسعه,نسبت p/m=338.82*** distance =-72.50,3,21.55,-6.52,0.47,مین حجم ماه=0.53*** مین ارزش ماه =0.67***مین حجم ماه دو=0.56,خرید=0.88*** فروش =1.19
وملت,نسبت p/m=141.80*** distance =-59.36,-0.98,12.56,0.00,0.39,مین حجم ماه=0.46*** مین ارزش ماه =0.16***مین حجم ماه دو=0.25,خرید=1.12*** فروش =1.47
نمرينو,نسبت p/m=19.14*** distance =-97.20,2.99,18.40,-15.20,0.89,مین حجم ماه=0.92*** مین ارزش ماه =0.60***مین حجم ماه دو=0.67,خرید=0.91*** فروش =0.91
نخريس,نسبت p/m=-445.24*** distance =-77.41,0.1,2.16,-19.35,0.24,مین حجم ماه=0.33*** مین ارزش ماه =0.61***مین حجم ماه دو=0.23,خرید=1.95*** فروش =1.34
حاريا,نسبت p/m=0.00*** distance =-100.00,-0.95,16.89,-2.74,0.75,مین حجم ماه=0.63*** مین ارزش ماه =0.27***مین حجم ماه دو=0.29,خرید=0.66*** فروش =0.66
رانفور,نسبت p/m=838.53*** distance =74.03,2.98,2.86,-7.58,4.66,مین حجم ماه=2.25*** مین ارزش ماه =1.08***مین حجم ماه دو=1.46,خرید=0.41*** فروش =0.77
ثامان,نسبت p/m=-7674.48*** distance =-6.65,-2.99,11.60,-0.15,0.13,مین حجم ماه=0.05*** مین ارزش ماه =0.37***مین حجم ماه دو=0.01,خرید=0.35*** فروش =0.34
فاهواز,نسبت p/m=14.86*** distance =-97.66,-0.32,9.56,-0.49,0.42,مین حجم ماه=0.58*** مین ارزش ماه =0.37***مین حجم ماه دو=0.80,خرید=1.19*** فروش =1.18
قشهد,نسبت p/m=7.56*** distance =-99.05,2.94,2.62,-17.36,0.71,مین حجم ماه=0.60*** مین ارزش ماه =0.46***مین حجم ماه دو=0.34,خرید=0.66*** فروش =0.72
كبافق,نسبت p/m=11.30*** distance =-99.51,-0.14,8.33,-12.00,0.38,مین حجم ماه=0.74*** مین ارزش ماه =1.65***مین حجم ماه دو=0.42,خرید=1.56*** فروش =1.56
كانسار,نسبت p/m=-725.50*** distance =-84.79,0,3.06,-13.23,0.41,مین حجم ماه=0.37*** مین ارزش ماه =1.73***مین حجم ماه دو=0.42,خرید=0.85*** فروش =0.83
سكرما,نسبت p/m=-167.22*** distance =-96.25,1.26,4.87,-3.43,0.64,مین حجم ماه=0.67*** مین ارزش ماه =2.98***مین حجم ماه دو=0.34,خرید=1.21*** فروش =0.95
لازما,نسبت p/m=-885.62*** distance =-84.91,0.24,13.00,-21.89,0.43,مین حجم ماه=0.64*** مین ارزش ماه =3.63***مین حجم ماه دو=0.03,خرید=1.65*** فروش =1.39
خراسان,نسبت p/m=-386.59*** distance =-97.60,-1.53,6.78,-5.38,0.18,مین حجم ماه=0.36*** مین ارزش ماه =5.86***مین حجم ماه دو=0.05,خرید=1.93*** فروش =0.97
وملي,نسبت p/m=-1687.20*** distance =-91.07,1.58,15.26,-19.60,0.19,مین حجم ماه=0.23*** مین ارزش ماه =4.24***مین حجم ماه دو=0.14,خرید=1.13*** فروش =1.05
