نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
فگستر,نسبت p/m=-21.93*** distance =-94.85,-2.04,9.15,-11.17,3.66,مین حجم ماه=4.30*** مین ارزش ماه =1.79***مین حجم ماه دو=1.28,خرید=1.21*** فروش =0.88
تملت,نسبت p/m=194.31*** distance =8.15,2.98,1.74,-17.12,11.84,مین حجم ماه=5.92*** مین ارزش ماه =1.04***مین حجم ماه دو=1.37,خرید=0.35*** فروش =0.50
خنور,نسبت p/m=167.67*** distance =-91.61,2.99,0.10,-53.99,5.92,مین حجم ماه=5.67*** مین ارزش ماه =10.02***مین حجم ماه دو=3.56,خرید=1.15*** فروش =1.03
دبالك,نسبت p/m=7.30*** distance =-97.81,3,0.12,-22.27,4.61,مین حجم ماه=4.96*** مین ارزش ماه =1.59***مین حجم ماه دو=4.49,خرید=0.97*** فروش =1.05
بخاور,نسبت p/m=-396.49*** distance =-5.45,1.46,5.63,-10.26,5.90,مین حجم ماه=3.00*** مین ارزش ماه =1.25***مین حجم ماه دو=3.00,خرید=0.60*** فروش =0.51
حرهشا,نسبت p/m=201.71*** distance =-90.18,-1.24,25.37,-27.72,1.49,مین حجم ماه=1.05*** مین ارزش ماه =2.06***مین حجم ماه دو=0.11,خرید=1.56*** فروش =1.66
ختوقا,نسبت p/m=-12.99*** distance =-96.49,1.98,9.36,-32.35,21.30,مین حجم ماه=17.40*** مین ارزش ماه =5.98***مین حجم ماه دو=13.01,خرید=0.74*** فروش =0.66
كسعدي,نسبت p/m=226.36*** distance =-65.19,-2.11,5.53,-24.09,6.17,مین حجم ماه=3.29*** مین ارزش ماه =2.08***مین حجم ماه دو=0.87,خرید=0.53*** فروش =0.58
فسپا,نسبت p/m=45.29*** distance =-82.18,1.07,9.29,-20.54,13.23,مین حجم ماه=14.58*** مین ارزش ماه =3.56***مین حجم ماه دو=8.74,خرید=0.86*** فروش =0.92
فزرين,نسبت p/m=101.96*** distance =-62.84,0.11,3.05,-31.23,8.69,مین حجم ماه=4.42*** مین ارزش ماه =1.17***مین حجم ماه دو=2.27,خرید=0.52*** فروش =0.57
مبين,نسبت p/m=-106.18*** distance =-91.24,2.96,0.78,-38.05,9.55,مین حجم ماه=17.31*** مین ارزش ماه =19.16***مین حجم ماه دو=11.88,خرید=2.27*** فروش =1.34
ثعمرا,نسبت p/m=-159.45*** distance =-82.10,2.96,17.44,-27.13,3.62,مین حجم ماه=2.85*** مین ارزش ماه =2.41***مین حجم ماه دو=1.31,خرید=0.65*** فروش =0.64
خمحور,نسبت p/m=-39.12*** distance =-87.48,0,8.00,-20.58,6.92,مین حجم ماه=6.02*** مین ارزش ماه =1.78***مین حجم ماه دو=5.19,خرید=0.86*** فروش =0.80
فروي,نسبت p/m=68.31*** distance =-76.29,-0.62,3.73,-30.29,11.59,مین حجم ماه=9.74*** مین ارزش ماه =2.60***مین حجم ماه دو=2.77,خرید=0.75*** فروش =1.15
غسالم,نسبت p/m=-130.50*** distance =-68.14,3,0.42,-21.35,6.93,مین حجم ماه=7.91*** مین ارزش ماه =3.12***مین حجم ماه دو=6.07,خرید=1.08*** فروش =0.88
نان,نسبت p/m=12.86*** distance =-95.99,1.19,10.84,-9.95,13.11,مین حجم ماه=18.23*** مین ارزش ماه =5.77***مین حجم ماه دو=23.30,خرید=1.04*** فروش =0.99
كمرجان,نسبت p/m=32.28*** distance =-92.04,0.97,12.02,-14.02,6.96,مین حجم ماه=5.89*** مین ارزش ماه =2.37***مین حجم ماه دو=1.44,خرید=0.78*** فروش =0.81
قاسم,نسبت p/m=-145.73*** distance =-65.93,0,1.52,-19.49,6.42,مین حجم ماه=8.57*** مین ارزش ماه =3.55***مین حجم ماه دو=6.10,خرید=1.93*** فروش =0.97
ثنوسا,نسبت p/m=-14.83*** distance =-97.18,2.99,0.00,-49.19,6.58,مین حجم ماه=6.73*** مین ارزش ماه =3.21***مین حجم ماه دو=3.10,خرید=0.78*** فروش =0.74
وثنو,نسبت p/m=-87.16*** distance =-71.93,-0.2,7.08,-20.80,11.08,مین حجم ماه=9.90*** مین ارزش ماه =2.96***مین حجم ماه دو=7.97,خرید=0.84*** فروش =0.88
سفارس,نسبت p/m=78.40*** distance =-95.39,0.47,21.87,-17.44,11.23,مین حجم ماه=11.73*** مین ارزش ماه =19.13***مین حجم ماه دو=10.09,خرید=0.97*** فروش =0.92
قشرين,نسبت p/m=3.91*** distance =-98.32,2.07,36.26,-8.72,9.58,مین حجم ماه=9.45*** مین ارزش ماه =2.11***مین حجم ماه دو=2.98,خرید=0.56*** فروش =0.56
شنفت,نسبت p/m=-12.99*** distance =-98.83,2.97,2.50,-20.75,9.13,مین حجم ماه=9.85*** مین ارزش ماه =10.41***مین حجم ماه دو=5.39,خرید=0.83*** فروش =1.22
واتي,نسبت p/m=20.17*** distance =-95.00,1.62,3.73,-30.01,6.81,مین حجم ماه=8.02*** مین ارزش ماه =2.99***مین حجم ماه دو=6.25,خرید=1.28*** فروش =0.99
كاسپين,نسبت p/m=192.62*** distance =-80.49,2.94,81.23,-29.60,13.86,مین حجم ماه=14.44*** مین ارزش ماه =13.27***مین حجم ماه دو=6.67,خرید=0.93*** فروش =1.27
فنوال,نسبت p/m=34.32*** distance =-95.56,2.9,3.47,-25.81,7.74,مین حجم ماه=8.06*** مین ارزش ماه =5.82***مین حجم ماه دو=5.95,خرید=0.86*** فروش =0.76
بوعلي,نسبت p/m=-1289.98*** distance =-76.75,-1.1,21.37,-19.77,4.81,مین حجم ماه=4.30*** مین ارزش ماه =22.32***مین حجم ماه دو=3.43,خرید=0.81*** فروش =0.74
شگويا,نسبت p/m=-178.47*** distance =-78.05,2.9,1.52,-35.70,10.30,مین حجم ماه=10.58*** مین ارزش ماه =8.01***مین حجم ماه دو=4.40,خرید=1.13*** فروش =0.90
فايرا,نسبت p/m=-98.99*** distance =-78.87,-1.38,5.35,-14.61,14.38,مین حجم ماه=21.21*** مین ارزش ماه =9.82***مین حجم ماه دو=2.70,خرید=1.59*** فروش =1.11
ثرود,نسبت p/m=4.30*** distance =-99.21,2.95,2.11,-21.75,4.78,مین حجم ماه=5.57*** مین ارزش ماه =2.93***مین حجم ماه دو=3.21,خرید=1.09*** فروش =1.07
تاپيكو,نسبت p/m=-222.56*** distance =-87.11,2.94,0.84,-28.26,14.55,مین حجم ماه=21.86*** مین ارزش ماه =35.89***مین حجم ماه دو=13.13,خرید=3.00*** فروش =1.30
وملل,نسبت p/m=27.06*** distance =-88.65,-0.25,4.29,-8.66,8.09,مین حجم ماه=8.06*** مین ارزش ماه =1.91***مین حجم ماه دو=14.38,خرید=0.84*** فروش =1.09
كلوند,نسبت p/m=67.54*** distance =-82.89,-0.05,40.82,-22.88,5.26,مین حجم ماه=6.81*** مین ارزش ماه =2.51***مین حجم ماه دو=4.69,خرید=1.10*** فروش =0.95
اعتلا,نسبت p/m=-15.65*** distance =-90.19,2.6,1.45,-17.44,4.70,مین حجم ماه=5.72*** مین ارزش ماه =0.88***مین حجم ماه دو=4.10,خرید=1.22*** فروش =1.12
حگردش,نسبت p/m=7.88*** distance =-96.22,2.96,28.04,-6.96,12.16,مین حجم ماه=10.28*** مین ارزش ماه =2.12***مین حجم ماه دو=8.09,خرید=0.56*** فروش =0.55
حشكوه,نسبت p/m=-9.32*** distance =-94.24,2.98,7.16,-26.54,7.81,مین حجم ماه=11.43*** مین ارزش ماه =1.68***مین حجم ماه دو=4.04,خرید=1.58*** فروش =1.51
داتام,نسبت p/m=-97.14*** distance =-61.08,-1.67,2.79,-54.95,15.58,مین حجم ماه=11.17*** مین ارزش ماه =2.45***مین حجم ماه دو=3.81,خرید=0.90*** فروش =0.59
خشرق,نسبت p/m=14.54*** distance =-94.06,2.99,10.49,-18.09,11.34,مین حجم ماه=12.18*** مین ارزش ماه =2.76***مین حجم ماه دو=4.86,خرید=1.05*** فروش =1.09
وصنعت,نسبت p/m=-75.17*** distance =-58.33,0.39,2.88,-24.42,10.84,مین حجم ماه=13.85*** مین ارزش ماه =2.34***مین حجم ماه دو=10.32,خرید=1.98*** فروش =1.10
ولغدر,نسبت p/m=-150.13*** distance =-32.94,2.98,17.91,-4.89,15.84,مین حجم ماه=13.08*** مین ارزش ماه =3.04***مین حجم ماه دو=4.68,خرید=0.81*** فروش =0.73
خريخت,نسبت p/m=37.01*** distance =-64.37,-1.21,5.74,-16.21,10.47,مین حجم ماه=8.07*** مین ارزش ماه =0.80***مین حجم ماه دو=3.36,خرید=0.69*** فروش =0.85
آبين,نسبت p/m=-23.01*** distance =-90.73,2.96,5.70,-28.40,7.73,مین حجم ماه=4.45*** مین ارزش ماه =1.04***مین حجم ماه دو=3.97,خرید=0.68*** فروش =0.63
پكوير,نسبت p/m=-114.58*** distance =-82.75,-1.06,7.74,-16.52,10.06,مین حجم ماه=10.65*** مین ارزش ماه =6.84***مین حجم ماه دو=11.19,خرید=1.28*** فروش =1.00
بنيرو,نسبت p/m=-21.96*** distance =-93.73,0.35,8.30,-22.43,14.76,مین حجم ماه=12.50*** مین ارزش ماه =4.14***مین حجم ماه دو=9.73,خرید=0.59*** فروش =0.67
شسپا,نسبت p/m=-76.88*** distance =-88.68,2.76,2.95,-24.55,17.84,مین حجم ماه=21.55*** مین ارزش ماه =13.98***مین حجم ماه دو=21.17,خرید=1.21*** فروش =0.90
تنوين,نسبت p/m=32.07*** distance =-79.58,0.19,3.16,-14.23,19.90,مین حجم ماه=16.79*** مین ارزش ماه =2.54***مین حجم ماه دو=8.64,خرید=0.52*** فروش =0.43
خكمك,نسبت p/m=39.00*** distance =-84.30,2.98,24.72,-22.64,22.23,مین حجم ماه=14.77*** مین ارزش ماه =3.48***مین حجم ماه دو=8.47,خرید=0.67*** فروش =0.70
خبرنا,نسبت p/m=-39.36*** distance =-94.23,2.51,1.98,-23.53,6.21,مین حجم ماه=9.10*** مین ارزش ماه =5.90***مین حجم ماه دو=4.72,خرید=1.16*** فروش =0.76
پلاسك,نسبت p/m=126.92*** distance =-69.54,-1.55,13.51,-20.71,5.88,مین حجم ماه=3.87*** مین ارزش ماه =1.53***مین حجم ماه دو=2.50,خرید=0.72*** فروش =0.83
دفارا,نسبت p/m=37.68*** distance =-92.40,-0.86,84.48,-13.83,7.05,مین حجم ماه=11.36*** مین ارزش ماه =5.38***مین حجم ماه دو=6.25,خرید=1.44*** فروش =1.26
قرن,نسبت p/m=504.43*** distance =-62.78,2.94,0.14,-27.85,7.60,مین حجم ماه=6.49*** مین ارزش ماه =8.37***مین حجم ماه دو=2.85,خرید=0.77*** فروش =1.27
ثپرديس,نسبت p/m=55.29*** distance =-84.35,3,0.00,-32.06,8.36,مین حجم ماه=8.80*** مین ارزش ماه =2.91***مین حجم ماه دو=5.03,خرید=0.75*** فروش =0.74
بهپاك,نسبت p/m=76.20*** distance =-85.27,1.2,2.64,-33.35,27.03,مین حجم ماه=15.58*** مین ارزش ماه =7.75***مین حجم ماه دو=6.93,خرید=0.51*** فروش =0.57
خنصير,نسبت p/m=23.05*** distance =-91.64,3,4.70,-32.51,6.21,مین حجم ماه=4.85*** مین ارزش ماه =1.25***مین حجم ماه دو=4.19,خرید=0.81*** فروش =0.81
ومهان,نسبت p/m=-86.37*** distance =-83.39,1.15,22.90,-7.63,8.92,مین حجم ماه=8.63*** مین ارزش ماه =4.46***مین حجم ماه دو=10.98,خرید=1.42*** فروش =0.88
بازرگام,نسبت p/m=133.03*** distance =-67.47,0.54,27.53,-2.24,4.77,مین حجم ماه=4.12*** مین ارزش ماه =1.68***مین حجم ماه دو=0.80,خرید=0.50*** فروش =0.90
زماهان,نسبت p/m=10.61*** distance =-98.92,1.23,5.47,-25.13,8.58,مین حجم ماه=7.66*** مین ارزش ماه =6.91***مین حجم ماه دو=4.45,خرید=0.88*** فروش =0.90
فرآور,نسبت p/m=-123.44*** distance =-74.33,3,8.10,-22.13,6.18,مین حجم ماه=8.41*** مین ارزش ماه =3.93***مین حجم ماه دو=5.42,خرید=1.48*** فروش =1.23
قچار,نسبت p/m=-325.86*** distance =-7.94,0.19,2.55,-33.88,26.26,مین حجم ماه=12.92*** مین ارزش ماه =4.37***مین حجم ماه دو=4.77,خرید=0.61*** فروش =0.47
تيپيكو,نسبت p/m=222.23*** distance =-91.55,-0.42,9.72,-22.59,6.75,مین حجم ماه=6.91*** مین ارزش ماه =17.20***مین حجم ماه دو=1.62,خرید=0.53*** فروش =0.57
غصينو,نسبت p/m=-114.35*** distance =-86.05,2.89,0.23,-22.21,3.21,مین حجم ماه=3.76*** مین ارزش ماه =2.95***مین حجم ماه دو=2.60,خرید=1.34*** فروش =0.92
تفارس,نسبت p/m=-8.47*** distance =-93.70,-0.44,3.09,-13.29,6.03,مین حجم ماه=6.25*** مین ارزش ماه =0.82***مین حجم ماه دو=7.95,خرید=0.83*** فروش =1.28
بفجر,نسبت p/m=72.27*** distance =-94.83,2.99,5.25,-33.07,11.01,مین حجم ماه=12.69*** مین ارزش ماه =16.67***مین حجم ماه دو=5.15,خرید=1.04*** فروش =0.89
ددام,نسبت p/m=67.78*** distance =-84.85,2.98,5.22,-20.65,3.36,مین حجم ماه=2.91*** مین ارزش ماه =1.26***مین حجم ماه دو=1.30,خرید=0.97*** فروش =0.83
ديران,نسبت p/m=53.19*** distance =-82.98,-0.32,11.43,-24.71,5.77,مین حجم ماه=4.14*** مین ارزش ماه =1.21***مین حجم ماه دو=3.36,خرید=0.68*** فروش =0.67
نوري,نسبت p/m=-111.22*** distance =-97.48,2.03,4.96,-38.32,12.62,مین حجم ماه=16.56*** مین ارزش ماه =67.19***مین حجم ماه دو=13.29,خرید=1.04*** فروش =0.98
دلر,نسبت p/m=163.84*** distance =-75.69,2.96,76.55,-23.53,12.91,مین حجم ماه=7.78*** مین ارزش ماه =5.04***مین حجم ماه دو=2.08,خرید=0.42*** فروش =0.45
لبوتان,نسبت p/m=7.60*** distance =-97.28,-2.94,16.30,-10.63,3.99,مین حجم ماه=4.03*** مین ارزش ماه =1.07***مین حجم ماه دو=1.38,خرید=0.89*** فروش =0.70
ثنور,نسبت p/m=-5.47*** distance =-98.12,-0.98,15.78,0.00,3.35,مین حجم ماه=2.26*** مین ارزش ماه =0.66***مین حجم ماه دو=0.84,خرید=0.57*** فروش =0.55
كنور,نسبت p/m=-28.21*** distance =-90.36,-0.34,2.21,-10.51,5.91,مین حجم ماه=11.79*** مین ارزش ماه =3.36***مین حجم ماه دو=14.41,خرید=1.55*** فروش =1.05
كيميا,نسبت p/m=-14.66*** distance =-93.76,0.52,4.84,-34.14,7.99,مین حجم ماه=9.46*** مین ارزش ماه =2.00***مین حجم ماه دو=3.26,خرید=1.01*** فروش =0.99
كفپارس,نسبت p/m=13.09*** distance =-94.56,2.98,0.47,-28.82,10.42,مین حجم ماه=6.94*** مین ارزش ماه =1.56***مین حجم ماه دو=7.38,خرید=0.66*** فروش =0.65
آردينه,نسبت p/m=259.83*** distance =-84.87,1.98,11.21,-6.34,10.26,مین حجم ماه=8.89*** مین ارزش ماه =15.32***مین حجم ماه دو=4.43,خرید=0.68*** فروش =0.72
والبر,نسبت p/m=35.85*** distance =-81.01,1.26,6.20,-20.49,12.13,مین حجم ماه=16.33*** مین ارزش ماه =2.91***مین حجم ماه دو=10.35,خرید=0.86*** فروش =1.03
قمرو,نسبت p/m=337.87*** distance =-10.50,0.74,1.39,-21.65,4.33,مین حجم ماه=2.00*** مین ارزش ماه =0.75***مین حجم ماه دو=0.77,خرید=0.40*** فروش =0.53
لطيف,نسبت p/m=79.63*** distance =-65.76,0.04,3.04,-11.85,2.73,مین حجم ماه=2.37*** مین ارزش ماه =0.53***مین حجم ماه دو=1.62,خرید=0.88*** فروش =1.27
بزاگرس,نسبت p/m=-133.75*** distance =-73.65,-3,4.93,-14.71,3.24,مین حجم ماه=3.02*** مین ارزش ماه =1.47***مین حجم ماه دو=1.99,خرید=0.85*** فروش =0.83
كمينا,نسبت p/m=57.00*** distance =-91.04,-2.89,12.70,-20.04,4.74,مین حجم ماه=6.01*** مین ارزش ماه =3.40***مین حجم ماه دو=0.55,خرید=1.15*** فروش =1.13
زكوثر,نسبت p/m=-950.13*** distance =-72.04,2.98,0.11,-43.19,4.70,مین حجم ماه=4.33*** مین ارزش ماه =13.73***مین حجم ماه دو=1.66,خرید=0.96*** فروش =0.56
غچين,نسبت p/m=-57.47*** distance =-83.93,2.99,2.49,-24.19,5.43,مین حجم ماه=7.35*** مین ارزش ماه =2.51***مین حجم ماه دو=5.45,خرید=1.06*** فروش =0.98
فكمند,نسبت p/m=1928.47*** distance =21.60,0.79,42.40,-1.61,10.53,مین حجم ماه=3.59*** مین ارزش ماه =5.68***مین حجم ماه دو=1.13,خرید=0.26*** فروش =0.27
ثشرق,نسبت p/m=-0.01*** distance =-100.00,2.98,21.78,-7.13,6.26,مین حجم ماه=2.22*** مین ارزش ماه =10.00***مین حجم ماه دو=0.02,خرید=0.29*** فروش =0.29
امين,نسبت p/m=4.92*** distance =-98.21,-0.11,2.51,-15.08,5.34,مین حجم ماه=5.14*** مین ارزش ماه =1.35***مین حجم ماه دو=2.70,خرید=0.88*** فروش =0.93
سصفها,نسبت p/m=-83.81*** distance =-96.42,-1.08,21.60,-9.16,4.92,مین حجم ماه=6.99*** مین ارزش ماه =16.14***مین حجم ماه دو=3.94,خرید=1.18*** فروش =1.13
مديريت,نسبت p/m=-5.92*** distance =-98.38,2.99,0.18,-35.64,3.70,مین حجم ماه=5.04*** مین ارزش ماه =1.70***مین حجم ماه دو=1.59,خرید=1.89*** فروش =1.21
ولشرق,نسبت p/m=20.07*** distance =-90.85,2.99,3.58,-20.68,3.71,مین حجم ماه=3.91*** مین ارزش ماه =0.81***مین حجم ماه دو=3.91,خرید=0.94*** فروش =0.90
غگلپا,نسبت p/m=194.07*** distance =-80.80,2.29,0.84,-27.29,2.47,مین حجم ماه=2.14*** مین ارزش ماه =2.08***مین حجم ماه دو=1.19,خرید=0.87*** فروش =0.72
كترام,نسبت p/m=21.13*** distance =-89.58,0.38,45.14,-20.97,9.21,مین حجم ماه=10.31*** مین ارزش ماه =1.96***مین حجم ماه دو=4.89,خرید=0.94*** فروش =0.94
غالبر,نسبت p/m=-136.43*** distance =-96.15,-2.98,23.51,-14.92,3.58,مین حجم ماه=4.16*** مین ارزش ماه =14.71***مین حجم ماه دو=0.11,خرید=1.17*** فروش =0.96
كپارس,نسبت p/m=15.83*** distance =-97.48,-0.16,16.60,-21.08,5.01,مین حجم ماه=5.09*** مین ارزش ماه =3.00***مین حجم ماه دو=3.36,خرید=0.74*** فروش =0.76
شكربن,نسبت p/m=-109.97*** distance =-85.10,-1.74,15.10,-28.60,10.05,مین حجم ماه=10.43*** مین ارزش ماه =7.05***مین حجم ماه دو=5.68,خرید=1.23*** فروش =0.79
فنر,نسبت p/m=83.62*** distance =-71.97,-0.9,5.14,-24.72,8.64,مین حجم ماه=6.17*** مین ارزش ماه =1.71***مین حجم ماه دو=3.86,خرید=0.64*** فروش =0.69
باران,نسبت p/m=-23.80*** distance =-84.56,3,0.00,-28.25,5.12,مین حجم ماه=2.62*** مین ارزش ماه =0.39***مین حجم ماه دو=1.14,خرید=0.44*** فروش =0.49
بمولد,نسبت p/m=-202.46*** distance =-62.20,-1.13,5.40,-13.46,13.23,مین حجم ماه=7.29*** مین ارزش ماه =3.82***مین حجم ماه دو=6.53,خرید=0.42*** فروش =0.38
فافق,نسبت p/m=41.60*** distance =-92.84,2.99,18.86,-19.39,4.18,مین حجم ماه=11.24*** مین ارزش ماه =6.35***مین حجم ماه دو=5.94,خرید=1.45*** فروش =1.68
كصدف,نسبت p/m=40.49*** distance =-92.90,0.69,18.13,-27.92,4.73,مین حجم ماه=2.40*** مین ارزش ماه =1.28***مین حجم ماه دو=2.11,خرید=0.61*** فروش =0.58
دحاوي,نسبت p/m=72.00*** distance =-49.39,2.96,0.46,-36.13,8.32,مین حجم ماه=5.74*** مین ارزش ماه =0.76***مین حجم ماه دو=8.39,خرید=0.72*** فروش =0.62
بنو,نسبت p/m=38.28*** distance =-71.18,2.99,3.29,-18.88,5.78,مین حجم ماه=4.73*** مین ارزش ماه =0.60***مین حجم ماه دو=3.86,خرید=0.69*** فروش =0.78
وبيمه,نسبت p/m=-27.25*** distance =-77.85,0.41,1.91,-17.17,5.23,مین حجم ماه=11.96*** مین ارزش ماه =1.38***مین حجم ماه دو=3.31,خرید=2.22*** فروش =0.99
حسينا,نسبت p/m=13.26*** distance =-98.66,2.95,32.10,-24.35,16.74,مین حجم ماه=15.31*** مین ارزش ماه =13.85***مین حجم ماه دو=10.44,خرید=0.83*** فروش =0.77
مداران,نسبت p/m=-35.05*** distance =-89.88,-0.34,10.16,-14.73,4.90,مین حجم ماه=3.22*** مین ارزش ماه =1.08***مین حجم ماه دو=1.15,خرید=0.63*** فروش =0.66
نبابك,نسبت p/m=-164.54*** distance =-86.15,2.94,25.63,-31.88,4.06,مین حجم ماه=3.44*** مین ارزش ماه =3.82***مین حجم ماه دو=1.87,خرید=1.02*** فروش =0.96
شسينا,نسبت p/m=-116.14*** distance =-57.60,1.98,1.99,-30.22,10.71,مین حجم ماه=9.18*** مین ارزش ماه =2.35***مین حجم ماه دو=8.01,خرید=0.86*** فروش =0.82
فالوم,نسبت p/m=10.71*** distance =-98.40,2.86,20.84,-14.48,4.83,مین حجم ماه=5.29*** مین ارزش ماه =3.41***مین حجم ماه دو=2.48,خرید=0.98*** فروش =0.68
بكاب,نسبت p/m=22.62*** distance =-95.97,0.85,5.67,-18.29,3.61,مین حجم ماه=2.15*** مین ارزش ماه =1.18***مین حجم ماه دو=1.99,خرید=0.59*** فروش =0.60
كطبس,نسبت p/m=-86.59*** distance =-85.68,2.85,1.44,-36.44,4.26,مین حجم ماه=4.14*** مین ارزش ماه =2.39***مین حجم ماه دو=1.42,خرید=0.65*** فروش =0.37
غانيزان,نسبت p/m=141.73*** distance =-92.56,3,2.20,-30.95,2.77,مین حجم ماه=3.02*** مین ارزش ماه =5.64***مین حجم ماه دو=1.03,خرید=0.88*** فروش =0.63
خلنت,نسبت p/m=-94.94*** distance =-80.80,2.98,4.95,-21.59,3.27,مین حجم ماه=2.75*** مین ارزش ماه =1.31***مین حجم ماه دو=1.39,خرید=0.84*** فروش =0.81
كمنگنز,نسبت p/m=195.49*** distance =-50.10,0.82,1.43,-36.61,13.41,مین حجم ماه=5.92*** مین ارزش ماه =2.27***مین حجم ماه دو=2.53,خرید=0.44*** فروش =0.50
ددانا,نسبت p/m=-46.75*** distance =-95.76,2.91,0.77,-16.00,4.27,مین حجم ماه=4.95*** مین ارزش ماه =5.31***مین حجم ماه دو=0.62,خرید=0.58*** فروش =0.34
گشان,نسبت p/m=-19.36*** distance =-98.81,2.97,4.87,-10.67,3.24,مین حجم ماه=3.29*** مین ارزش ماه =5.26***مین حجم ماه دو=2.61,خرید=0.86*** فروش =0.85
ثقزوي,نسبت p/m=-9.72*** distance =-96.67,-2.97,32.95,-0.29,21.01,مین حجم ماه=7.55*** مین ارزش ماه =2.23***مین حجم ماه دو=0.30,خرید=0.27*** فروش =0.29
واحيا,نسبت p/m=-366.40*** distance =-59.94,2.95,23.68,-5.67,19.94,مین حجم ماه=14.63*** مین ارزش ماه =12.76***مین حجم ماه دو=7.02,خرید=0.83*** فروش =0.65
بكابل,نسبت p/m=112.41*** distance =-78.41,2.68,3.47,-22.93,5.58,مین حجم ماه=4.89*** مین ارزش ماه =2.39***مین حجم ماه دو=2.39,خرید=0.76*** فروش =0.75
سكارون,نسبت p/m=3.80*** distance =-98.60,2.97,26.95,-7.23,2.42,مین حجم ماه=4.15*** مین ارزش ماه =1.13***مین حجم ماه دو=0.68,خرید=1.51*** فروش =1.14
شاراك,نسبت p/m=15.62*** distance =-97.87,2.18,13.84,-9.78,4.16,مین حجم ماه=5.68*** مین ارزش ماه =4.11***مین حجم ماه دو=3.88,خرید=1.18*** فروش =1.21
ساينا,نسبت p/m=1.43*** distance =-99.59,0.17,5.04,-9.95,5.70,مین حجم ماه=7.79*** مین ارزش ماه =2.59***مین حجم ماه دو=2.70,خرید=1.33*** فروش =1.42
اميد,نسبت p/m=97.77*** distance =-76.75,3,38.81,2.03,1.18,مین حجم ماه=1.46*** مین ارزش ماه =0.61***مین حجم ماه دو=1.20,خرید=1.05*** فروش =1.73
سنير,نسبت p/m=29.21*** distance =-91.10,2.94,0.85,-21.22,3.60,مین حجم ماه=3.51*** مین ارزش ماه =1.10***مین حجم ماه دو=3.38,خرید=0.95*** فروش =1.01
وطوبي,نسبت p/m=-28.43*** distance =-80.59,2.49,2.42,-23.08,5.10,مین حجم ماه=5.38*** مین ارزش ماه =0.73***مین حجم ماه دو=3.83,خرید=1.28*** فروش =1.32
توريل,نسبت p/m=-65.65*** distance =-81.23,-0.68,2.35,-28.05,4.27,مین حجم ماه=4.98*** مین ارزش ماه =1.62***مین حجم ماه دو=5.61,خرید=1.11*** فروش =1.03
شصدف,نسبت p/m=158.03*** distance =-86.23,1.52,9.82,-31.67,3.58,مین حجم ماه=3.00*** مین ارزش ماه =3.16***مین حجم ماه دو=1.42,خرید=0.90*** فروش =0.92
چكارن,نسبت p/m=0.66*** distance =-99.76,1.9,6.81,-16.50,3.53,مین حجم ماه=3.58*** مین ارزش ماه =0.95***مین حجم ماه دو=5.10,خرید=0.80*** فروش =0.81
كيانا,نسبت p/m=95.15*** distance =-83.88,2.92,2.76,-15.86,2.90,مین حجم ماه=3.28*** مین ارزش ماه =1.88***مین حجم ماه دو=2.69,خرید=0.92*** فروش =1.22
ونفت,نسبت p/m=44.63*** distance =-89.92,2.99,6.49,-34.54,7.15,مین حجم ماه=5.43*** مین ارزش ماه =2.22***مین حجم ماه دو=2.92,خرید=0.79*** فروش =0.59
اوان,نسبت p/m=38.50*** distance =-95.48,2.99,1.01,-32.63,2.08,مین حجم ماه=2.37*** مین ارزش ماه =1.87***مین حجم ماه دو=1.06,خرید=1.34*** فروش =1.32
زمگسا,نسبت p/m=4826.88*** distance =15.84,2.99,0.07,-22.87,0.78,مین حجم ماه=0.43*** مین ارزش ماه =1.76***مین حجم ماه دو=0.24,خرید=0.98*** فروش =1.06
غفارس,نسبت p/m=87.12*** distance =-88.56,2.93,8.26,-36.29,5.06,مین حجم ماه=4.54*** مین ارزش ماه =3.17***مین حجم ماه دو=1.70,خرید=0.73*** فروش =0.71
فتوسا,نسبت p/m=-0.90*** distance =-99.77,2.98,5.15,-12.06,2.93,مین حجم ماه=3.54*** مین ارزش ماه =1.30***مین حجم ماه دو=1.73,خرید=1.05*** فروش =1.07
ثتران,نسبت p/m=38.64*** distance =-92.28,-1.71,8.14,-15.18,5.29,مین حجم ماه=5.06*** مین ارزش ماه =2.42***مین حجم ماه دو=3.68,خرید=0.87*** فروش =0.88
وتوصا,نسبت p/m=24.02*** distance =-86.48,2.06,2.12,-23.73,13.29,مین حجم ماه=12.91*** مین ارزش ماه =2.16***مین حجم ماه دو=10.58,خرید=0.69*** فروش =0.92
غشهد,نسبت p/m=330.18*** distance =-44.51,2.66,0.81,-15.60,4.36,مین حجم ماه=2.72*** مین ارزش ماه =1.57***مین حجم ماه دو=1.12,خرید=0.48*** فروش =0.67
شليا,نسبت p/m=-33.52*** distance =-94.99,-2,29.10,-1.61,2.82,مین حجم ماه=1.97*** مین ارزش ماه =1.31***مین حجم ماه دو=1.82,خرید=0.51*** فروش =0.53
كيا,نسبت p/m=-204.64*** distance =-75.63,0.24,2.81,-53.64,5.16,مین حجم ماه=4.35*** مین ارزش ماه =3.23***مین حجم ماه دو=1.94,خرید=0.79*** فروش =1.12
