نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
شپترو,نسبت p/m=21.18*** distance =-79.82,1.25,11.36,-15.46,17.35,مین حجم ماه=18.63*** مین ارزش ماه =1.83***مین حجم ماه دو=7.16,خرید=1.20*** فروش =1.18
كسرا,نسبت p/m=2.88*** distance =-98.82,0.37,13.56,-26.44,35.09,مین حجم ماه=32.90*** مین ارزش ماه =7.36***مین حجم ماه دو=19.81,خرید=0.88*** فروش =0.82
شفام,نسبت p/m=-13.05*** distance =-93.31,2.95,16.34,-19.96,37.66,مین حجم ماه=22.82*** مین ارزش ماه =4.22***مین حجم ماه دو=7.80,خرید=0.65*** فروش =0.57
كقزوي,نسبت p/m=-2.18*** distance =-96.39,-1.51,20.70,-22.92,48.85,مین حجم ماه=37.86*** مین ارزش ماه =2.10***مین حجم ماه دو=32.19,خرید=0.79*** فروش =0.85
ولراز,نسبت p/m=-62.20*** distance =-74.14,1.1,7.92,-27.05,20.38,مین حجم ماه=15.48*** مین ارزش ماه =3.49***مین حجم ماه دو=7.69,خرید=0.92*** فروش =0.81
قثابت,نسبت p/m=-8.05*** distance =-95.68,2.97,1.54,-31.37,26.19,مین حجم ماه=20.45*** مین ارزش ماه =3.54***مین حجم ماه دو=16.62,خرید=0.81*** فروش =0.79
فباهنر,نسبت p/m=-26.55*** distance =-96.01,0.3,3.74,-31.12,36.55,مین حجم ماه=43.85*** مین ارزش ماه =27.37***مین حجم ماه دو=28.96,خرید=1.02*** فروش =1.05
مهر,نسبت p/m=63.51*** distance =-81.30,3,6.03,-15.86,10.07,مین حجم ماه=11.69*** مین ارزش ماه =3.89***مین حجم ماه دو=9.67,خرید=1.17*** فروش =1.13
نبابك,نسبت p/m=-70.01*** distance =-93.95,2.94,29.41,-30.43,3.68,مین حجم ماه=3.39*** مین ارزش ماه =3.71***مین حجم ماه دو=1.89,خرید=1.51*** فروش =1.75
مبين,نسبت p/m=-178.44*** distance =-85.08,2.87,0.40,-35.72,10.79,مین حجم ماه=17.06*** مین ارزش ماه =18.80***مین حجم ماه دو=12.18,خرید=2.69*** فروش =1.55
دانا,نسبت p/m=161.15*** distance =-38.19,2.98,0.00,-31.76,43.97,مین حجم ماه=29.99*** مین ارزش ماه =7.72***مین حجم ماه دو=13.33,خرید=0.51*** فروش =0.87
حكشتي,نسبت p/m=-6.61*** distance =-98.81,0.73,28.08,-2.45,60.34,مین حجم ماه=58.13*** مین ارزش ماه =33.74***مین حجم ماه دو=30.29,خرید=0.59*** فروش =0.58
تاپيكو,نسبت p/m=-298.45*** distance =-82.66,0,2.91,-25.58,15.84,مین حجم ماه=23.08*** مین ارزش ماه =37.53***مین حجم ماه دو=12.95,خرید=1.95*** فروش =1.31
شمواد,نسبت p/m=-1.02*** distance =-99.60,-2.41,8.34,-20.85,26.23,مین حجم ماه=34.55*** مین ارزش ماه =8.20***مین حجم ماه دو=3.23,خرید=1.42*** فروش =1.03
كوثر,نسبت p/m=-5.92*** distance =-96.97,0.05,3.73,-25.02,34.89,مین حجم ماه=47.14*** مین ارزش ماه =8.73***مین حجم ماه دو=26.34,خرید=1.22*** فروش =0.89
سرود,نسبت p/m=-7.59*** distance =-99.03,-0.13,3.66,-35.74,16.73,مین حجم ماه=22.69*** مین ارزش ماه =16.13***مین حجم ماه دو=17.56,خرید=1.40*** فروش =1.16
ثاميد,نسبت p/m=-5.54*** distance =-96.99,1.34,1.66,-29.57,16.21,مین حجم ماه=15.70*** مین ارزش ماه =2.70***مین حجم ماه دو=14.00,خرید=0.82*** فروش =0.97
بپاس,نسبت p/m=471.56*** distance =-39.16,-2.99,6.93,-21.53,37.56,مین حجم ماه=29.25*** مین ارزش ماه =21.13***مین حجم ماه دو=28.01,خرید=0.51*** فروش =2.28
شراز,نسبت p/m=-300.92*** distance =-87.89,2.97,2.18,-11.93,10.01,مین حجم ماه=13.89*** مین ارزش ماه =34.01***مین حجم ماه دو=7.69,خرید=1.57*** فروش =1.36
وامير,نسبت p/m=-3.39*** distance =-99.00,-2.59,6.63,-24.84,10.22,مین حجم ماه=9.91*** مین ارزش ماه =3.15***مین حجم ماه دو=4.81,خرید=0.99*** فروش =1.06
وحكمت,نسبت p/m=33.18*** distance =-73.89,-1.43,15.81,-26.12,5.45,مین حجم ماه=3.44*** مین ارزش ماه =0.41***مین حجم ماه دو=3.22,خرید=0.80*** فروش =1.06
كگهر,نسبت p/m=-55.07*** distance =-91.55,0,8.50,-12.67,21.21,مین حجم ماه=21.63*** مین ارزش ماه =13.74***مین حجم ماه دو=4.80,خرید=1.01*** فروش =0.61
ولنوين,نسبت p/m=116.57*** distance =-56.03,2.97,0.00,-26.90,14.82,مین حجم ماه=10.09*** مین ارزش ماه =2.57***مین حجم ماه دو=9.17,خرید=0.65*** فروش =0.81
كاوه,نسبت p/m=-58.39*** distance =-83.30,-0.9,5.79,-26.82,124.13,مین حجم ماه=64.55*** مین ارزش ماه =21.74***مین حجم ماه دو=23.63,خرید=0.56*** فروش =0.39
ختراك,نسبت p/m=55.00*** distance =-75.97,-2.81,14.68,-17.76,47.90,مین حجم ماه=29.45*** مین ارزش ماه =6.42***مین حجم ماه دو=9.72,خرید=0.68*** فروش =0.63
پارس,نسبت p/m=-95.33*** distance =-65.95,-0.36,22.81,-20.93,20.74,مین حجم ماه=29.53*** مین ارزش ماه =7.93***مین حجم ماه دو=29.62,خرید=1.61*** فروش =0.73
شبريز,نسبت p/m=-9.35*** distance =-99.59,2.6,2.44,-36.13,22.53,مین حجم ماه=17.56*** مین ارزش ماه =37.87***مین حجم ماه دو=7.78,خرید=0.80*** فروش =0.84
پكرمان,نسبت p/m=-265.65*** distance =-66.13,-2.9,10.66,-21.04,6.12,مین حجم ماه=9.00*** مین ارزش ماه =6.64***مین حجم ماه دو=7.09,خرید=2.51*** فروش =1.36
چدن,نسبت p/m=6.57*** distance =-95.65,1.57,5.15,-24.87,42.51,مین حجم ماه=42.10*** مین ارزش ماه =5.95***مین حجم ماه دو=23.89,خرید=1.09*** فروش =1.24
غپينو,نسبت p/m=81.79*** distance =-83.62,2.99,0.51,-33.06,17.90,مین حجم ماه=15.63*** مین ارزش ماه =7.36***مین حجم ماه دو=16.91,خرید=0.63*** فروش =0.77
داتام,نسبت p/m=-62.94*** distance =-74.20,-1.71,2.05,-58.67,15.61,مین حجم ماه=11.22*** مین ارزش ماه =2.43***مین حجم ماه دو=3.74,خرید=0.86*** فروش =0.66
سيمرغ,نسبت p/m=-44.13*** distance =-74.64,-2.98,5.50,-13.63,43.98,مین حجم ماه=41.20*** مین ارزش ماه =6.89***مین حجم ماه دو=31.09,خرید=0.76*** فروش =0.64
غگز,نسبت p/m=-203.96*** distance =-85.53,-2.98,80.62,-1.30,3.97,مین حجم ماه=2.00*** مین ارزش ماه =1.96***مین حجم ماه دو=1.13,خرید=0.51*** فروش =0.62
وپست,نسبت p/m=142.24*** distance =-80.29,-2.74,9.43,-28.80,20.05,مین حجم ماه=21.75*** مین ارزش ماه =14.50***مین حجم ماه دو=25.89,خرید=0.76*** فروش =0.99
رمپنا,نسبت p/m=337.71*** distance =-74.78,-1.77,22.88,-14.68,27.82,مین حجم ماه=23.03*** مین ارزش ماه =30.09***مین حجم ماه دو=26.31,خرید=0.70*** فروش =0.66
قشرين,نسبت p/m=5.04*** distance =-97.83,-3,36.51,-8.29,15.22,مین حجم ماه=9.08*** مین ارزش ماه =2.03***مین حجم ماه دو=3.04,خرید=0.35*** فروش =0.35
ميهن,نسبت p/m=131.98*** distance =-73.16,2.09,1.67,-52.87,12.97,مین حجم ماه=10.21*** مین ارزش ماه =4.45***مین حجم ماه دو=6.34,خرید=0.98*** فروش =1.05
بكام,نسبت p/m=1.49*** distance =-99.43,-2.01,15.42,-19.83,15.65,مین حجم ماه=17.68*** مین ارزش ماه =4.26***مین حجم ماه دو=6.60,خرید=1.15*** فروش =1.27
ساوه,نسبت p/m=620.75*** distance =-26.56,1.06,11.42,-9.64,12.80,مین حجم ماه=8.99*** مین ارزش ماه =7.57***مین حجم ماه دو=5.71,خرید=0.54*** فروش =0.72
سپاها,نسبت p/m=292.11*** distance =-84.72,0,6.89,-17.95,9.16,مین حجم ماه=8.04*** مین ارزش ماه =14.83***مین حجم ماه دو=10.15,خرید=0.94*** فروش =0.96
تكنو,نسبت p/m=-27.15*** distance =-85.45,2.99,11.40,-16.83,17.10,مین حجم ماه=17.75*** مین ارزش ماه =3.22***مین حجم ماه دو=6.62,خرید=1.02*** فروش =0.77
بخاور,نسبت p/m=-351.13*** distance =-15.42,-0.95,7.05,-8.60,4.84,مین حجم ماه=2.70*** مین ارزش ماه =1.13***مین حجم ماه دو=3.08,خرید=0.79*** فروش =0.73
ستران,نسبت p/m=109.42*** distance =-87.32,-2.94,21.58,-12.06,11.61,مین حجم ماه=12.87*** مین ارزش ماه =10.66***مین حجم ماه دو=11.79,خرید=0.81*** فروش =1.18
حسير,نسبت p/m=-1.45*** distance =-99.53,2.97,83.37,-16.94,8.51,مین حجم ماه=9.22*** مین ارزش ماه =2.72***مین حجم ماه دو=1.67,خرید=1.22*** فروش =1.00
شلرد,نسبت p/m=82.36*** distance =-83.12,2.98,5.12,-36.88,7.49,مین حجم ماه=5.54*** مین ارزش ماه =2.50***مین حجم ماه دو=6.12,خرید=0.87*** فروش =0.88
خفنر,نسبت p/m=8.69*** distance =-93.48,3,52.79,-20.43,12.45,مین حجم ماه=17.49*** مین ارزش ماه =2.23***مین حجم ماه دو=5.33,خرید=1.35*** فروش =1.44
بمولد,نسبت p/m=-15.23*** distance =-97.15,-1.12,4.68,-14.32,16.20,مین حجم ماه=7.08*** مین ارزش ماه =3.71***مین حجم ماه دو=6.63,خرید=0.41*** فروش =0.39
قمرو,نسبت p/m=485.83*** distance =30.70,1.97,0.83,-19.88,3.86,مین حجم ماه=1.76*** مین ارزش ماه =0.66***مین حجم ماه دو=0.77,خرید=0.47*** فروش =1.96
خزر,نسبت p/m=-5.95*** distance =-96.18,-1,19.19,-25.36,17.19,مین حجم ماه=11.92*** مین ارزش ماه =1.72***مین حجم ماه دو=15.33,خرید=0.79*** فروش =0.75
صبا,نسبت p/m=-22.87*** distance =-92.87,-1.23,12.70,-19.68,30.54,مین حجم ماه=45.46*** مین ارزش ماه =13.92***مین حجم ماه دو=32.95,خرید=1.28*** فروش =1.08
قصفها,نسبت p/m=4.05*** distance =-96.52,-0.5,2.68,-21.21,25.18,مین حجم ماه=32.70*** مین ارزش ماه =3.57***مین حجم ماه دو=30.04,خرید=1.17*** فروش =1.28
كفرا,نسبت p/m=-5.67*** distance =-96.06,2.98,0.87,-32.70,38.20,مین حجم ماه=47.89*** مین ارزش ماه =6.18***مین حجم ماه دو=5.13,خرید=1.30*** فروش =1.40
وشهر,نسبت p/m=-48.39*** distance =-84.20,-1.05,62.54,-16.92,72.49,مین حجم ماه=85.87*** مین ارزش ماه =24.31***مین حجم ماه دو=120.17,خرید=0.94*** فروش =1.05
غپاك,نسبت p/m=9.01*** distance =-91.52,1.55,6.81,-23.62,13.56,مین حجم ماه=10.26*** مین ارزش ماه =1.03***مین حجم ماه دو=12.86,خرید=0.80*** فروش =0.80
لكما,نسبت p/m=-3.94*** distance =-96.55,1.11,2.08,-36.54,31.21,مین حجم ماه=28.80*** مین ارزش ماه =2.98***مین حجم ماه دو=11.09,خرید=1.03*** فروش =0.99
زفكا,نسبت p/m=-7.68*** distance =-97.96,0.26,3.86,-13.33,16.23,مین حجم ماه=22.75*** مین ارزش ماه =8.39***مین حجم ماه دو=19.53,خرید=1.18*** فروش =1.12
وآتوس,نسبت p/m=11.26*** distance =-94.15,-2.89,19.34,-16.69,7.30,مین حجم ماه=6.46*** مین ارزش ماه =1.14***مین حجم ماه دو=3.97,خرید=0.77*** فروش =1.14
كوير,نسبت p/m=-25.19*** distance =-81.96,-1.27,2.14,-22.66,14.81,مین حجم ماه=15.46*** مین ارزش ماه =2.03***مین حجم ماه دو=11.09,خرید=1.05*** فروش =0.92
شستان,نسبت p/m=0.75*** distance =-99.45,-2.96,22.42,-11.16,9.73,مین حجم ماه=7.38*** مین ارزش ماه =0.96***مین حجم ماه دو=3.80,خرید=0.88*** فروش =0.92
باران,نسبت p/m=-19.00*** distance =-87.37,2.96,2.08,-24.51,5.01,مین حجم ماه=2.40*** مین ارزش ماه =0.36***مین حجم ماه دو=1.15,خرید=0.47*** فروش =0.60
وبانك,نسبت p/m=148.53*** distance =-78.59,-1.13,26.81,-18.07,16.61,مین حجم ماه=18.19*** مین ارزش ماه =12.18***مین حجم ماه دو=13.89,خرید=0.75*** فروش =0.89
پتاير,نسبت p/m=7.71*** distance =-95.56,1.21,23.09,-11.10,25.28,مین حجم ماه=23.77*** مین ارزش ماه =4.08***مین حجم ماه دو=22.55,خرید=0.82*** فروش =0.76
تليسه,نسبت p/m=30.34*** distance =-91.82,3,2.82,-25.62,9.10,مین حجم ماه=7.82*** مین ارزش ماه =2.78***مین حجم ماه دو=4.60,خرید=0.78*** فروش =0.82
كفپارس,نسبت p/m=1.39*** distance =-99.41,2.98,2.55,-25.68,10.49,مین حجم ماه=7.15*** مین ارزش ماه =1.59***مین حجم ماه دو=7.28,خرید=0.72*** فروش =0.72
كزغال,نسبت p/m=16.11*** distance =-94.82,2.71,0.37,-19.70,3.67,مین حجم ماه=3.70*** مین ارزش ماه =1.12***مین حجم ماه دو=4.92,خرید=1.19*** فروش =1.04
خكرمان,نسبت p/m=20.60*** distance =-94.85,2.98,4.70,-15.09,13.52,مین حجم ماه=9.91*** مین ارزش ماه =3.83***مین حجم ماه دو=8.17,خرید=0.58*** فروش =0.69
اتكاسا,نسبت p/m=70.43*** distance =-73.41,2.98,0.00,-14.21,2.77,مین حجم ماه=4.22*** مین ارزش ماه =1.09***مین حجم ماه دو=3.83,خرید=1.71*** فروش =1.56
وپايا,نسبت p/m=10.43*** distance =-90.77,0.44,7.13,-19.13,29.12,مین حجم ماه=25.34*** مین ارزش ماه =2.76***مین حجم ماه دو=16.94,خرید=0.66*** فروش =0.59
تملت,نسبت p/m=269.66*** distance =52.32,2.97,1.34,-16.47,13.87,مین حجم ماه=5.61*** مین ارزش ماه =0.98***مین حجم ماه دو=1.36,خرید=0.35*** فروش =0.50
لسرما,نسبت p/m=-13.35*** distance =-97.08,-0.21,23.37,-11.68,13.27,مین حجم ماه=9.67*** مین ارزش ماه =4.44***مین حجم ماه دو=5.98,خرید=0.65*** فروش =0.63
فخاس,نسبت p/m=46.35*** distance =-79.91,-1.85,9.52,-16.43,46.66,مین حجم ماه=28.85*** مین ارزش ماه =6.47***مین حجم ماه دو=17.36,خرید=0.52*** فروش =0.46
فزر,نسبت p/m=551.04*** distance =-93.16,-0.93,5.04,-14.94,24.10,مین حجم ماه=30.05*** مین ارزش ماه =240.46***مین حجم ماه دو=22.69,خرید=1.05*** فروش =1.07
كلر,نسبت p/m=-29.03*** distance =-94.65,2.61,90.01,-27.23,18.98,مین حجم ماه=19.17*** مین ارزش ماه =10.11***مین حجم ماه دو=9.61,خرید=1.06*** فروش =0.78
وصندوق,نسبت p/m=158.29*** distance =-89.68,-1.79,27.33,-18.78,18.34,مین حجم ماه=19.17*** مین ارزش ماه =29.11***مین حجم ماه دو=8.55,خرید=0.48*** فروش =0.66
فسپا,نسبت p/m=35.55*** distance =-85.98,-0.43,23.90,-19.92,13.64,مین حجم ماه=14.47*** مین ارزش ماه =3.53***مین حجم ماه دو=8.80,خرید=0.77*** فروش =0.78
نان,نسبت p/m=1.23*** distance =-99.62,0.38,12.46,-9.09,16.49,مین حجم ماه=18.25*** مین ارزش ماه =5.77***مین حجم ماه دو=24.88,خرید=0.91*** فروش =0.87
سشرق,نسبت p/m=-4.37*** distance =-99.73,2.95,4.47,-16.57,8.77,مین حجم ماه=7.19*** مین ارزش ماه =11.75***مین حجم ماه دو=8.92,خرید=0.63*** فروش =0.89
خنصير,نسبت p/m=9.49*** distance =-96.49,2.97,8.26,-29.09,5.73,مین حجم ماه=4.69*** مین ارزش ماه =1.20***مین حجم ماه دو=4.27,خرید=0.98*** فروش =1.00
فسوژ,نسبت p/m=-54.65*** distance =-87.74,-1.76,6.28,-23.32,8.93,مین حجم ماه=7.91*** مین ارزش ماه =3.32***مین حجم ماه دو=5.71,خرید=0.89*** فروش =0.84
عاليس,نسبت p/m=-58.48*** distance =-85.98,-2.78,20.42,-18.09,10.61,مین حجم ماه=10.15*** مین ارزش ماه =4.10***مین حجم ماه دو=9.18,خرید=0.85*** فروش =0.86
شاوان,نسبت p/m=130.11*** distance =-94.00,2.25,0.66,-25.97,5.54,مین حجم ماه=4.56*** مین ارزش ماه =9.52***مین حجم ماه دو=2.82,خرید=0.79*** فروش =0.81
وبهمن,نسبت p/m=113.30*** distance =-40.57,-2.99,57.25,-20.78,35.63,مین حجم ماه=18.71*** مین ارزش ماه =3.50***مین حجم ماه دو=7.62,خرید=0.43*** فروش =0.50
بمپنا,نسبت p/m=283.02*** distance =-36.12,1.51,1.67,-25.61,16.07,مین حجم ماه=12.07*** مین ارزش ماه =5.13***مین حجم ماه دو=7.03,خرید=0.44*** فروش =0.77
انرژي,نسبت p/m=-237.12*** distance =-78.95,2.02,33.92,-42.59,19.67,مین حجم ماه=20.86*** مین ارزش ماه =21.54***مین حجم ماه دو=7.47,خرید=1.11*** فروش =0.86
وتوكا,نسبت p/m=-22.26*** distance =-91.95,-0.26,6.08,-13.48,15.23,مین حجم ماه=29.01*** مین ارزش ماه =7.58***مین حجم ماه دو=6.24,خرید=1.42*** فروش =1.39
فروژ,نسبت p/m=-6.74*** distance =-92.04,1.16,8.53,-20.69,20.95,مین حجم ماه=21.41*** مین ارزش ماه =1.68***مین حجم ماه دو=8.08,خرید=1.09*** فروش =0.98
تايرا,نسبت p/m=14.12*** distance =-95.99,-1.64,28.21,-18.04,57.88,مین حجم ماه=54.31*** مین ارزش ماه =17.84***مین حجم ماه دو=15.31,خرید=0.71*** فروش =0.70
شكربن,نسبت p/m=-91.06*** distance =-87.64,0.8,15.84,-29.81,11.10,مین حجم ماه=10.34*** مین ارزش ماه =6.96***مین حجم ماه دو=5.74,خرید=1.19*** فروش =0.77
هجرت,نسبت p/m=18.12*** distance =-90.81,-0.36,95.08,-15.23,22.11,مین حجم ماه=26.25*** مین ارزش ماه =4.96***مین حجم ماه دو=17.33,خرید=0.93*** فروش =0.87
دتوزيع,نسبت p/m=55.86*** distance =-67.57,2.99,5.47,-10.73,11.08,مین حجم ماه=13.49*** مین ارزش ماه =2.33***مین حجم ماه دو=11.03,خرید=0.63*** فروش =0.74
شملي,نسبت p/m=163.59*** distance =-66.34,-1.43,4.60,-28.35,10.32,مین حجم ماه=6.01*** مین ارزش ماه =2.75***مین حجم ماه دو=3.17,خرید=0.47*** فروش =0.54
تكيميا,نسبت p/m=59.66*** distance =-60.25,-2.96,2.64,-23.11,12.22,مین حجم ماه=6.05*** مین ارزش ماه =0.88***مین حجم ماه دو=3.25,خرید=0.48*** فروش =0.53
وسپهر,نسبت p/m=61.99*** distance =-82.33,-1.08,5.39,-14.26,22.86,مین حجم ماه=17.75*** مین ارزش ماه =6.00***مین حجم ماه دو=9.17,خرید=0.65*** فروش =0.70
فسازان,نسبت p/m=0.98*** distance =-99.77,1.2,4.17,-29.32,20.81,مین حجم ماه=28.15*** مین ارزش ماه =10.85***مین حجم ماه دو=7.56,خرید=1.42*** فروش =1.32
فزرين,نسبت p/m=85.37*** distance =-68.41,1.65,2.23,-32.34,7.79,مین حجم ماه=4.12*** مین ارزش ماه =1.08***مین حجم ماه دو=2.30,خرید=0.54*** فروش =0.61
بتهران,نسبت p/m=19.88*** distance =-90.79,1.38,6.05,-17.33,10.48,مین حجم ماه=17.06*** مین ارزش ماه =3.44***مین حجم ماه دو=16.19,خرید=1.18*** فروش =1.76
پخش,نسبت p/m=59.43*** distance =-89.70,-1.75,5.56,-11.98,14.98,مین حجم ماه=19.75*** مین ارزش ماه =10.91***مین حجم ماه دو=17.70,خرید=0.90*** فروش =1.09
سپيد,نسبت p/m=196.06*** distance =-72.12,-2.06,16.46,-0.45,6.36,مین حجم ماه=7.52*** مین ارزش ماه =5.53***مین حجم ماه دو=4.83,خرید=0.71*** فروش =0.87
پكوير,نسبت p/m=-78.72*** distance =-88.20,-0.15,9.30,-17.76,10.95,مین حجم ماه=11.29*** مین ارزش ماه =7.19***مین حجم ماه دو=11.28,خرید=1.28*** فروش =0.92
ثنوسا,نسبت p/m=68.46*** distance =-86.83,2.88,3.60,-44.86,8.57,مین حجم ماه=6.44*** مین ارزش ماه =3.03***مین حجم ماه دو=3.13,خرید=0.82*** فروش =0.83
كروميت,نسبت p/m=9.01*** distance =-97.84,-0.77,17.75,-18.04,23.97,مین حجم ماه=17.47*** مین ارزش ماه =6.85***مین حجم ماه دو=9.22,خرید=0.80*** فروش =0.79
ركيش,نسبت p/m=-6.49*** distance =-95.56,2.1,9.01,-15.89,13.83,مین حجم ماه=9.68*** مین ارزش ماه =1.36***مین حجم ماه دو=11.20,خرید=0.62*** فروش =0.64
دتوليد,نسبت p/m=39.25*** distance =-82.52,0.67,6.47,-23.48,19.63,مین حجم ماه=17.46*** مین ارزش ماه =3.71***مین حجم ماه دو=5.39,خرید=0.70*** فروش =0.74
ثغرب,نسبت p/m=18.47*** distance =-94.96,-2.99,5.03,-17.36,8.32,مین حجم ماه=7.31*** مین ارزش ماه =2.55***مین حجم ماه دو=5.02,خرید=0.93*** فروش =0.97
حگردش,نسبت p/m=-0.94*** distance =-99.55,-2.39,30.11,-3.88,15.79,مین حجم ماه=9.95*** مین ارزش ماه =2.05***مین حجم ماه دو=8.49,خرید=0.31*** فروش =0.31
دماوند,نسبت p/m=-43.42*** distance =-94.78,-1.19,4.03,-29.91,20.50,مین حجم ماه=16.77*** مین ارزش ماه =12.94***مین حجم ماه دو=6.59,خرید=0.91*** فروش =0.87
شسينا,نسبت p/m=-110.47*** distance =-59.57,0.68,2.04,-29.24,11.09,مین حجم ماه=9.23*** مین ارزش ماه =2.36***مین حجم ماه دو=8.20,خرید=0.88*** فروش =0.85
بفجر,نسبت p/m=82.49*** distance =-93.98,3,6.96,-31.84,12.47,مین حجم ماه=12.55*** مین ارزش ماه =16.41***مین حجم ماه دو=5.15,خرید=0.99*** فروش =0.98
فغدير,نسبت p/m=-86.91*** distance =-80.94,-1.07,10.33,-15.48,11.77,مین حجم ماه=11.65*** مین ارزش ماه =5.18***مین حجم ماه دو=4.37,خرید=0.87*** فروش =0.46
ثرود,نسبت p/m=4.40*** distance =-99.19,-0.72,4.57,-18.69,4.64,مین حجم ماه=5.43*** مین ارزش ماه =2.84***مین حجم ماه دو=3.28,خرید=1.17*** فروش =1.20
خمهر,نسبت p/m=0.33*** distance =-99.84,0.35,7.81,-25.57,14.04,مین حجم ماه=16.91*** مین ارزش ماه =3.10***مین حجم ماه دو=11.95,خرید=1.22*** فروش =1.21
ولغدر,نسبت p/m=-153.97*** distance =-31.74,-2.99,20.22,-0.19,15.36,مین حجم ماه=12.75*** مین ارزش ماه =2.97***مین حجم ماه دو=4.80,خرید=0.70*** فروش =0.68
وبشهر,نسبت p/m=70.69*** distance =-88.01,0.48,2.51,-33.23,12.18,مین حجم ماه=8.24*** مین ارزش ماه =4.64***مین حجم ماه دو=6.68,خرید=0.60*** فروش =0.61
زماهان,نسبت p/m=50.26*** distance =-94.84,-2.99,7.04,-23.98,9.18,مین حجم ماه=8.14*** مین ارزش ماه =7.26***مین حجم ماه دو=4.25,خرید=0.94*** فروش =0.98
خاذين,نسبت p/m=19.66*** distance =-89.05,2.99,8.69,-28.55,10.89,مین حجم ماه=8.69*** مین ارزش ماه =1.45***مین حجم ماه دو=5.42,خرید=0.85*** فروش =0.85
حتايد,نسبت p/m=8.40*** distance =-98.73,0.3,21.39,-17.29,18.90,مین حجم ماه=20.57*** مین ارزش ماه =12.88***مین حجم ماه دو=7.75,خرید=0.80*** فروش =0.74
وپسا,نسبت p/m=-6.94*** distance =-95.20,-0.83,15.02,-21.48,13.49,مین حجم ماه=10.04*** مین ارزش ماه =1.35***مین حجم ماه دو=6.37,خرید=0.82*** فروش =0.74
وكبهمن,نسبت p/m=-95.47*** distance =-46.21,2.97,0.86,-32.69,7.32,مین حجم ماه=5.80*** مین ارزش ماه =0.95***مین حجم ماه دو=2.92,خرید=0.58*** فروش =0.71
قاسم,نسبت p/m=-181.70*** distance =-57.46,0.42,1.64,-19.33,6.56,مین حجم ماه=8.33*** مین ارزش ماه =3.44***مین حجم ماه دو=6.22,خرید=1.90*** فروش =0.86
غگلستا,نسبت p/m=-191.00*** distance =-78.43,2.96,1.42,-39.35,5.51,مین حجم ماه=5.75*** مین ارزش ماه =4.62***مین حجم ماه دو=3.60,خرید=1.29*** فروش =1.05
البرز,نسبت p/m=-36.74*** distance =-83.41,-0.46,8.09,-10.32,45.52,مین حجم ماه=37.25*** مین ارزش ماه =8.18***مین حجم ماه دو=14.85,خرید=0.48*** فروش =0.53
بنو,نسبت p/m=38.32*** distance =-70.90,1.18,6.43,-17.47,6.26,مین حجم ماه=4.65*** مین ارزش ماه =0.59***مین حجم ماه دو=3.82,خرید=0.61*** فروش =0.74
قچار,نسبت p/m=-306.73*** distance =-12.34,-0.77,2.13,-34.28,26.56,مین حجم ماه=12.78*** مین ارزش ماه =4.31***مین حجم ماه دو=4.77,خرید=0.62*** فروش =0.47
بنيرو,نسبت p/m=29.74*** distance =-91.52,-2.99,7.36,-23.69,18.25,مین حجم ماه=12.20*** مین ارزش ماه =4.04***مین حجم ماه دو=9.86,خرید=0.55*** فروش =0.61
خودكفا,نسبت p/m=-282.79*** distance =-53.90,-1.29,10.22,-29.20,12.45,مین حجم ماه=9.03*** مین ارزش ماه =5.17***مین حجم ماه دو=8.63,خرید=0.80*** فروش =0.74
غسالم,نسبت p/m=-110.01*** distance =-72.85,1.87,1.28,-18.31,7.00,مین حجم ماه=7.69*** مین ارزش ماه =3.02***مین حجم ماه دو=6.32,خرید=0.99*** فروش =0.84
فتوسا,نسبت p/m=-0.55*** distance =-99.86,-1.25,11.28,-9.19,3.05,مین حجم ماه=3.41*** مین ارزش ماه =1.25***مین حجم ماه دو=1.71,خرید=1.41*** فروش =1.48
ثتران,نسبت p/m=30.93*** distance =-93.81,-3,6.46,-17.29,5.63,مین حجم ماه=5.26*** مین ارزش ماه =2.50***مین حجم ماه دو=3.54,خرید=0.97*** فروش =1.00
كترام,نسبت p/m=19.79*** distance =-90.12,0.1,45.63,-19.89,10.06,مین حجم ماه=10.17*** مین ارزش ماه =1.93***مین حجم ماه دو=4.90,خرید=0.90*** فروش =0.89
شفارا,نسبت p/m=20.20*** distance =-93.42,2.97,31.45,-15.51,6.79,مین حجم ماه=6.04*** مین ارزش ماه =1.81***مین حجم ماه دو=3.65,خرید=0.80*** فروش =0.88
وملل,نسبت p/m=27.74*** distance =-88.28,0.04,4.13,-8.84,7.47,مین حجم ماه=8.31*** مین ارزش ماه =1.97***مین حجم ماه دو=14.29,خرید=0.86*** فروش =1.13
والبر,نسبت p/m=20.31*** distance =-89.17,-0.37,6.35,-20.30,15.96,مین حجم ماه=16.17*** مین ارزش ماه =2.88***مین حجم ماه دو=10.48,خرید=0.54*** فروش =0.64
فروي,نسبت p/m=67.60*** distance =-76.48,2.95,2.43,-31.65,10.84,مین حجم ماه=9.40*** مین ارزش ماه =2.50***مین حجم ماه دو=3.05,خرید=0.74*** فروش =1.17
سقاين,نسبت p/m=54.98*** distance =-92.68,2.53,0.37,-35.00,4.96,مین حجم ماه=6.15*** مین ارزش ماه =4.26***مین حجم ماه دو=4.37,خرید=1.04*** فروش =1.31
