نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
رپويا,نسبت p/m=179.49*** distance =-94.03,2.2,22.94,-5.10,1.93,مین حجم ماه=1.88*** مین ارزش ماه =5.75***مین حجم ماه دو=3.53,خرید=0.77*** فروش =0.85
دابور,نسبت p/m=506.32*** distance =-78.44,2.51,0.08,-37.51,1.52,مین حجم ماه=1.73*** مین ارزش ماه =3.77***مین حجم ماه دو=1.11,خرید=0.91*** فروش =1.03
ثعمرا,نسبت p/m=332.54*** distance =-62.50,0.68,18.91,-24.86,3.83,مین حجم ماه=2.49*** مین ارزش ماه =2.08***مین حجم ماه دو=1.33,خرید=0.90*** فروش =0.99
فپنتا,نسبت p/m=-909.88*** distance =-78.67,-3,27.99,-11.05,1.40,مین حجم ماه=1.47*** مین ارزش ماه =6.18***مین حجم ماه دو=0.51,خرید=1.02*** فروش =0.97
داسوه,نسبت p/m=950.27*** distance =-63.73,-2.35,9.05,-12.90,0.59,مین حجم ماه=0.42*** مین ارزش ماه =1.09***مین حجم ماه دو=0.09,خرید=0.75*** فروش =0.75
وتعاون,نسبت p/m=-72.46*** distance =-59.86,2.97,2.83,-7.84,2.65,مین حجم ماه=2.54*** مین ارزش ماه =0.46***مین حجم ماه دو=4.79,خرید=0.83*** فروش =1.02
زكشت,نسبت p/m=-115.29*** distance =-86.36,-0.48,8.04,-14.38,1.68,مین حجم ماه=2.15*** مین ارزش ماه =1.76***مین حجم ماه دو=1.65,خرید=1.16*** فروش =1.10
جم,نسبت p/m=308.31*** distance =-92.74,-0.05,21.83,-24.61,2.55,مین حجم ماه=2.24*** مین ارزش ماه =8.99***مین حجم ماه دو=1.80,خرید=0.97*** فروش =0.87
وتوس,نسبت p/m=279.25*** distance =-68.71,-2.16,4.59,-17.31,1.99,مین حجم ماه=1.21*** مین ارزش ماه =1.03***مین حجم ماه دو=0.38,خرید=0.52*** فروش =0.57
زنگان,نسبت p/m=56.34*** distance =-86.19,2.98,65.49,-18.80,1.94,مین حجم ماه=1.45*** مین ارزش ماه =0.57***مین حجم ماه دو=0.61,خرید=0.67*** فروش =0.69
كلوند,نسبت p/m=85.94*** distance =-78.25,-0.79,41.90,-23.76,5.25,مین حجم ماه=6.51*** مین ارزش ماه =2.39***مین حجم ماه دو=4.77,خرید=1.06*** فروش =0.92
بازرگام,نسبت p/m=105.09*** distance =-74.58,-0.38,26.93,-2.28,4.18,مین حجم ماه=3.89*** مین ارزش ماه =1.59***مین حجم ماه دو=0.77,خرید=0.45*** فروش =0.85
لپيام,نسبت p/m=-3.29*** distance =-99.93,-2.99,31.84,-2.05,1.28,مین حجم ماه=0.73*** مین ارزش ماه =3.49***مین حجم ماه دو=0.10,خرید=0.29*** فروش =0.30
فسبزوار,نسبت p/m=-583.21*** distance =-85.73,0.41,1.92,-21.31,2.08,مین حجم ماه=2.52*** مین ارزش ماه =9.82***مین حجم ماه دو=1.43,خرید=1.04*** فروش =0.94
شكلر,نسبت p/m=-105.91*** distance =-91.44,-0.08,2.18,-20.79,2.29,مین حجم ماه=5.02*** مین ارزش ماه =5.92***مین حجم ماه دو=1.35,خرید=2.47*** فروش =1.85
ثجنوب,نسبت p/m=86.77*** distance =-90.45,2.99,1.35,-22.84,1.64,مین حجم ماه=1.64*** مین ارزش ماه =1.43***مین حجم ماه دو=0.70,خرید=0.84*** فروش =0.74
نيرو,نسبت p/m=94.36*** distance =-88.12,-1.03,8.13,-7.41,1.29,مین حجم ماه=0.97*** مین ارزش ماه =0.74***مین حجم ماه دو=1.01,خرید=0.62*** فروش =0.67
سآبيك,نسبت p/m=-159.07*** distance =-97.12,0.5,9.61,-22.83,1.56,مین حجم ماه=2.05*** مین ارزش ماه =10.51***مین حجم ماه دو=1.76,خرید=1.08*** فروش =1.11
مارون,نسبت p/m=-381.05*** distance =-92.90,-0.37,67.83,-6.04,0.53,مین حجم ماه=0.53*** مین ارزش ماه =2.80***مین حجم ماه دو=0.16,خرید=1.81*** فروش =2.19
دشيمي,نسبت p/m=694.32*** distance =-49.31,-0.36,17.18,-15.43,1.20,مین حجم ماه=0.74*** مین ارزش ماه =0.98***مین حجم ماه دو=0.44,خرید=0.59*** فروش =0.65
تبرك,نسبت p/m=793.16*** distance =-28.08,2.92,1.54,-21.82,1.55,مین حجم ماه=0.81*** مین ارزش ماه =0.86***مین حجم ماه دو=0.40,خرید=0.50*** فروش =0.66
چكاوه,نسبت p/m=45.32*** distance =-92.61,-0.31,13.15,-20.30,2.16,مین حجم ماه=2.19*** مین ارزش ماه =1.26***مین حجم ماه دو=1.59,خرید=0.93*** فروش =0.97
نمرينو,نسبت p/m=19.02*** distance =-97.19,2.88,18.63,-14.87,0.95,مین حجم ماه=0.92*** مین ارزش ماه =0.60***مین حجم ماه دو=0.67,خرید=0.87*** فروش =0.85
سهرمز,نسبت p/m=-370.15*** distance =-94.21,3,0.00,-21.99,0.57,مین حجم ماه=0.71*** مین ارزش ماه =4.40***مین حجم ماه دو=0.51,خرید=1.17*** فروش =1.12
خفناور,نسبت p/m=0.00*** distance =-100.00,2.95,22.01,-22.42,1.16,مین حجم ماه=1.23*** مین ارزش ماه =1.91***مین حجم ماه دو=0.17,خرید=1.08*** فروش =1.08
فروسيل,نسبت p/m=221.06*** distance =-70.74,2.9,9.45,-9.73,0.89,مین حجم ماه=0.80*** مین ارزش ماه =0.59***مین حجم ماه دو=0.27,خرید=0.81*** فروش =0.83
وهور,نسبت p/m=132.95*** distance =-18.53,0,9.09,-8.28,6.59,مین حجم ماه=4.53*** مین ارزش ماه =0.74***مین حجم ماه دو=4.54,خرید=0.71*** فروش =1.29
چفيبر,نسبت p/m=-41.06*** distance =-90.18,0.27,16.95,-2.07,4.87,مین حجم ماه=5.61*** مین ارزش ماه =2.49***مین حجم ماه دو=2.33,خرید=1.05*** فروش =0.93
بالاس,نسبت p/m=95.77*** distance =-97.85,-0.32,12.12,-27.65,1.68,مین حجم ماه=1.70*** مین ارزش ماه =7.07***مین حجم ماه دو=0.83,خرید=0.84*** فروش =0.83
آبادا,نسبت p/m=115.42*** distance =-83.20,3,8.63,-19.16,0.95,مین حجم ماه=1.02*** مین ارزش ماه =0.67***مین حجم ماه دو=0.57,خرید=0.90*** فروش =1.06
غنيلي,نسبت p/m=31.17*** distance =-92.76,1.29,3.91,-28.36,2.39,مین حجم ماه=1.68*** مین ارزش ماه =0.69***مین حجم ماه دو=1.34,خرید=0.54*** فروش =0.76
قشهد,نسبت p/m=19.84*** distance =-97.47,2.98,1.57,-17.07,0.74,مین حجم ماه=0.59*** مین ارزش ماه =0.45***مین حجم ماه دو=0.37,خرید=0.66*** فروش =0.76
سخوز,نسبت p/m=1780.79*** distance =-76.47,2.06,3.36,-27.13,1.00,مین حجم ماه=0.83*** مین ارزش ماه =5.93***مین حجم ماه دو=0.54,خرید=0.80*** فروش =0.97
شيراز,نسبت p/m=45.67*** distance =-98.71,-1.99,6.09,-15.33,2.22,مین حجم ماه=3.38*** مین ارزش ماه =11.67***مین حجم ماه دو=3.50,خرید=1.51*** فروش =1.39
كباده,نسبت p/m=85.68*** distance =-92.87,0.08,26.27,-19.71,2.87,مین حجم ماه=1.42*** مین ارزش ماه =1.64***مین حجم ماه دو=0.40,خرید=0.48*** فروش =0.48
غمايه,نسبت p/m=-238.95*** distance =-72.05,0,6.67,-17.32,1.68,مین حجم ماه=2.65*** مین ارزش ماه =2.12***مین حجم ماه دو=2.30,خرید=1.80*** فروش =1.11
حاريا,نسبت p/m=0.00*** distance =-100.00,-0.96,17.21,-3.34,0.83,مین حجم ماه=0.62*** مین ارزش ماه =0.26***مین حجم ماه دو=0.29,خرید=0.52*** فروش =0.52
سبجنو,نسبت p/m=270.35*** distance =-91.88,1.03,9.62,-6.61,0.55,مین حجم ماه=1.04*** مین ارزش ماه =3.52***مین حجم ماه دو=1.20,خرید=1.40*** فروش =1.55
سكرد,نسبت p/m=71.13*** distance =-92.44,1.22,28.53,-9.94,1.71,مین حجم ماه=2.49*** مین ارزش ماه =2.55***مین حجم ماه دو=1.95,خرید=0.94*** فروش =0.92
سفاسي,نسبت p/m=0.00*** distance =-100.00,2.97,2.40,-35.90,0.51,مین حجم ماه=1.51*** مین ارزش ماه =0.34***مین حجم ماه دو=1.00,خرید=3.30*** فروش =3.30
سمازن,نسبت p/m=-152.84*** distance =-96.84,0.51,2.48,-27.33,0.72,مین حجم ماه=1.19*** مین ارزش ماه =5.29***مین حجم ماه دو=0.92,خرید=1.14*** فروش =1.01
اتكام,نسبت p/m=100.04*** distance =-65.11,1.42,2.13,-12.85,1.59,مین حجم ماه=1.35*** مین ارزش ماه =0.38***مین حجم ماه دو=0.50,خرید=0.50*** فروش =1.00
ثنظام,نسبت p/m=-1633.55*** distance =-69.00,-2.93,5.51,-26.55,0.23,مین حجم ماه=0.20*** مین ارزش ماه =0.94***مین حجم ماه دو=0.20,خرید=0.86*** فروش =1.39
وبرق,نسبت p/m=734.74*** distance =-73.41,-1.76,20.73,-11.86,1.79,مین حجم ماه=1.38*** مین ارزش ماه =3.70***مین حجم ماه دو=0.18,خرید=0.61*** فروش =0.67
آ س پ,نسبت p/m=576.60*** distance =-33.56,2.97,12.56,-26.58,2.16,مین حجم ماه=1.72*** مین ارزش ماه =1.38***مین حجم ماه دو=1.04,خرید=0.73*** فروش =1.11
تمحركه,نسبت p/m=97.81*** distance =-86.30,2.89,18.87,-14.90,2.97,مین حجم ماه=1.22*** مین ارزش ماه =0.85***مین حجم ماه دو=1.43,خرید=0.36*** فروش =0.36
شفا,نسبت p/m=831.68*** distance =-21.09,-1.97,7.61,-9.09,1.80,مین حجم ماه=0.93*** مین ارزش ماه =0.96***مین حجم ماه دو=0.39,خرید=0.44*** فروش =0.53
بشهاب,نسبت p/m=-32.00*** distance =-93.99,1.72,9.31,-8.21,1.46,مین حجم ماه=1.48*** مین ارزش ماه =0.78***مین حجم ماه دو=2.70,خرید=0.60*** فروش =0.67
واميد,نسبت p/m=79.28*** distance =-94.22,-1.67,2.89,-16.69,2.93,مین حجم ماه=4.77*** مین ارزش ماه =6.32***مین حجم ماه دو=4.72,خرید=0.94*** فروش =0.95
كابگن,نسبت p/m=5.25*** distance =-99.76,-0.44,26.82,-10.76,1.01,مین حجم ماه=0.51*** مین ارزش ماه =1.10***مین حجم ماه دو=0.01,خرید=0.28*** فروش =0.28
واحصا,نسبت p/m=-18.30*** distance =-98.14,-2.98,59.31,-19.17,2.65,مین حجم ماه=1.75*** مین ارزش ماه =2.15***مین حجم ماه دو=1.09,خرید=0.43*** فروش =0.44
كدما,نسبت p/m=-222.62*** distance =-94.77,0,12.87,-26.50,0.89,مین حجم ماه=0.68*** مین ارزش ماه =2.71***مین حجم ماه دو=0.47,خرید=0.72*** فروش =0.80
ثامان,نسبت p/m=-4870.04*** distance =-41.34,-3,9.68,-0.44,0.10,مین حجم ماه=0.04*** مین ارزش ماه =0.31***مین حجم ماه دو=0.01,خرید=0.67*** فروش =0.67
سيلام,نسبت p/m=-357.68*** distance =-77.24,2.96,11.38,-24.54,0.58,مین حجم ماه=0.65*** مین ارزش ماه =0.97***مین حجم ماه دو=0.78,خرید=1.04*** فروش =0.68
لازما,نسبت p/m=-855.45*** distance =-85.14,1.74,13.39,-22.29,0.42,مین حجم ماه=0.64*** مین ارزش ماه =3.59***مین حجم ماه دو=0.03,خرید=1.64*** فروش =1.45
تابا,نسبت p/m=287.12*** distance =-86.74,2.96,19.18,-25.28,0.38,مین حجم ماه=0.32*** مین ارزش ماه =0.64***مین حجم ماه دو=0.10,خرید=0.85*** فروش =1.03
شپديس,نسبت p/m=2307.55*** distance =-91.92,0.18,12.72,-11.72,1.84,مین حجم ماه=3.17*** مین ارزش ماه =89.75***مین حجم ماه دو=1.47,خرید=1.44*** فروش =1.68
خلنت,نسبت p/m=-53.08*** distance =-89.28,0.35,7.23,-18.67,3.09,مین حجم ماه=2.66*** مین ارزش ماه =1.26***مین حجم ماه دو=1.35,خرید=0.85*** فروش =0.82
كبافق,نسبت p/m=0.91*** distance =-99.96,-2.96,8.54,-11.75,0.45,مین حجم ماه=0.77*** مین ارزش ماه =1.70***مین حجم ماه دو=0.41,خرید=1.41*** فروش =1.40
چافست,نسبت p/m=-178.53*** distance =-82.56,0.19,2.10,-17.22,0.50,مین حجم ماه=1.04*** مین ارزش ماه =1.01***مین حجم ماه دو=0.68,خرید=1.37*** فروش =1.37
سمايه,نسبت p/m=0.00*** distance =-100.00,-2.99,10.79,-13.83,0.94,مین حجم ماه=0.94*** مین ارزش ماه =0.32***مین حجم ماه دو=0.78,خرید=1.03*** فروش =1.03
شساخت,نسبت p/m=-396.35*** distance =-47.11,0.52,13.52,-21.51,1.52,مین حجم ماه=0.86*** مین ارزش ماه =0.61***مین حجم ماه دو=0.36,خرید=0.79*** فروش =0.61
ولكار,نسبت p/m=6.27*** distance =-97.77,0.49,2.62,-15.38,1.60,مین حجم ماه=2.88*** مین ارزش ماه =0.79***مین حجم ماه دو=1.08,خرید=1.53*** فروش =1.47
تاتمس,نسبت p/m=25341.74*** distance =33.51,0.57,0.22,-40.07,0.21,مین حجم ماه=0.10*** مین ارزش ماه =1.89***مین حجم ماه دو=0.04,خرید=0.48*** فروش =0.77
دپارس,نسبت p/m=900.34*** distance =-63.95,-2.91,13.63,-2.77,0.84,مین حجم ماه=0.66*** مین ارزش ماه =1.68***مین حجم ماه دو=0.92,خرید=0.53*** فروش =0.61
كتوسعه,نسبت p/m=343.25*** distance =-71.84,2.96,21.98,-5.94,0.50,مین حجم ماه=0.52*** مین ارزش ماه =0.66***مین حجم ماه دو=0.58,خرید=0.99*** فروش =1.24
ولتجار,نسبت p/m=-92.68*** distance =-89.72,-2.77,6.96,-4.56,2.00,مین حجم ماه=2.67*** مین ارزش ماه =2.45***مین حجم ماه دو=1.54,خرید=0.85*** فروش =0.77
قهكمت,نسبت p/m=-25.21*** distance =-95.33,1.83,2.49,-26.32,0.92,مین حجم ماه=1.55*** مین ارزش ماه =0.79***مین حجم ماه دو=0.79,خرید=0.82*** فروش =0.77
وطوبي,نسبت p/m=-25.26*** distance =-82.56,-2.35,2.17,-22.51,5.24,مین حجم ماه=5.41*** مین ارزش ماه =0.73***مین حجم ماه دو=3.82,خرید=1.35*** فروش =1.34
سفانو,نسبت p/m=-323.39*** distance =-90.07,1.54,1.45,-17.93,0.65,مین حجم ماه=0.90*** مین ارزش ماه =2.83***مین حجم ماه دو=0.84,خرید=1.11*** فروش =1.03
اوان,نسبت p/m=23.27*** distance =-97.20,-1.73,2.03,-33.69,2.18,مین حجم ماه=2.26*** مین ارزش ماه =1.75***مین حجم ماه دو=1.05,خرید=1.41*** فروش =1.37
سكرما,نسبت p/m=-270.30*** distance =-93.95,1.15,4.89,-3.41,0.65,مین حجم ماه=0.67*** مین ارزش ماه =2.98***مین حجم ماه دو=0.36,خرید=0.82*** فروش =0.78
دكپسول,نسبت p/m=5688.63*** distance =-51.28,0.68,9.71,-4.02,0.52,مین حجم ماه=0.47*** مین ارزش ماه =5.70***مین حجم ماه دو=0.18,خرید=0.68*** فروش =1.03
زاگرس,نسبت p/m=269.90*** distance =-97.15,-0.64,8.01,-14.96,0.55,مین حجم ماه=1.14*** مین ارزش ماه =10.62***مین حجم ماه دو=1.14,خرید=1.50*** فروش =1.42
خنور,نسبت p/m=96.26*** distance =-95.14,2.68,1.49,-58.37,5.26,مین حجم ماه=5.68*** مین ارزش ماه =9.73***مین حجم ماه دو=3.54,خرید=1.04*** فروش =0.94
نيشكر,نسبت p/m=-165.27*** distance =-96.63,2.84,2.36,-13.13,0.36,مین حجم ماه=0.93*** مین ارزش ماه =4.37***مین حجم ماه دو=0.72,خرید=1.31*** فروش =1.28
كپرور,نسبت p/m=-216.36*** distance =-71.52,2.93,1.38,-23.70,1.02,مین حجم ماه=0.94*** مین ارزش ماه =0.68***مین حجم ماه دو=1.34,خرید=1.30*** فروش =0.79
بايكا,نسبت p/m=-131.10*** distance =-92.71,1.49,19.86,-4.67,0.23,مین حجم ماه=0.13*** مین ارزش ماه =0.24***مین حجم ماه دو=0.02,خرید=0.32*** فروش =0.32
ساروم,نسبت p/m=1249.43*** distance =-90.62,0.34,3.47,-14.14,0.83,مین حجم ماه=1.05*** مین ارزش ماه =13.71***مین حجم ماه دو=0.94,خرید=1.05*** فروش =1.09
غاذر,نسبت p/m=-222.99*** distance =-87.26,1.64,2.31,-29.05,2.02,مین حجم ماه=1.60*** مین ارزش ماه =2.61***مین حجم ماه دو=1.47,خرید=0.85*** فروش =0.78
بپيوند,نسبت p/m=-405.80*** distance =-63.38,1.16,1.58,-18.57,1.47,مین حجم ماه=1.19*** مین ارزش ماه =1.28***مین حجم ماه دو=0.88,خرید=0.75*** فروش =0.69
ممسني,نسبت p/m=164.11*** distance =-80.87,-2.94,48.07,0.00,0.11,مین حجم ماه=0.38*** مین ارزش ماه =0.36***مین حجم ماه دو=0.61,خرید=5.46*** فروش =7.21
رافزا,نسبت p/m=-15.06*** distance =-97.62,-0.8,5.84,-30.23,3.12,مین حجم ماه=6.73*** مین ارزش ماه =3.86***مین حجم ماه دو=2.88,خرید=1.65*** فروش =2.03
داراب,نسبت p/m=-0.68*** distance =-98.95,-1.99,15.55,-7.73,1.86,مین حجم ماه=2.29*** مین ارزش ماه =0.14***مین حجم ماه دو=0.75,خرید=1.06*** فروش =1.05
وثوق,نسبت p/m=-261.31*** distance =-84.74,-1.45,10.76,-3.86,1.16,مین حجم ماه=1.79*** مین ارزش ماه =2.99***مین حجم ماه دو=0.60,خرید=1.17*** فروش =1.14
بسويچ,نسبت p/m=45.80*** distance =-90.72,2.98,11.44,-6.71,0.76,مین حجم ماه=1.98*** مین ارزش ماه =0.96***مین حجم ماه دو=1.29,خرید=0.69*** فروش =1.02
شرنگي,نسبت p/m=0.00*** distance =-100.00,-0.58,2.83,-12.32,0.67,مین حجم ماه=0.84*** مین ارزش ماه =0.82***مین حجم ماه دو=0.57,خرید=1.02*** فروش =1.00
كانسار,نسبت p/m=-953.83*** distance =-80.00,-0.21,3.06,-13.23,0.41,مین حجم ماه=0.37*** مین ارزش ماه =1.73***مین حجم ماه دو=0.42,خرید=0.73*** فروش =0.96
بزاگرس,نسبت p/m=-155.88*** distance =-69.15,0.1,2.05,-18.19,3.20,مین حجم ماه=2.77*** مین ارزش ماه =1.34***مین حجم ماه دو=2.00,خرید=0.72*** فروش =0.74
دسينا,نسبت p/m=403.67*** distance =-88.10,1.11,2.94,-23.68,0.42,مین حجم ماه=0.63*** مین ارزش ماه =2.01***مین حجم ماه دو=0.59,خرید=1.01*** فروش =1.87
قلرست,نسبت p/m=-51.90*** distance =-93.96,0.58,2.47,-21.91,0.41,مین حجم ماه=0.85*** مین ارزش ماه =0.68***مین حجم ماه دو=0.65,خرید=0.86*** فروش =1.37
جم پيلن,نسبت p/m=-4124.97*** distance =-74.85,-0.54,1.41,-28.43,1.40,مین حجم ماه=0.74*** مین ارزش ماه =11.71***مین حجم ماه دو=0.26,خرید=0.73*** فروش =0.59
زپارس,نسبت p/m=-39.28*** distance =-97.94,-2.57,19.11,-13.67,0.44,مین حجم ماه=0.44*** مین ارزش ماه =0.81***مین حجم ماه دو=0.45,خرید=0.83*** فروش =0.81
آپ,نسبت p/m=-681.49*** distance =-42.46,-2.99,14.69,-2.82,1.12,مین حجم ماه=1.06*** مین ارزش ماه =1.27***مین حجم ماه دو=1.01,خرید=0.81*** فروش =0.87
شكبير,نسبت p/m=4435.90*** distance =-55.81,2.96,0.00,-30.01,0.05,مین حجم ماه=0.11*** مین ارزش ماه =0.94***مین حجم ماه دو=0.46,خرید=7.87*** فروش =2.41
بپويا,نسبت p/m=-182.33*** distance =-93.75,-1.72,9.51,-3.32,1.45,مین حجم ماه=1.83*** مین ارزش ماه =5.40***مین حجم ماه دو=1.24,خرید=0.58*** فروش =0.56
كگاز,نسبت p/m=261.36*** distance =-91.57,-1.93,3.83,-33.83,0.78,مین حجم ماه=1.38*** مین ارزش ماه =3.90***مین حجم ماه دو=0.57,خرید=1.17*** فروش =1.31
فلات,نسبت p/m=0.00*** distance =-100.00,-1.42,29.36,-11.65,0.61,مین حجم ماه=0.57*** مین ارزش ماه =0.66***مین حجم ماه دو=0.33,خرید=0.93*** فروش =0.88
چخزر,نسبت p/m=4087.71*** distance =-13.79,2.97,5.48,-19.05,0.18,مین حجم ماه=0.16*** مین ارزش ماه =0.72***مین حجم ماه دو=0.10,خرید=0.82*** فروش =2.25
شپاس,نسبت p/m=-410.20*** distance =-89.83,1.44,2.11,-23.09,0.97,مین حجم ماه=1.50*** مین ارزش ماه =5.61***مین حجم ماه دو=0.35,خرید=1.53*** فروش =1.23
ساربيل,نسبت p/m=4106.21*** distance =-48.24,1.25,2.58,-39.95,0.66,مین حجم ماه=0.54*** مین ارزش ماه =3.84***مین حجم ماه دو=0.46,خرید=0.71*** فروش =0.91
شغدير,نسبت p/m=852.56*** distance =-73.45,0.41,23.76,-12.85,0.69,مین حجم ماه=0.89*** مین ارزش ماه =2.82***مین حجم ماه دو=0.22,خرید=0.88*** فروش =0.85
وملي,نسبت p/m=-1566.79*** distance =-91.76,-3,15.67,-19.02,0.21,مین حجم ماه=0.24*** مین ارزش ماه =4.28***مین حجم ماه دو=0.14,خرید=0.97*** فروش =0.94
تشتاد,نسبت p/m=0.00*** distance =-100.00,-3,3.24,-19.87,1.02,مین حجم ماه=0.90*** مین ارزش ماه =0.40***مین حجم ماه دو=0.49,خرید=0.75*** فروش =0.75
سشمال,نسبت p/m=-169.08*** distance =-94.30,1.34,4.56,-14.59,0.80,مین حجم ماه=0.79*** مین ارزش ماه =2.26***مین حجم ماه دو=0.60,خرید=1.01*** فروش =0.87
خچرخش,نسبت p/m=-30.56*** distance =-98.29,-2.96,2.37,-20.50,1.96,مین حجم ماه=1.66*** مین ارزش ماه =2.80***مین حجم ماه دو=1.11,خرید=1.15*** فروش =1.10
دكيمي,نسبت p/m=255.37*** distance =-83.90,2.99,16.97,-9.61,0.22,مین حجم ماه=0.39*** مین ارزش ماه =0.60***مین حجم ماه دو=0.23,خرید=1.42*** فروش =0.77
خليبل,نسبت p/m=0.00*** distance =-100.00,-0.95,26.18,-0.29,1.07,مین حجم ماه=0.67*** مین ارزش ماه =0.09***مین حجم ماه دو=0.67,خرید=0.77*** فروش =0.77
تپولا,نسبت p/m=0.00*** distance =-100.00,-2.96,28.70,-4.44,0.38,مین حجم ماه=0.33*** مین ارزش ماه =0.44***مین حجم ماه دو=0.26,خرید=0.56*** فروش =0.56
آريا,نسبت p/m=565.02*** distance =-93.27,-0.65,1.68,-24.65,0.84,مین حجم ماه=1.26*** مین ارزش ماه =10.20***مین حجم ماه دو=0.85,خرید=1.20*** فروش =1.21
گوهران,نسبت p/m=-17.98*** distance =-94.71,2.08,2.81,-28.66,1.49,مین حجم ماه=4.10*** مین ارزش ماه =1.25***مین حجم ماه دو=1.30,خرید=1.60*** فروش =0.98
پارتا,نسبت p/m=279.93*** distance =-67.00,1.06,20.04,-10.48,0.97,مین حجم ماه=0.70*** مین ارزش ماه =0.58***مین حجم ماه دو=0.52,خرید=0.61*** فروش =0.70
غگيلا,نسبت p/m=716.57*** distance =-63.67,-1.51,5.63,-11.69,0.89,مین حجم ماه=0.60*** مین ارزش ماه =1.16***مین حجم ماه دو=0.36,خرید=0.53*** فروش =0.65
رانفور,نسبت p/m=839.43*** distance =75.35,2.99,3.64,-7.54,4.88,مین حجم ماه=2.25*** مین ارزش ماه =1.08***مین حجم ماه دو=1.49,خرید=0.39*** فروش =0.75
زمگسا,نسبت p/m=31.00*** distance =-99.25,1.01,2.97,-19.30,0.27,مین حجم ماه=0.25*** مین ارزش ماه =0.99***مین حجم ماه دو=0.24,خرید=0.96*** فروش =0.95
فبستم,نسبت p/m=-1183.80*** distance =-24.47,2.99,0.00,-36.71,0.16,مین حجم ماه=0.10*** مین ارزش ماه =0.15***مین حجم ماه دو=0.23,خرید=0.53*** فروش =0.46
ويسا,نسبت p/m=-38.66*** distance =-89.27,1.82,9.78,-17.99,0.80,مین حجم ماه=0.76*** مین ارزش ماه =0.26***مین حجم ماه دو=0.30,خرید=1.24*** فروش =1.25
فجام,نسبت p/m=-117.35*** distance =-87.04,-0.11,4.32,-23.54,2.49,مین حجم ماه=1.72*** مین ارزش ماه =1.46***مین حجم ماه دو=1.18,خرید=1.27*** فروش =0.90
سدشت,نسبت p/m=146.83*** distance =-95.67,-0.9,9.20,-5.93,0.23,مین حجم ماه=0.19*** مین ارزش ماه =0.65***مین حجم ماه دو=0.11,خرید=0.75*** فروش =0.75
كايتا,نسبت p/m=26.82*** distance =-98.79,-2.8,75.73,0.00,1.56,مین حجم ماه=1.17*** مین ارزش ماه =2.95***مین حجم ماه دو=0.27,خرید=0.61*** فروش =0.66
لخانه,نسبت p/m=0.00*** distance =-100.00,-0.23,1.90,-21.64,0.27,مین حجم ماه=0.25*** مین ارزش ماه =0.19***مین حجم ماه دو=0.16,خرید=1.24*** فروش =1.24
وآوا,نسبت p/m=-56.77*** distance =-88.48,0,8.10,-12.41,1.16,مین حجم ماه=1.20*** مین ارزش ماه =0.58***مین حجم ماه دو=0.92,خرید=0.89*** فروش =1.00
وهنر,نسبت p/m=-259.65*** distance =-69.49,-2.93,8.03,-20.50,0.62,مین حجم ماه=1.17*** مین ارزش ماه =0.92***مین حجم ماه دو=1.82,خرید=0.66*** فروش =1.13
شصفها,نسبت p/m=-1612.81*** distance =-83.87,-0.91,15.79,-0.71,0.12,مین حجم ماه=0.17*** مین ارزش ماه =1.78***مین حجم ماه دو=0.03,خرید=0.78*** فروش =1.12
شخارك,نسبت p/m=-1745.65*** distance =-80.43,-0.17,3.33,-20.57,0.22,مین حجم ماه=0.61*** مین ارزش ماه =5.21***مین حجم ماه دو=0.43,خرید=2.27*** فروش =0.94
ثنور,نسبت p/m=50.62*** distance =-82.63,-0.97,14.95,-0.42,3.28,مین حجم ماه=1.99*** مین ارزش ماه =0.58***مین حجم ماه دو=0.85,خرید=0.39*** فروش =0.39
ولانا,نسبت p/m=-1698.68*** distance =-52.65,2.93,11.18,-8.54,0.25,مین حجم ماه=0.28*** مین ارزش ماه =0.95***مین حجم ماه دو=0.60,خرید=1.13*** فروش =0.85
زدشت,نسبت p/m=-982.70*** distance =-68.69,-1.76,5.31,-27.09,0.77,مین حجم ماه=0.58*** مین ارزش ماه =1.71***مین حجم ماه دو=0.54,خرید=0.88*** فروش =0.76
دروز,نسبت p/m=640.03*** distance =-30.02,-1.52,24.10,-5.97,1.40,مین حجم ماه=0.78*** مین ارزش ماه =0.70***مین حجم ماه دو=0.52,خرید=0.39*** فروش =0.36
وپخش,نسبت p/m=-131.58*** distance =-92.03,-0.43,4.14,-28.39,1.93,مین حجم ماه=2.37*** مین ارزش ماه =3.62***مین حجم ماه دو=1.38,خرید=1.00*** فروش =0.81
وملت,نسبت p/m=143.75*** distance =-58.99,-0.98,11.69,-0.12,0.40,مین حجم ماه=0.50*** مین ارزش ماه =0.18***مین حجم ماه دو=0.23,خرید=1.02*** فروش =1.51
دتماد,نسبت p/m=-468.45*** distance =-91.45,1.92,9.72,-24.25,0.33,مین حجم ماه=0.63*** مین ارزش ماه =3.30***مین حجم ماه دو=0.25,خرید=1.09*** فروش =1.00
فاهواز,نسبت p/m=24.51*** distance =-96.18,-0.16,8.53,-1.63,0.48,مین حجم ماه=0.64*** مین ارزش ماه =0.41***مین حجم ماه دو=0.80,خرید=1.39*** فروش =1.38
