نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
ساينا,نسبت p/m=35.31*** distance =-89.65,0.41,-16.42,4.42,مین حجم ماه=8.80*** مین ارزش ماه =2.87***مین حجم ماه دو=1.87,خرید=2.30*** فروش =2.12
خزر,نسبت p/m=6.62*** distance =-95.62,16.56,-30.58,15.64,مین حجم ماه=11.09*** مین ارزش ماه =1.57***مین حجم ماه دو=16.00,خرید=0.77*** فروش =0.77
خكرمان,نسبت p/m=121.01*** distance =-69.38,3.82,-16.15,12.90,مین حجم ماه=9.83*** مین ارزش ماه =3.76***مین حجم ماه دو=7.90,خرید=0.52*** فروش =0.71
حسير,نسبت p/m=-52.85*** distance =-82.69,83.95,-15.26,7.96,مین حجم ماه=8.53*** مین ارزش ماه =2.50***مین حجم ماه دو=1.68,خرید=1.08*** فروش =0.96
خودكفا,نسبت p/m=-239.05*** distance =-60.28,14.56,-30.67,11.79,مین حجم ماه=8.77*** مین ارزش ماه =4.98***مین حجم ماه دو=8.56,خرید=0.80*** فروش =0.74
خشرق,نسبت p/m=18.00*** distance =-92.59,10.20,-20.56,9.20,مین حجم ماه=11.10*** مین ارزش ماه =2.49***مین حجم ماه دو=5.50,خرید=0.91*** فروش =0.95
حريل,نسبت p/m=17.39*** distance =-89.84,5.78,-15.61,8.30,مین حجم ماه=10.23*** مین ارزش ماه =1.71***مین حجم ماه دو=5.67,خرید=1.18*** فروش =1.37
جوين,نسبت p/m=24.59*** distance =-93.00,4.87,-20.49,15.97,مین حجم ماه=9.70*** مین ارزش ماه =3.28***مین حجم ماه دو=5.71,خرید=0.54*** فروش =0.61
دتوزيع,نسبت p/m=50.60*** distance =-70.66,6.12,-11.60,17.91,مین حجم ماه=13.70*** مین ارزش ماه =2.35***مین حجم ماه دو=10.68,خرید=0.69*** فروش =0.85
خرينگ,نسبت p/m=-19.62*** distance =-98.19,4.79,-20.69,6.69,مین حجم ماه=6.97*** مین ارزش ماه =7.30***مین حجم ماه دو=3.41,خرید=1.05*** فروش =0.98
كمرجان,نسبت p/m=73.05*** distance =-81.88,17.06,-17.25,6.54,مین حجم ماه=5.12*** مین ارزش ماه =2.05***مین حجم ماه دو=1.41,خرید=0.73*** فروش =0.78
مرقام,نسبت p/m=103.61*** distance =-89.17,8.82,-9.26,7.72,مین حجم ماه=2.60*** مین ارزش ماه =2.47***مین حجم ماه دو=1.07,خرید=0.30*** فروش =0.30
شاوان,نسبت p/m=239.16*** distance =-88.72,0.23,-24.44,4.72,مین حجم ماه=4.14*** مین ارزش ماه =8.46***مین حجم ماه دو=2.74,خرید=1.06*** فروش =1.12
سپاها,نسبت p/m=338.22*** distance =-82.27,4.01,-21.59,8.25,مین حجم ماه=7.77*** مین ارزش ماه =14.12***مین حجم ماه دو=10.01,خرید=0.96*** فروش =1.12
قرن,نسبت p/m=546.49*** distance =-57.45,0.00,-17.32,6.16,مین حجم ماه=5.70*** مین ارزش ماه =7.19***مین حجم ماه دو=3.03,خرید=0.91*** فروش =1.62
وسرمد,نسبت p/m=25.50*** distance =-76.85,1.80,-33.85,6.58,مین حجم ماه=5.52*** مین ارزش ماه =0.56***مین حجم ماه دو=4.95,خرید=0.81*** فروش =0.98
شبهرن,نسبت p/m=357.67*** distance =-77.51,3.11,-18.02,9.17,مین حجم ماه=10.88*** مین ارزش ماه =16.61***مین حجم ماه دو=5.82,خرید=0.94*** فروش =1.32
بازرگام,نسبت p/m=150.70*** distance =-64.12,23.27,-7.40,3.92,مین حجم ماه=3.52*** مین ارزش ماه =1.45***مین حجم ماه دو=0.80,خرید=0.52*** فروش =0.93
فلوله,نسبت p/m=22.85*** distance =-90.47,41.37,-27.00,10.79,مین حجم ماه=12.65*** مین ارزش ماه =2.84***مین حجم ماه دو=10.03,خرید=0.92*** فروش =1.02
وبوعلي,نسبت p/m=-79.42*** distance =-54.69,0.06,-26.03,5.47,مین حجم ماه=6.59*** مین ارزش ماه =1.08***مین حجم ماه دو=4.43,خرید=2.21*** فروش =1.24
پخش,نسبت p/m=157.97*** distance =-72.54,1.18,-21.03,19.69,مین حجم ماه=19.08*** مین ارزش ماه =10.49***مین حجم ماه دو=17.98,خرید=0.83*** فروش =1.18
غگل,نسبت p/m=-29.42*** distance =-92.48,8.34,-6.38,11.43,مین حجم ماه=13.44*** مین ارزش ماه =5.28***مین حجم ماه دو=14.43,خرید=0.88*** فروش =1.04
دامين,نسبت p/m=254.18*** distance =-78.10,13.36,-9.47,10.95,مین حجم ماه=7.62*** مین ارزش ماه =8.88***مین حجم ماه دو=8.70,خرید=0.67*** فروش =0.69
تكيميا,نسبت p/m=86.99*** distance =-39.85,2.15,-22.80,9.13,مین حجم ماه=4.87*** مین ارزش ماه =0.69***مین حجم ماه دو=3.24,خرید=0.51*** فروش =0.63
كمنگنز,نسبت p/m=498.89*** distance =34.69,0.00,-33.39,5.08,مین حجم ماه=3.23*** مین ارزش ماه =1.15***مین حجم ماه دو=2.78,خرید=0.64*** فروش =1.99
ثفارس,نسبت p/m=-413.74*** distance =-73.16,13.55,-22.87,31.04,مین حجم ماه=31.52*** مین ارزش ماه =47.06***مین حجم ماه دو=0.33,خرید=0.99*** فروش =0.80
سبهان,نسبت p/m=52.86*** distance =-86.42,3.99,-20.45,7.04,مین حجم ماه=6.68*** مین ارزش ماه =2.49***مین حجم ماه دو=7.57,خرید=1.01*** فروش =1.08
وكبهمن,نسبت p/m=-62.85*** distance =-63.51,1.47,-29.69,6.71,مین حجم ماه=5.69*** مین ارزش ماه =0.92***مین حجم ماه دو=2.96,خرید=0.67*** فروش =0.75
بوعلي,نسبت p/m=816.17*** distance =-84.72,17.79,-25.22,5.53,مین حجم ماه=3.94*** مین ارزش ماه =20.17***مین حجم ماه دو=3.55,خرید=0.68*** فروش =0.75
عاليس,نسبت p/m=40.23*** distance =-90.23,20.55,-17.89,13.36,مین حجم ماه=10.28*** مین ارزش ماه =4.11***مین حجم ماه دو=9.10,خرید=0.70*** فروش =0.80
ولغدر,نسبت p/m=-163.56*** distance =-28.76,15.72,-3.85,16.59,مین حجم ماه=12.05*** مین ارزش ماه =2.82***مین حجم ماه دو=4.89,خرید=0.61*** فروش =0.63
شملي,نسبت p/m=368.93*** distance =-21.17,3.87,-29.33,10.64,مین حجم ماه=5.53*** مین ارزش ماه =2.48***مین حجم ماه دو=3.11,خرید=0.44*** فروش =0.63
تكاردان,نسبت p/m=-86.44*** distance =-58.00,3.03,-10.94,3.29,مین حجم ماه=2.93*** مین ارزش ماه =0.60***مین حجم ماه دو=1.87,خرید=1.07*** فروش =0.80
دسبحان,نسبت p/m=21.77*** distance =-91.31,7.85,-21.31,10.92,مین حجم ماه=10.49*** مین ارزش ماه =2.51***مین حجم ماه دو=6.03,خرید=0.95*** فروش =1.19
فسوژ,نسبت p/m=-35.29*** distance =-92.06,3.33,-27.19,9.36,مین حجم ماه=7.55*** مین ارزش ماه =3.13***مین حجم ماه دو=5.57,خرید=0.75*** فروش =0.74
كپارس,نسبت p/m=131.16*** distance =-78.98,13.28,-28.51,6.17,مین حجم ماه=5.48*** مین ارزش ماه =3.17***مین حجم ماه دو=2.96,خرید=0.92*** فروش =1.07
شبصير,نسبت p/m=-101.16*** distance =-91.19,1.89,-31.68,6.82,مین حجم ماه=7.26*** مین ارزش ماه =7.53***مین حجم ماه دو=3.94,خرید=0.92*** فروش =0.75
ثنوسا,نسبت p/m=141.28*** distance =-72.11,6.47,-40.54,7.16,مین حجم ماه=5.89*** مین ارزش ماه =2.71***مین حجم ماه دو=3.33,خرید=0.88*** فروش =0.95
سفارس,نسبت p/m=393.98*** distance =-76.89,20.39,-19.67,14.10,مین حجم ماه=11.95*** مین ارزش ماه =19.37***مین حجم ماه دو=10.74,خرید=0.70*** فروش =0.85
تاپكيش,نسبت p/m=67.75*** distance =-61.35,3.04,-34.26,9.52,مین حجم ماه=8.10*** مین ارزش ماه =1.31***مین حجم ماه دو=4.32,خرید=0.74*** فروش =0.90
ثشرق,نسبت p/m=-0.01*** distance =-100.00,24.54,-2.26,4.73,مین حجم ماه=1.64*** مین ارزش ماه =7.45***مین حجم ماه دو=0.02,خرید=0.28*** فروش =0.28
كتوكا,نسبت p/m=63.25*** distance =-84.46,0.02,-38.09,6.74,مین حجم ماه=4.92*** مین ارزش ماه =1.83***مین حجم ماه دو=1.82,خرید=0.65*** فروش =0.83
فالوم,نسبت p/m=133.00*** distance =-79.46,20.41,-16.84,5.16,مین حجم ماه=4.98*** مین ارزش ماه =3.20***مین حجم ماه دو=2.43,خرید=0.88*** فروش =0.80
بكابل,نسبت p/m=289.31*** distance =-42.22,1.86,-22.70,7.91,مین حجم ماه=4.60*** مین ارزش ماه =2.22***مین حجم ماه دو=2.53,خرید=0.52*** فروش =0.72
جم,نسبت p/m=1090.16*** distance =-73.61,21.20,-25.61,3.18,مین حجم ماه=2.19*** مین ارزش ماه =8.74***مین حجم ماه دو=1.95,خرید=0.97*** فروش =0.86
خنور,نسبت p/m=123.89*** distance =-93.61,2.72,-52.25,5.62,مین حجم ماه=5.31*** مین ارزش ماه =8.96***مین حجم ماه دو=4.27,خرید=1.05*** فروش =1.00
دلر,نسبت p/m=265.46*** distance =-59.39,77.13,-22.82,15.24,مین حجم ماه=7.50*** مین ارزش ماه =4.82***مین حجم ماه دو=2.01,خرید=0.41*** فروش =0.49
فرآور,نسبت p/m=-42.04*** distance =-91.47,7.73,-25.67,4.85,مین حجم ماه=7.52*** مین ارزش ماه =3.50***مین حجم ماه دو=5.89,خرید=1.13*** فروش =1.27
جم پيلن,نسبت p/m=-3291.03*** distance =-79.33,0.00,-29.03,1.38,مین حجم ماه=0.74*** مین ارزش ماه =11.57***مین حجم ماه دو=0.24,خرید=2.13*** فروش =0.93
تپمپي,نسبت p/m=-127.48*** distance =-60.47,0.96,-17.53,7.40,مین حجم ماه=7.80*** مین ارزش ماه =2.40***مین حجم ماه دو=7.17,خرید=0.91*** فروش =1.03
غشان,نسبت p/m=305.57*** distance =-14.12,0.00,-29.22,2.19,مین حجم ماه=1.94*** مین ارزش ماه =0.67***مین حجم ماه دو=2.06,خرید=1.16*** فروش =2.89
شكربن,نسبت p/m=-78.96*** distance =-89.10,16.39,-29.57,11.69,مین حجم ماه=9.98*** مین ارزش ماه =6.64***مین حجم ماه دو=5.75,خرید=0.96*** فروش =0.72
اپرداز,نسبت p/m=28.41*** distance =-90.36,0.09,-38.50,7.02,مین حجم ماه=5.09*** مین ارزش ماه =1.38***مین حجم ماه دو=3.02,خرید=0.64*** فروش =0.64
توريل,نسبت p/m=-21.87*** distance =-93.62,1.05,-29.43,6.38,مین حجم ماه=4.81*** مین ارزش ماه =1.54***مین حجم ماه دو=5.89,خرید=0.69*** فروش =0.84
وبيمه,نسبت p/m=-5.83*** distance =-95.20,1.67,-17.08,6.85,مین حجم ماه=11.29*** مین ارزش ماه =1.30***مین حجم ماه دو=3.42,خرید=1.36*** فروش =0.94
آواك,نسبت p/m=133.26*** distance =-80.91,0.55,-17.26,7.60,مین حجم ماه=6.63*** مین ارزش ماه =4.49***مین حجم ماه دو=4.44,خرید=0.67*** فروش =0.96
فايرا,نسبت p/m=-146.62*** distance =-68.45,5.61,-14.29,46.16,مین حجم ماه=19.07*** مین ارزش ماه =8.77***مین حجم ماه دو=2.78,خرید=0.38*** فروش =0.35
غشوكو,نسبت p/m=56.50*** distance =-88.30,0.12,-31.91,2.33,مین حجم ماه=1.73*** مین ارزش ماه =0.79***مین حجم ماه دو=0.79,خرید=0.69*** فروش =0.58
بخاور,نسبت p/m=-272.72*** distance =-33.25,10.42,-8.34,2.83,مین حجم ماه=2.33*** مین ارزش ماه =0.97***مین حجم ماه دو=3.11,خرید=1.10*** فروش =0.84
تيپيكو,نسبت p/m=1648.73*** distance =-35.66,8.13,-24.75,12.12,مین حجم ماه=6.56*** مین ارزش ماه =16.20***مین حجم ماه دو=1.65,خرید=0.49*** فروش =0.68
غشهد,نسبت p/m=318.90*** distance =-44.32,0.00,-13.72,3.82,مین حجم ماه=2.14*** مین ارزش ماه =1.22***مین حجم ماه دو=1.41,خرید=0.45*** فروش =0.55
مبين,نسبت p/m=-136.64*** distance =-88.31,1.62,-33.66,10.72,مین حجم ماه=17.62*** مین ارزش ماه =18.98***مین حجم ماه دو=12.65,خرید=2.07*** فروش =1.15
فافزا,نسبت p/m=27.36*** distance =-97.37,9.26,-21.25,2.15,مین حجم ماه=1.79*** مین ارزش ماه =1.81***مین حجم ماه دو=0.38,خرید=1.19*** فروش =1.18
كربن,نسبت p/m=387.28*** distance =-64.80,0.43,-20.67,5.18,مین حجم ماه=3.10*** مین ارزش ماه =3.33***مین حجم ماه دو=2.73,خرید=0.51*** فروش =0.58
كپشير,نسبت p/m=-15.04*** distance =-97.92,48.14,-29.09,13.41,مین حجم ماه=9.88*** مین ارزش ماه =6.63***مین حجم ماه دو=5.59,خرید=0.72*** فروش =0.70
افق,نسبت p/m=1124.32*** distance =-52.14,6.85,-15.18,10.70,مین حجم ماه=7.55*** مین ارزش ماه =17.02***مین حجم ماه دو=3.66,خرید=0.49*** فروش =0.70
كلوند,نسبت p/m=146.18*** distance =-62.55,40.56,-26.98,6.71,مین حجم ماه=6.70*** مین ارزش ماه =2.43***مین حجم ماه دو=4.81,خرید=0.91*** فروش =1.03
زگلدشت,نسبت p/m=165.65*** distance =-70.33,10.63,-16.77,4.47,مین حجم ماه=3.15*** مین ارزش ماه =1.68***مین حجم ماه دو=2.38,خرید=0.70*** فروش =0.71
وكار,نسبت p/m=93.42*** distance =-67.88,6.18,-6.36,10.65,مین حجم ماه=5.36*** مین ارزش ماه =1.56***مین حجم ماه دو=2.27,خرید=0.40*** فروش =0.46
دعبيد,نسبت p/m=606.06*** distance =-12.80,40.81,-2.38,8.77,مین حجم ماه=3.95*** مین ارزش ماه =2.84***مین حجم ماه دو=2.02,خرید=0.36*** فروش =0.35
وصنعت,نسبت p/m=-65.63*** distance =-63.00,2.46,-24.97,12.76,مین حجم ماه=13.81*** مین ارزش ماه =2.30***مین حجم ماه دو=10.20,خرید=1.36*** فروش =1.00
خمحور,نسبت p/m=-56.26*** distance =-81.95,6.61,-27.10,7.07,مین حجم ماه=5.49*** مین ارزش ماه =1.60***مین حجم ماه دو=5.34,خرید=0.86*** فروش =0.74
رتاپ,نسبت p/m=31.05*** distance =-84.22,2.40,-14.11,6.13,مین حجم ماه=4.38*** مین ارزش ماه =0.84***مین حجم ماه دو=4.79,خرید=0.61*** فروش =0.80
سغدير,نسبت p/m=304.96*** distance =-80.03,7.42,-13.92,5.05,مین حجم ماه=4.00*** مین ارزش ماه =5.96***مین حجم ماه دو=2.41,خرید=0.65*** فروش =0.79
شاراك,نسبت p/m=4.07*** distance =-99.44,16.22,-10.22,5.82,مین حجم ماه=6.24*** مین ارزش ماه =4.50***مین حجم ماه دو=3.67,خرید=1.00*** فروش =0.95
سلار,نسبت p/m=-18.31*** distance =-92.23,7.30,-30.70,3.23,مین حجم ماه=2.86*** مین ارزش ماه =0.63***مین حجم ماه دو=3.47,خرید=0.90*** فروش =1.11
دحاوي,نسبت p/m=21.15*** distance =-83.95,2.81,-26.58,2.87,مین حجم ماه=3.55*** مین ارزش ماه =0.43***مین حجم ماه دو=8.35,خرید=1.52*** فروش =3.03
ومدير,نسبت p/m=33.19*** distance =-82.67,1.62,-16.05,13.99,مین حجم ماه=8.51*** مین ارزش ماه =1.58***مین حجم ماه دو=4.68,خرید=0.56*** فروش =0.63
بتهران,نسبت p/m=34.56*** distance =-83.94,3.69,-20.28,14.66,مین حجم ماه=17.52*** مین ارزش ماه =3.49***مین حجم ماه دو=15.60,خرید=1.03*** فروش =1.59
شراز,نسبت p/m=68.35*** distance =-97.24,3.19,-14.54,12.64,مین حجم ماه=15.02*** مین ارزش ماه =36.36***مین حجم ماه دو=6.93,خرید=1.31*** فروش =1.15
زكوثر,نسبت p/m=-239.40*** distance =-92.76,2.12,-41.18,5.72,مین حجم ماه=3.89*** مین ارزش ماه =11.99***مین حجم ماه دو=1.65,خرید=0.74*** فروش =0.55
بموتو,نسبت p/m=-6.66*** distance =-96.26,1.58,-14.69,2.86,مین حجم ماه=4.07*** مین ارزش ماه =0.70***مین حجم ماه دو=11.89,خرید=0.91*** فروش =1.41
آينده,نسبت p/m=0.95*** distance =-99.79,22.74,-2.67,7.95,مین حجم ماه=2.68*** مین ارزش ماه =1.22***مین حجم ماه دو=0.20,خرید=0.29*** فروش =0.29
غفارس,نسبت p/m=95.74*** distance =-86.69,12.16,-31.39,7.48,مین حجم ماه=4.19*** مین ارزش ماه =2.87***مین حجم ماه دو=1.76,خرید=0.57*** فروش =0.55
فنوال,نسبت p/m=55.63*** distance =-92.67,2.85,-26.61,8.53,مین حجم ماه=7.85*** مین ارزش ماه =5.57***مین حجم ماه دو=5.97,خرید=0.86*** فروش =0.79
سخواف,نسبت p/m=-1.77*** distance =-98.89,4.15,-21.41,6.01,مین حجم ماه=4.08*** مین ارزش ماه =0.63***مین حجم ماه دو=2.41,خرید=0.67*** فروش =0.68
ومهان,نسبت p/m=-5.68*** distance =-98.90,22.90,-7.63,10.40,مین حجم ماه=8.64*** مین ارزش ماه =4.44***مین حجم ماه دو=14.64,خرید=1.22*** فروش =1.30
استقلال,نسبت p/m=116.39*** distance =-2.27,7.57,-11.76,3.28,مین حجم ماه=1.67*** مین ارزش ماه =0.20***مین حجم ماه دو=0.91,خرید=0.55*** فروش =0.60
غنيلي,نسبت p/m=-154.08*** distance =-63.82,6.35,-25.98,1.59,مین حجم ماه=1.38*** مین ارزش ماه =0.55***مین حجم ماه دو=1.34,خرید=0.82*** فروش =1.36
سصفها,نسبت p/m=-107.65*** distance =-95.53,20.27,-11.01,6.07,مین حجم ماه=6.65*** مین ارزش ماه =15.36***مین حجم ماه دو=4.03,خرید=0.98*** فروش =0.97
بزندگي,نسبت p/m=149.03*** distance =-55.27,2.01,-15.34,2.96,مین حجم ماه=1.91*** مین ارزش ماه =0.62***مین حجم ماه دو=4.17,خرید=0.38*** فروش =0.73
شوينده,نسبت p/m=1199.70*** distance =-45.13,3.12,-39.56,2.89,مین حجم ماه=1.38*** مین ارزش ماه =2.93***مین حجم ماه دو=0.45,خرید=0.49*** فروش =0.60
وامير,نسبت p/m=6.48*** distance =-98.07,2.43,-35.48,8.57,مین حجم ماه=9.21*** مین ارزش ماه =2.90***مین حجم ماه دو=5.10,خرید=1.03*** فروش =1.08
چكاوه,نسبت p/m=7.30*** distance =-98.77,14.88,-19.35,2.42,مین حجم ماه=2.17*** مین ارزش ماه =1.23***مین حجم ماه دو=1.70,خرید=1.06*** فروش =1.04
پكرمان,نسبت p/m=-131.58*** distance =-83.12,7.88,-30.97,6.50,مین حجم ماه=8.67*** مین ارزش ماه =6.30***مین حجم ماه دو=7.12,خرید=1.54*** فروش =0.93
خبرنا,نسبت p/m=45.52*** distance =-93.26,2.12,-23.35,12.08,مین حجم ماه=8.66*** مین ارزش ماه =5.56***مین حجم ماه دو=5.11,خرید=0.57*** فروش =0.71
كيميا,نسبت p/m=-20.55*** distance =-91.11,2.25,-37.78,10.63,مین حجم ماه=9.21*** مین ارزش ماه =1.92***مین حجم ماه دو=3.26,خرید=0.78*** فروش =0.75
قاسم,نسبت p/m=-215.50*** distance =-49.47,2.84,-17.87,7.41,مین حجم ماه=8.19*** مین ارزش ماه =3.35***مین حجم ماه دو=6.35,خرید=1.37*** فروش =0.80
بيوتيك,نسبت p/m=2520.35*** distance =-14.42,0.48,-15.80,2.47,مین حجم ماه=1.14*** مین ارزش ماه =3.41***مین حجم ماه دو=0.60,خرید=0.40*** فروش =0.54
نطرين,نسبت p/m=-22.23*** distance =-94.14,12.49,-23.29,7.40,مین حجم ماه=8.47*** مین ارزش ماه =3.09***مین حجم ماه دو=4.89,خرید=0.67*** فروش =0.63
سنوين,نسبت p/m=285.00*** distance =-41.77,18.89,-4.78,5.85,مین حجم ماه=2.43*** مین ارزش ماه =1.23***مین حجم ماه دو=2.23,خرید=0.43*** فروش =0.45
فغدير,نسبت p/m=120.17*** distance =-73.50,12.25,-13.00,14.66,مین حجم ماه=10.65*** مین ارزش ماه =4.69***مین حجم ماه دو=4.33,خرید=0.49*** فروش =0.42
سشرق,نسبت p/m=154.46*** distance =-90.65,4.58,-16.43,8.36,مین حجم ماه=7.04*** مین ارزش ماه =11.39***مین حجم ماه دو=9.62,خرید=0.61*** فروش =0.82
غسالم,نسبت p/m=-92.92*** distance =-76.71,1.14,-17.59,7.06,مین حجم ماه=7.38*** مین ارزش ماه =2.87***مین حجم ماه دو=6.59,خرید=0.96*** فروش =0.86
شلرد,نسبت p/m=56.76*** distance =-88.03,9.78,-30.89,6.19,مین حجم ماه=5.20*** مین ارزش ماه =2.27***مین حجم ماه دو=6.17,خرید=0.84*** فروش =0.87
غگلستا,نسبت p/m=-163.43*** distance =-81.27,3.28,-36.73,4.80,مین حجم ماه=5.46*** مین ارزش ماه =4.30***مین حجم ماه دو=3.53,خرید=1.03*** فروش =0.99
وحافظ,نسبت p/m=-197.31*** distance =-66.16,21.24,-1.78,2.63,مین حجم ماه=1.46*** مین ارزش ماه =0.85***مین حجم ماه دو=3.05,خرید=0.85*** فروش =0.63
تليسه,نسبت p/m=21.99*** distance =-94.07,5.98,-22.77,9.82,مین حجم ماه=7.53*** مین ارزش ماه =2.64***مین حجم ماه دو=4.92,خرید=0.68*** فروش =0.68
كصدف,نسبت p/m=37.86*** distance =-93.01,16.60,-32.19,3.63,مین حجم ماه=2.99*** مین ارزش ماه =1.52***مین حجم ماه دو=1.79,خرید=0.87*** فروش =0.83
اعتلا,نسبت p/m=-7.78*** distance =-95.01,1.78,-14.57,5.05,مین حجم ماه=5.44*** مین ارزش ماه =0.83***مین حجم ماه دو=4.17,خرید=1.10*** فروش =1.09
حپرتو,نسبت p/m=-159.77*** distance =-89.38,20.44,-15.93,6.90,مین حجم ماه=3.02*** مین ارزش ماه =4.53***مین حجم ماه دو=0.12,خرید=0.29*** فروش =0.44
بكاب,نسبت p/m=9.39*** distance =-98.27,9.40,-13.62,2.17,مین حجم ماه=1.63*** مین ارزش ماه =0.86***مین حجم ماه دو=2.07,خرید=0.81*** فروش =0.82
سپيد,نسبت p/m=148.11*** distance =-79.65,12.31,-4.65,5.33,مین حجم ماه=7.38*** مین ارزش ماه =5.45***مین حجم ماه دو=4.61,خرید=1.08*** فروش =1.26
سپيدار,نسبت p/m=772.43*** distance =-19.97,20.70,-24.38,5.37,مین حجم ماه=4.63*** مین ارزش ماه =4.22***مین حجم ماه دو=2.22,خرید=0.76*** فروش =1.52
ددانا,نسبت p/m=1046.29*** distance =-1.85,1.97,-9.50,11.04,مین حجم ماه=4.51*** مین ارزش ماه =4.80***مین حجم ماه دو=0.59,خرید=0.32*** فروش =0.34
غپآذر,نسبت p/m=345.29*** distance =-67.38,3.23,-23.06,5.10,مین حجم ماه=2.58*** مین ارزش ماه =2.63***مین حجم ماه دو=0.55,خرید=0.47*** فروش =0.42
پارسان,نسبت p/m=-435.62*** distance =-93.28,5.35,-18.91,6.90,مین حجم ماه=12.30*** مین ارزش ماه =79.03***مین حجم ماه دو=5.45,خرید=2.02*** فروش =1.08
رتكو,نسبت p/m=0.00*** distance =-100.00,22.75,-17.45,0.96,مین حجم ماه=0.78*** مین ارزش ماه =0.79***مین حجم ماه دو=0.46,خرید=0.56*** فروش =0.56
وتعاون,نسبت p/m=-65.18*** distance =-63.42,5.29,-5.11,1.65,مین حجم ماه=2.12*** مین ارزش ماه =0.38***مین حجم ماه دو=5.01,خرید=0.99*** فروش =1.53
لخزر,نسبت p/m=640.38*** distance =22.21,2.00,-17.11,9.62,مین حجم ماه=4.13*** مین ارزش ماه =2.14***مین حجم ماه دو=3.53,خرید=0.37*** فروش =0.57
حشكوه,نسبت p/m=-26.64*** distance =-82.17,14.95,-15.93,16.26,مین حجم ماه=10.94*** مین ارزش ماه =1.59***مین حجم ماه دو=4.91,خرید=0.32*** فروش =0.32
كي بي سي,نسبت p/m=61.56*** distance =-76.91,7.96,-17.28,4.93,مین حجم ماه=4.56*** مین ارزش ماه =1.16***مین حجم ماه دو=1.08,خرید=0.74*** فروش =0.66
ما,نسبت p/m=-30.09*** distance =-85.50,32.54,-19.27,6.00,مین حجم ماه=17.28*** مین ارزش ماه =3.49***مین حجم ماه دو=2.34,خرید=3.11*** فروش =1.66
بشهاب,نسبت p/m=-100.63*** distance =-81.21,9.83,-8.96,1.78,مین حجم ماه=1.42*** مین ارزش ماه =0.74***مین حجم ماه دو=2.77,خرید=0.85*** فروش =0.93
حپارسا,نسبت p/m=488.28*** distance =-3.05,8.66,-14.88,3.18,مین حجم ماه=2.47*** مین ارزش ماه =1.23***مین حجم ماه دو=0.84,خرید=0.53*** فروش =0.96
كنور,نسبت p/m=9.34*** distance =-96.80,2.01,-10.73,11.64,مین حجم ماه=12.91*** مین ارزش ماه =3.65***مین حجم ماه دو=15.05,خرید=0.56*** فروش =0.74
گشان,نسبت p/m=-3.52*** distance =-99.78,6.93,-8.27,3.33,مین حجم ماه=3.37*** مین ارزش ماه =5.39***مین حجم ماه دو=2.40,خرید=0.99*** فروش =0.99
چفيبر,نسبت p/m=-55.79*** distance =-86.98,16.57,-1.23,5.69,مین حجم ماه=6.01*** مین ارزش ماه =2.69***مین حجم ماه دو=2.12,خرید=0.98*** فروش =0.87
دسانكو,نسبت p/m=12.89*** distance =-90.88,21.25,-20.89,7.40,مین حجم ماه=11.02*** مین ارزش ماه =1.46***مین حجم ماه دو=6.25,خرید=0.97*** فروش =0.60
غمهرا,نسبت p/m=312.14*** distance =-69.98,4.01,-12.24,2.98,مین حجم ماه=2.67*** مین ارزش ماه =2.78***مین حجم ماه دو=1.48,خرید=0.84*** فروش =1.15
ثرود,نسبت p/m=6.20*** distance =-98.84,1.94,-25.73,5.78,مین حجم ماه=6.31*** مین ارزش ماه =3.21***مین حجم ماه دو=2.72,خرید=1.08*** فروش =1.02
فافق,نسبت p/m=20.99*** distance =-96.42,20.71,-22.98,5.14,مین حجم ماه=13.10*** مین ارزش ماه =7.21***مین حجم ماه دو=4.67,خرید=1.20*** فروش =1.36
پرسپوليس,نسبت p/m=-5.58*** distance =-96.59,1.85,-17.48,2.67,مین حجم ماه=1.72*** مین ارزش ماه =0.27***مین حجم ماه دو=1.53,خرید=0.59*** فروش =0.74
كطبس,نسبت p/m=83.96*** distance =-86.10,2.73,-35.54,7.22,مین حجم ماه=3.78*** مین ارزش ماه =2.17***مین حجم ماه دو=1.53,خرید=0.53*** فروش =0.42
غشاذر,نسبت p/m=20.45*** distance =-97.64,2.09,-22.73,3.88,مین حجم ماه=2.34*** مین ارزش ماه =1.96***مین حجم ماه دو=1.51,خرید=0.63*** فروش =0.73
وايران,نسبت p/m=-833.43*** distance =-15.41,21.85,-3.79,8.56,مین حجم ماه=4.05*** مین ارزش ماه =4.03***مین حجم ماه دو=3.61,خرید=0.39*** فروش =0.41
فاما,نسبت p/m=113.34*** distance =-65.50,14.21,-17.98,8.65,مین حجم ماه=5.51*** مین ارزش ماه =1.76***مین حجم ماه دو=1.88,خرید=0.50*** فروش =0.50
داوه,نسبت p/m=12.75*** distance =-97.06,4.65,-30.90,7.03,مین حجم ماه=4.77*** مین ارزش ماه =1.94***مین حجم ماه دو=3.00,خرید=0.68*** فروش =0.55
تكشا,نسبت p/m=106.53*** distance =-81.49,0.00,-22.29,2.84,مین حجم ماه=3.44*** مین ارزش ماه =1.83***مین حجم ماه دو=1.94,خرید=1.39*** فروش =1.64
