نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
غمارگ,نسبت p/m=-20.60*** distance =-77.80,-2.97,12.92,-22.43,35.62,مین حجم ماه=16.35*** مین ارزش ماه =1.44***مین حجم ماه دو=10.32,خرید=0.49*** فروش =0.48
سرود,نسبت p/m=40.12*** distance =-94.84,-1.62,3.41,-36.08,16.72,مین حجم ماه=22.15*** مین ارزش ماه =15.65***مین حجم ماه دو=17.54,خرید=1.58*** فروش =1.37
وفتخار,نسبت p/m=25.95*** distance =-85.70,2.91,34.13,-9.46,56.88,مین حجم ماه=19.22*** مین ارزش ماه =3.47***مین حجم ماه دو=7.05,خرید=0.27*** فروش =0.27
قثابت,نسبت p/m=-8.88*** distance =-95.17,0,3.29,-29.04,26.21,مین حجم ماه=19.95*** مین ارزش ماه =3.43***مین حجم ماه دو=16.77,خرید=0.80*** فروش =0.80
دحاوي,نسبت p/m=59.63*** distance =-55.95,2.96,0.00,-30.33,4.73,مین حجم ماه=4.59*** مین ارزش ماه =0.58***مین حجم ماه دو=8.36,خرید=2.40*** فروش =2.15
سيمرغ,نسبت p/m=-37.26*** distance =-78.55,-1.37,3.06,-16.57,57.89,مین حجم ماه=40.89*** مین ارزش ماه =6.83***مین حجم ماه دو=31.19,خرید=0.71*** فروش =0.63
ولنوين,نسبت p/m=95.40*** distance =-63.09,2.97,2.78,-23.25,13.55,مین حجم ماه=9.69*** مین ارزش ماه =2.43***مین حجم ماه دو=9.68,خرید=0.78*** فروش =0.95
وصنا,نسبت p/m=-10.97*** distance =-95.82,-2.98,21.15,-0.24,43.23,مین حجم ماه=65.72*** مین ارزش ماه =18.67***مین حجم ماه دو=23.47,خرید=1.28*** فروش =1.21
كگهر,نسبت p/m=-21.05*** distance =-96.76,-1.06,9.41,-12.16,24.68,مین حجم ماه=21.01*** مین ارزش ماه =13.31***مین حجم ماه دو=4.91,خرید=0.63*** فروش =0.48
ولپارس,نسبت p/m=352.21*** distance =34.87,2.98,22.70,-19.51,12.78,مین حجم ماه=5.64*** مین ارزش ماه =1.47***مین حجم ماه دو=1.43,خرید=0.40*** فروش =0.59
لكما,نسبت p/m=-3.21*** distance =-97.14,1.29,2.42,-40.43,30.38,مین حجم ماه=30.32*** مین ارزش ماه =3.09***مین حجم ماه دو=10.89,خرید=0.97*** فروش =0.97
ختوقا,نسبت p/m=4.37*** distance =-98.81,-3,11.36,-33.50,21.99,مین حجم ماه=16.47*** مین ارزش ماه =5.59***مین حجم ماه دو=13.62,خرید=0.89*** فروش =0.86
شلعاب,نسبت p/m=-6.27*** distance =-92.30,-2.99,18.19,-22.59,36.48,مین حجم ماه=24.98*** مین ارزش ماه =1.92***مین حجم ماه دو=17.34,خرید=0.76*** فروش =0.73
البرز,نسبت p/m=90.17*** distance =-59.35,-1.76,14.38,-10.57,69.35,مین حجم ماه=37.50*** مین ارزش ماه =8.22***مین حجم ماه دو=15.08,خرید=0.47*** فروش =0.53
دارو,نسبت p/m=77.86*** distance =-56.06,1.3,92.87,-38.15,28.83,مین حجم ماه=32.58*** مین ارزش ماه =5.18***مین حجم ماه دو=17.62,خرید=1.02*** فروش =1.31
ولبهمن,نسبت p/m=107.12*** distance =-57.21,-2.99,5.20,-21.59,35.57,مین حجم ماه=15.83*** مین ارزش ماه =3.85***مین حجم ماه دو=5.56,خرید=0.42*** فروش =0.40
كسعدي,نسبت p/m=264.64*** distance =-58.30,0.3,0.73,-33.46,5.28,مین حجم ماه=2.83*** مین ارزش ماه =1.76***مین حجم ماه دو=0.89,خرید=0.66*** فروش =0.85
وبهمن,نسبت p/m=195.73*** distance =3.68,-0.83,56.66,-22.43,41.33,مین حجم ماه=18.26*** مین ارزش ماه =3.42***مین حجم ماه دو=7.91,خرید=0.37*** فروش =0.44
شمس,نسبت p/m=253.48*** distance =-37.49,2.98,0.35,-29.39,36.41,مین حجم ماه=18.93*** مین ارزش ماه =7.36***مین حجم ماه دو=12.10,خرید=0.51*** فروش =0.58
فكمند,نسبت p/m=2173.57*** distance =31.07,-2.11,40.46,-2.83,8.85,مین حجم ماه=3.03*** مین ارزش ماه =4.82***مین حجم ماه دو=1.21,خرید=0.26*** فروش =0.28
فايرا,نسبت p/m=-141.51*** distance =-69.70,2.98,3.32,-17.07,21.36,مین حجم ماه=19.68*** مین ارزش ماه =9.09***مین حجم ماه دو=2.93,خرید=0.41*** فروش =0.35
داتام,نسبت p/m=-2.09*** distance =-99.12,2.98,0.04,-58.31,14.52,مین حجم ماه=10.82*** مین ارزش ماه =2.30***مین حجم ماه دو=3.72,خرید=0.87*** فروش =0.74
وكغدير,نسبت p/m=-105.08*** distance =-68.21,0,14.96,-18.76,47.02,مین حجم ماه=57.79*** مین ارزش ماه =18.42***مین حجم ماه دو=10.79,خرید=1.01*** فروش =0.53
ثقزوي,نسبت p/m=-10.78*** distance =-96.42,-2.97,30.06,-2.14,17.79,مین حجم ماه=6.41*** مین ارزش ماه =1.91***مین حجم ماه دو=0.29,خرید=0.28*** فروش =0.30
فغدير,نسبت p/m=-39.67*** distance =-91.28,1.47,10.15,-15.70,14.18,مین حجم ماه=11.31*** مین ارزش ماه =5.02***مین حجم ماه دو=4.44,خرید=0.63*** فروش =0.44
شپترو,نسبت p/m=18.39*** distance =-82.43,-2.92,13.58,-15.35,15.68,مین حجم ماه=18.96*** مین ارزش ماه =1.85***مین حجم ماه دو=6.58,خرید=1.13*** فروش =1.02
شفام,نسبت p/m=-13.40*** distance =-93.11,-2.98,18.19,-17.31,35.92,مین حجم ماه=22.49*** مین ارزش ماه =4.14***مین حجم ماه دو=7.75,خرید=0.66*** فروش =0.60
تكيميا,نسبت p/m=81.24*** distance =-45.01,-0.26,0.25,-26.13,11.64,مین حجم ماه=5.67*** مین ارزش ماه =0.82***مین حجم ماه دو=3.24,خرید=0.50*** فروش =0.59
وجامي,نسبت p/m=-51.16*** distance =-65.90,-1.64,1.53,-29.39,19.14,مین حجم ماه=18.05*** مین ارزش ماه =2.60***مین حجم ماه دو=7.41,خرید=1.24*** فروش =0.94
شمواد,نسبت p/m=-6.04*** distance =-97.63,-2.97,6.07,-23.93,24.03,مین حجم ماه=34.57*** مین ارزش ماه =8.17***مین حجم ماه دو=3.00,خرید=1.43*** فروش =1.06
غگرجي,نسبت p/m=4.84*** distance =-96.28,2.99,11.73,-17.49,8.27,مین حجم ماه=4.97*** مین ارزش ماه =0.63***مین حجم ماه دو=4.05,خرید=0.70*** فروش =0.66
خمهر,نسبت p/m=0.33*** distance =-99.84,-2.99,6.47,-27.39,14.01,مین حجم ماه=16.81*** مین ارزش ماه =3.07***مین حجم ماه دو=12.55,خرید=1.24*** فروش =1.24
خزر,نسبت p/m=0.26*** distance =-99.83,-1.04,17.57,-28.73,16.58,مین حجم ماه=11.77*** مین ارزش ماه =1.68***مین حجم ماه دو=15.53,خرید=0.78*** فروش =0.76
شهر,نسبت p/m=35.83*** distance =-84.73,-1.73,13.58,-7.26,22.21,مین حجم ماه=27.80*** مین ارزش ماه =6.52***مین حجم ماه دو=24.40,خرید=1.23*** فروش =1.28
خمحركه,نسبت p/m=-12.48*** distance =-96.73,-2.95,19.73,-25.22,17.54,مین حجم ماه=13.86*** مین ارزش ماه =4.95***مین حجم ماه دو=10.01,خرید=0.78*** فروش =0.77
وثنو,نسبت p/m=-92.99*** distance =-70.12,-0.34,3.62,-25.30,13.81,مین حجم ماه=10.27*** مین ارزش ماه =3.03***مین حجم ماه دو=7.89,خرید=0.66*** فروش =0.67
سرچشمه,نسبت p/m=55.01*** distance =-83.32,-3,18.00,-24.35,31.02,مین حجم ماه=23.57*** مین ارزش ماه =7.44***مین حجم ماه دو=13.64,خرید=0.56*** فروش =0.48
صبا,نسبت p/m=-28.26*** distance =-91.25,-2.5,12.57,-20.02,36.00,مین حجم ماه=45.96*** مین ارزش ماه =14.09***مین حجم ماه دو=33.08,خرید=1.22*** فروش =1.04
پلاسك,نسبت p/m=180.89*** distance =-55.76,-0.47,11.46,-26.22,4.40,مین حجم ماه=3.47*** مین ارزش ماه =1.35***مین حجم ماه دو=2.42,خرید=1.33*** فروش =4.43
كترام,نسبت p/m=18.05*** distance =-90.88,2.98,48.42,-20.52,10.57,مین حجم ماه=10.17*** مین ارزش ماه =1.92***مین حجم ماه دو=4.81,خرید=0.88*** فروش =0.86
كوثر,نسبت p/m=5.86*** distance =-97.01,-0.76,11.08,-24.70,44.06,مین حجم ماه=48.38*** مین ارزش ماه =8.91***مین حجم ماه دو=27.74,خرید=1.01*** فروش =0.78
پخش,نسبت p/m=126.90*** distance =-78.04,-2.9,3.54,-17.42,19.53,مین حجم ماه=19.69*** مین ارزش ماه =10.85***مین حجم ماه دو=17.83,خرید=0.87*** فروش =1.16
وپايا,نسبت p/m=11.64*** distance =-89.65,-1.38,7.21,-19.02,39.13,مین حجم ماه=25.61*** مین ارزش ماه =2.78***مین حجم ماه دو=16.72,خرید=0.63*** فروش =0.56
بنيرو,نسبت p/m=17.69*** distance =-94.93,-2.97,4.87,-27.01,20.12,مین حجم ماه=11.90*** مین ارزش ماه =3.93***مین حجم ماه دو=9.94,خرید=0.52*** فروش =0.72
غپاك,نسبت p/m=8.87*** distance =-91.55,0.65,8.81,-23.95,13.01,مین حجم ماه=10.43*** مین ارزش ماه =1.03***مین حجم ماه دو=12.71,خرید=0.81*** فروش =0.84
بتهران,نسبت p/m=48.74*** distance =-77.41,-2.96,6.49,-16.78,14.17,مین حجم ماه=17.99*** مین ارزش ماه =3.60***مین حجم ماه دو=15.53,خرید=1.18*** فروش =1.48
غپينو,نسبت p/m=114.76*** distance =-76.76,0.02,2.44,-29.87,18.65,مین حجم ماه=15.07*** مین ارزش ماه =7.05***مین حجم ماه دو=17.33,خرید=0.62*** فروش =0.88
فخاس,نسبت p/m=119.16*** distance =-48.38,-2.97,10.24,-16.89,54.92,مین حجم ماه=28.97*** مین ارزش ماه =6.48***مین حجم ماه دو=17.82,خرید=0.46*** فروش =0.48
هجرت,نسبت p/m=22.53*** distance =-88.66,-2.99,94.99,-17.31,26.46,مین حجم ماه=26.32*** مین ارزش ماه =4.96***مین حجم ماه دو=17.11,خرید=0.74*** فروش =0.75
وكادو,نسبت p/m=-75.74*** distance =-61.68,1.61,9.03,-38.83,24.14,مین حجم ماه=12.74*** مین ارزش ماه =2.39***مین حجم ماه دو=6.69,خرید=0.55*** فروش =0.62
وتوسم,نسبت p/m=115.06*** distance =-55.96,-1.12,1.46,-32.64,10.88,مین حجم ماه=6.35*** مین ارزش ماه =1.59***مین حجم ماه دو=3.27,خرید=0.73*** فروش =0.73
كفرا,نسبت p/m=-2.95*** distance =-97.93,-2.26,2.76,-30.00,38.02,مین حجم ماه=47.78*** مین ارزش ماه =6.15***مین حجم ماه دو=5.00,خرید=0.77*** فروش =0.73
غشهداب,نسبت p/m=-2.05*** distance =-98.53,0,1.83,-26.27,39.69,مین حجم ماه=24.60*** مین ارزش ماه =3.24***مین حجم ماه دو=14.59,خرید=0.53*** فروش =0.51
خشرق,نسبت p/m=15.02*** distance =-93.85,-2.97,12.00,-17.42,10.28,مین حجم ماه=11.80*** مین ارزش ماه =2.66***مین حجم ماه دو=5.10,خرید=1.15*** فروش =1.23
فزر,نسبت p/m=707.62*** distance =-91.21,-0.31,4.27,-18.95,28.95,مین حجم ماه=31.20*** مین ارزش ماه =247.95***مین حجم ماه دو=22.08,خرید=1.02*** فروش =0.99
غناب,نسبت p/m=-7.59*** distance =-89.73,-1.88,17.55,-3.53,24.94,مین حجم ماه=19.81*** مین ارزش ماه =1.47***مین حجم ماه دو=23.99,خرید=0.72*** فروش =0.73
خريخت,نسبت p/m=43.22*** distance =-57.34,2,5.12,-16.97,11.96,مین حجم ماه=8.10*** مین ارزش ماه =0.80***مین حجم ماه دو=3.46,خرید=0.61*** فروش =0.79
زبينا,نسبت p/m=-172.78*** distance =-64.32,-2.94,4.59,-27.68,7.82,مین حجم ماه=4.68*** مین ارزش ماه =2.17***مین حجم ماه دو=3.42,خرید=0.64*** فروش =0.64
ركيش,نسبت p/m=-13.28*** distance =-90.94,-3,10.02,-14.61,14.26,مین حجم ماه=9.60*** مین ارزش ماه =1.35***مین حجم ماه دو=11.29,خرید=0.62*** فروش =0.67
پرديس,نسبت p/m=33.39*** distance =-79.75,-2.05,5.01,-19.65,28.86,مین حجم ماه=26.44*** مین ارزش ماه =4.12***مین حجم ماه دو=22.13,خرید=0.91*** فروش =1.00
ثجوان,نسبت p/m=-17.03*** distance =-88.71,-2.87,83.80,-23.75,6.75,مین حجم ماه=8.21*** مین ارزش ماه =1.16***مین حجم ماه دو=1.19,خرید=1.02*** فروش =0.99
خنصير,نسبت p/m=10.10*** distance =-96.20,0.99,10.99,-25.84,4.40,مین حجم ماه=4.41*** مین ارزش ماه =1.11***مین حجم ماه دو=4.34,خرید=1.13*** فروش =1.18
پتاير,نسبت p/m=23.29*** distance =-86.60,-1.5,23.05,-12.39,29.64,مین حجم ماه=24.25*** مین ارزش ماه =4.14***مین حجم ماه دو=22.96,خرید=0.79*** فروش =0.80
دتوليد,نسبت p/m=108.00*** distance =-51.76,-2.97,7.13,-22.61,24.42,مین حجم ماه=17.34*** مین ارزش ماه =3.68***مین حجم ماه دو=5.33,خرید=0.70*** فروش =0.79
پاسا,نسبت p/m=747.19*** distance =-45.70,2.06,0.00,-32.88,3.47,مین حجم ماه=2.52*** مین ارزش ماه =3.31***مین حجم ماه دو=1.47,خرید=1.03*** فروش =0.99
خكرمان,نسبت p/m=68.55*** distance =-82.77,-2.17,5.98,-13.55,13.53,مین حجم ماه=9.61*** مین ارزش ماه =3.70***مین حجم ماه دو=8.24,خرید=0.55*** فروش =0.78
حسينا,نسبت p/m=81.63*** distance =-91.54,-2.38,33.31,-22.14,16.99,مین حجم ماه=15.55*** مین ارزش ماه =14.00***مین حجم ماه دو=10.81,خرید=0.81*** فروش =0.92
وسين,نسبت p/m=5.58*** distance =-96.16,1.54,9.94,-24.29,7.73,مین حجم ماه=8.50*** مین ارزش ماه =1.14***مین حجم ماه دو=4.37,خرید=0.97*** فروش =0.97
جوين,نسبت p/m=-30.96*** distance =-91.18,-2.99,7.36,-16.58,15.99,مین حجم ماه=10.26*** مین ارزش ماه =3.48***مین حجم ماه دو=5.41,خرید=0.54*** فروش =0.59
سخزر,نسبت p/m=14.77*** distance =-96.64,0.41,9.82,-8.21,16.80,مین حجم ماه=27.55*** مین ارزش ماه =12.05***مین حجم ماه دو=28.58,خرید=1.25*** فروش =1.24
شجم,نسبت p/m=433.04*** distance =-52.14,2.99,17.16,-18.64,5.74,مین حجم ماه=3.49*** مین ارزش ماه =3.19***مین حجم ماه دو=3.18,خرید=0.61*** فروش =0.73
لسرما,نسبت p/m=-34.79*** distance =-92.31,0.78,23.49,-13.86,13.37,مین حجم ماه=9.17*** مین ارزش ماه =4.20***مین حجم ماه دو=6.01,خرید=0.64*** فروش =0.62
آسيا,نسبت p/m=-55.52*** distance =-62.80,-1.95,3.04,-25.93,25.84,مین حجم ماه=14.30*** مین ارزش ماه =2.03***مین حجم ماه دو=10.11,خرید=0.78*** فروش =0.64
دالبر,نسبت p/m=136.61*** distance =-64.72,-0.66,5.73,-6.24,31.89,مین حجم ماه=27.35*** مین ارزش ماه =10.65***مین حجم ماه دو=11.79,خرید=0.54*** فروش =0.59
نوري,نسبت p/m=237.46*** distance =-94.63,-2.95,5.90,-36.95,15.90,مین حجم ماه=16.70*** مین ارزش ماه =67.12***مین حجم ماه دو=13.53,خرید=0.98*** فروش =1.07
نان,نسبت p/m=2.80*** distance =-99.13,-1.95,13.48,-8.65,19.02,مین حجم ماه=18.22*** مین ارزش ماه =5.75***مین حجم ماه دو=25.52,خرید=0.92*** فروش =0.89
بكام,نسبت p/m=8.93*** distance =-96.57,-2.97,15.12,-23.11,14.26,مین حجم ماه=17.55*** مین ارزش ماه =4.21***مین حجم ماه دو=6.38,خرید=0.88*** فروش =0.95
خكمك,نسبت p/m=9.34*** distance =-96.15,-1.47,27.16,-18.66,16.43,مین حجم ماه=12.86*** مین ارزش ماه =2.97***مین حجم ماه دو=8.45,خرید=0.78*** فروش =0.78
حريل,نسبت p/m=21.68*** distance =-87.52,2.98,2.97,-19.06,9.56,مین حجم ماه=10.17*** مین ارزش ماه =1.71***مین حجم ماه دو=5.72,خرید=1.14*** فروش =1.32
فسازان,نسبت p/m=11.43*** distance =-97.32,-2.12,4.29,-29.16,21.49,مین حجم ماه=28.67*** مین ارزش ماه =10.98***مین حجم ماه دو=7.28,خرید=1.35*** فروش =1.29
وصندوق,نسبت p/m=1114.80*** distance =-27.88,-2.97,26.11,-20.78,31.17,مین حجم ماه=18.83*** مین ارزش ماه =28.58***مین حجم ماه دو=8.56,خرید=0.48*** فروش =0.61
وپست,نسبت p/m=238.01*** distance =-66.96,-2.7,7.13,-32.07,26.29,مین حجم ماه=21.51*** مین ارزش ماه =14.27***مین حجم ماه دو=26.87,خرید=0.74*** فروش =1.11
وصنعت,نسبت p/m=-79.62*** distance =-55.46,-1.53,3.10,-24.15,13.07,مین حجم ماه=13.68*** مین ارزش ماه =2.30***مین حجم ماه دو=10.41,خرید=1.38*** فروش =1.03
فزرين,نسبت p/m=93.47*** distance =-64.79,2.97,3.20,-31.60,6.76,مین حجم ماه=3.76*** مین ارزش ماه =0.98***مین حجم ماه دو=2.31,خرید=0.59*** فروش =0.71
فصبا,نسبت p/m=41.46*** distance =-82.61,-0.62,7.45,-19.32,22.94,مین حجم ماه=20.00*** مین ارزش ماه =4.57***مین حجم ماه دو=12.36,خرید=0.93*** فروش =1.21
كوير,نسبت p/m=-21.54*** distance =-84.47,-0.84,2.00,-23.01,14.41,مین حجم ماه=15.30*** مین ارزش ماه =2.00***مین حجم ماه دو=11.18,خرید=1.09*** فروش =0.96
فنر,نسبت p/m=111.70*** distance =-61.67,-2.79,3.69,-26.63,8.87,مین حجم ماه=5.90*** مین ارزش ماه =1.62***مین حجم ماه دو=4.22,خرید=0.64*** فروش =0.83
كلر,نسبت p/m=-5.79*** distance =-98.93,-2.56,90.24,-26.06,21.09,مین حجم ماه=18.77*** مین ارزش ماه =9.88***مین حجم ماه دو=9.64,خرید=1.00*** فروش =0.74
حتايد,نسبت p/m=45.60*** distance =-93.06,-2.97,20.91,-18.00,18.76,مین حجم ماه=20.53*** مین ارزش ماه =12.86***مین حجم ماه دو=7.87,خرید=0.71*** فروش =0.81
فرآور,نسبت p/m=-110.60*** distance =-77.46,-2.06,9.63,-20.09,5.69,مین حجم ماه=7.94*** مین ارزش ماه =3.71***مین حجم ماه دو=5.55,خرید=1.22*** فروش =1.41
وسپهر,نسبت p/m=79.64*** distance =-77.11,-1.69,4.91,-14.84,23.63,مین حجم ماه=17.77*** مین ارزش ماه =5.99***مین حجم ماه دو=9.25,خرید=0.60*** فروش =0.68
دسبحان,نسبت p/m=17.73*** distance =-92.96,-2.48,6.65,-19.20,12.22,مین حجم ماه=10.76*** مین ارزش ماه =2.59***مین حجم ماه دو=6.04,خرید=0.93*** فروش =1.17
نيان,نسبت p/m=-22.18*** distance =-96.61,-2.95,23.53,-13.92,19.37,مین حجم ماه=30.35*** مین ارزش ماه =19.10***مین حجم ماه دو=7.90,خرید=1.32*** فروش =1.00
غدشت,نسبت p/m=-55.26*** distance =-83.36,-1.17,3.10,-26.18,13.05,مین حجم ماه=7.77*** مین ارزش ماه =2.46***مین حجم ماه دو=2.43,خرید=0.63*** فروش =0.64
بفجر,نسبت p/m=197.63*** distance =-85.35,2.94,9.24,-30.72,12.42,مین حجم ماه=12.36*** مین ارزش ماه =16.05***مین حجم ماه دو=5.34,خرید=0.95*** فروش =1.08
كروميت,نسبت p/m=13.59*** distance =-96.73,-2.27,16.89,-19.28,23.36,مین حجم ماه=18.35*** مین ارزش ماه =7.16***مین حجم ماه دو=8.94,خرید=0.78*** فروش =0.77
غنوش,نسبت p/m=172.24*** distance =-76.86,2.94,15.26,-31.75,5.61,مین حجم ماه=7.82*** مین ارزش ماه =5.29***مین حجم ماه دو=6.04,خرید=1.55*** فروش =1.49
تاصيكو,نسبت p/m=-27.89*** distance =-97.45,-2.37,6.47,-24.71,18.96,مین حجم ماه=33.93*** مین ارزش ماه =34.96***مین حجم ماه دو=17.58,خرید=1.97*** فروش =0.95
انرژي,نسبت p/m=-191.92*** distance =-82.89,-0.09,37.90,-40.62,20.54,مین حجم ماه=20.76*** مین ارزش ماه =21.31***مین حجم ماه دو=7.53,خرید=1.01*** فروش =0.86
باران,نسبت p/m=45.18*** distance =-69.23,2.71,0.44,-23.50,3.40,مین حجم ماه=1.85*** مین ارزش ماه =0.27***مین حجم ماه دو=1.16,خرید=0.64*** فروش =1.05
سبهان,نسبت p/m=40.12*** distance =-89.73,-2.98,6.43,-17.38,7.94,مین حجم ماه=6.89*** مین ارزش ماه =2.59***مین حجم ماه دو=7.32,خرید=0.93*** فروش =0.98
سپيد,نسبت p/m=209.70*** distance =-70.74,-2.87,14.45,-2.10,6.37,مین حجم ماه=7.24*** مین ارزش ماه =5.36***مین حجم ماه دو=4.80,خرید=0.95*** فروش =1.06
كمرجان,نسبت p/m=67.62*** distance =-83.33,-2.99,18.90,-14.65,7.15,مین حجم ماه=5.42*** مین ارزش ماه =2.18***مین حجم ماه دو=1.48,خرید=0.73*** فروش =0.81
غگز,نسبت p/m=77.76*** distance =-95.17,-1.15,80.18,-3.61,1.85,مین حجم ماه=1.30*** مین ارزش ماه =1.65***مین حجم ماه دو=1.13,خرید=1.52*** فروش =2.36
فلوله,نسبت p/m=8.82*** distance =-96.34,-2.99,42.91,-23.67,10.88,مین حجم ماه=12.40*** مین ارزش ماه =2.80***مین حجم ماه دو=10.39,خرید=0.95*** فروش =1.10
دتوزيع,نسبت p/m=62.01*** distance =-64.00,-1.73,7.43,-8.44,19.08,مین حجم ماه=13.28*** مین ارزش ماه =2.29***مین حجم ماه دو=11.03,خرید=0.68*** فروش =0.86
پكوير,نسبت p/m=-109.34*** distance =-83.61,-2.38,9.17,-19.00,11.74,مین حجم ماه=11.21*** مین ارزش ماه =7.10***مین حجم ماه دو=11.63,خرید=1.26*** فروش =0.95
شگل,نسبت p/m=250.78*** distance =-18.43,-1.67,3.01,-29.06,6.91,مین حجم ماه=3.78*** مین ارزش ماه =1.13***مین حجم ماه دو=1.55,خرید=0.54*** فروش =0.78
زفكا,نسبت p/m=32.32*** distance =-91.38,-2.06,4.11,-13.77,19.50,مین حجم ماه=22.31*** مین ارزش ماه =8.22***مین حجم ماه دو=19.54,خرید=1.08*** فروش =1.03
شنفت,نسبت p/m=90.01*** distance =-91.77,-2.94,5.44,-17.11,9.61,مین حجم ماه=10.57*** مین ارزش ماه =10.99***مین حجم ماه دو=4.93,خرید=1.15*** فروش =1.46
تماوند,نسبت p/m=-31.14*** distance =-87.05,-1.23,13.23,-3.90,16.48,مین حجم ماه=7.32*** مین ارزش ماه =1.77***مین حجم ماه دو=2.97,خرید=0.38*** فروش =0.32
سخواف,نسبت p/m=-2.08*** distance =-98.71,-2.85,6.89,-17.95,6.97,مین حجم ماه=4.53*** مین ارزش ماه =0.70***مین حجم ماه دو=2.25,خرید=0.66*** فروش =0.67
غويتا,نسبت p/m=18.92*** distance =-91.44,0.58,11.88,-18.33,14.30,مین حجم ماه=9.20*** مین ارزش ماه =1.96***مین حجم ماه دو=11.16,خرید=0.71*** فروش =0.67
زماهان,نسبت p/m=70.63*** distance =-92.66,-2.95,4.47,-27.41,8.22,مین حجم ماه=7.84*** مین ارزش ماه =6.96***مین حجم ماه دو=4.44,خرید=0.99*** فروش =1.06
غالبر,نسبت p/m=174.06*** distance =-94.92,3,21.39,-18.11,3.18,مین حجم ماه=3.76*** مین ارزش ماه =13.24***مین حجم ماه دو=0.16,خرید=1.29*** فروش =1.22
شبهرن,نسبت p/m=423.52*** distance =-73.50,-2.97,4.73,-16.05,9.69,مین حجم ماه=10.34*** مین ارزش ماه =15.95***مین حجم ماه دو=6.21,خرید=0.92*** فروش =1.24
وتوكا,نسبت p/m=-18.87*** distance =-93.21,-3,5.35,-14.36,19.48,مین حجم ماه=28.57*** مین ارزش ماه =7.46***مین حجم ماه دو=6.42,خرید=1.24*** فروش =1.25
ثنام,نسبت p/m=0.00*** distance =-100.00,-2.98,21.54,-18.45,12.26,مین حجم ماه=10.29*** مین ارزش ماه =1.61***مین حجم ماه دو=4.54,خرید=0.80*** فروش =0.80
ميهن,نسبت p/m=81.14*** distance =-83.17,2.2,0.56,-50.96,12.20,مین حجم ماه=9.91*** مین ارزش ماه =4.24***مین حجم ماه دو=6.28,خرید=0.82*** فروش =0.88
اپرداز,نسبت p/m=12.38*** distance =-95.88,-2.99,3.32,-36.62,7.29,مین حجم ماه=5.27*** مین ارزش ماه =1.46***مین حجم ماه دو=2.96,خرید=0.68*** فروش =0.68
ستران,نسبت p/m=199.30*** distance =-76.98,-3,20.17,-14.08,12.95,مین حجم ماه=12.53*** مین ارزش ماه =10.35***مین حجم ماه دو=11.88,خرید=0.73*** فروش =1.09
وسرمد,نسبت p/m=-1.43*** distance =-98.73,0,2.68,-30.33,6.20,مین حجم ماه=5.87*** مین ارزش ماه =0.61***مین حجم ماه دو=4.28,خرید=0.73*** فروش =0.90
قنيشا,نسبت p/m=55.93*** distance =-74.81,-2.98,3.99,-15.81,9.77,مین حجم ماه=7.54*** مین ارزش ماه =1.62***مین حجم ماه دو=5.71,خرید=0.71*** فروش =0.89
سپيدار,نسبت p/m=629.25*** distance =-36.18,-2.96,21.83,-22.59,5.76,مین حجم ماه=4.96*** مین ارزش ماه =4.56***مین حجم ماه دو=2.19,خرید=0.78*** فروش =1.65
وبانك,نسبت p/m=259.58*** distance =-62.47,-1.55,26.07,-19.26,20.21,مین حجم ماه=18.00*** مین ارزش ماه =12.03***مین حجم ماه دو=14.07,خرید=0.75*** فروش =0.93
آلومينا,نسبت p/m=-685.51*** distance =-93.92,2.97,9.04,-34.07,3.86,مین حجم ماه=3.36*** مین ارزش ماه =35.52***مین حجم ماه دو=4.33,خرید=0.92*** فروش =0.88
آردينه,نسبت p/m=227.19*** distance =-86.78,-2.94,11.26,-6.27,12.51,مین حجم ماه=9.16*** مین ارزش ماه =15.84***مین حجم ماه دو=4.32,خرید=0.67*** فروش =0.71
شفن,نسبت p/m=-137.86*** distance =-72.08,-1.95,10.13,-28.23,17.99,مین حجم ماه=18.72*** مین ارزش ماه =8.66***مین حجم ماه دو=10.97,خرید=0.93*** فروش =0.56
حگردش,نسبت p/m=-0.98*** distance =-99.53,-2.98,29.09,-5.39,27.37,مین حجم ماه=9.55*** مین ارزش ماه =1.97***مین حجم ماه دو=8.97,خرید=0.30*** فروش =0.30
وكار,نسبت p/m=98.34*** distance =-66.34,-2.57,6.63,-5.86,11.40,مین حجم ماه=5.66*** مین ارزش ماه =1.64***مین حجم ماه دو=2.14,خرید=0.41*** فروش =0.48
شسپا,نسبت p/m=-118.70*** distance =-82.31,-2.16,2.95,-25.91,21.85,مین حجم ماه=23.54*** مین ارزش ماه =15.03***مین حجم ماه دو=21.13,خرید=1.10*** فروش =0.85
كاذر,نسبت p/m=54.20*** distance =-83.54,-2.2,2.36,-25.28,5.84,مین حجم ماه=5.77*** مین ارزش ماه =1.79***مین حجم ماه دو=5.09,خرید=1.04*** فروش =1.23
وتعاون,نسبت p/m=-77.00*** distance =-57.05,2.99,3.19,-7.44,2.80,مین حجم ماه=2.50*** مین ارزش ماه =0.45***مین حجم ماه دو=5.02,خرید=0.81*** فروش =1.16
