نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
داسوه,نسبت p/m=993.94*** distance =-61.60,2.97,8.27,-13.86,0.47,مین حجم ماه=0.38*** مین ارزش ماه =0.98***مین حجم ماه دو=0.08,خرید=1.02*** فروش =0.88
لوتوس,نسبت p/m=14.29*** distance =-93.61,-0.31,2.26,-7.08,6.06,مین حجم ماه=7.11*** مین ارزش ماه =1.57***مین حجم ماه دو=5.93,خرید=0.60*** فروش =0.72
بالاس,نسبت p/m=197.34*** distance =-95.55,2.65,10.58,-29.89,1.99,مین حجم ماه=1.74*** مین ارزش ماه =7.19***مین حجم ماه دو=0.80,خرید=0.79*** فروش =0.79
پارسان,نسبت p/m=-420.26*** distance =-93.52,-2.06,6.49,-17.19,6.52,مین حجم ماه=12.00*** مین ارزش ماه =77.45***مین حجم ماه دو=5.56,خرید=2.08*** فروش =1.36
شپاس,نسبت p/m=-398.05*** distance =-89.97,2.97,0.95,-24.03,1.01,مین حجم ماه=1.52*** مین ارزش ماه =5.66***مین حجم ماه دو=0.35,خرید=1.59*** فروش =1.35
سيدكو,نسبت p/m=-906.92*** distance =-70.17,2.95,2.94,-23.02,1.51,مین حجم ماه=0.82*** مین ارزش ماه =2.39***مین حجم ماه دو=0.68,خرید=1.28*** فروش =0.58
كازرو,نسبت p/m=148.22*** distance =-78.65,-2.94,41.01,-0.45,4.59,مین حجم ماه=1.56*** مین ارزش ماه =1.10***مین حجم ماه دو=1.54,خرید=0.28*** فروش =0.28
پيزد,نسبت p/m=17.61*** distance =-95.67,0.14,10.17,-20.55,5.44,مین حجم ماه=9.07*** مین ارزش ماه =3.45***مین حجم ماه دو=4.38,خرید=1.11*** فروش =1.50
آواپارس,نسبت p/m=-68.77*** distance =-55.11,-2.97,3.86,-21.93,2.11,مین حجم ماه=2.03*** مین ارزش ماه =0.29***مین حجم ماه دو=1.77,خرید=0.69*** فروش =0.81
شرنگي,نسبت p/m=0.00*** distance =-100.00,0,2.64,-16.61,0.79,مین حجم ماه=0.85*** مین ارزش ماه =0.84***مین حجم ماه دو=0.59,خرید=1.18*** فروش =1.15
ثجنوب,نسبت p/m=80.42*** distance =-91.07,2.94,0.74,-20.90,1.84,مین حجم ماه=1.61*** مین ارزش ماه =1.40***مین حجم ماه دو=0.72,خرید=0.85*** فروش =0.75
وكبهمن,نسبت p/m=-58.96*** distance =-66.25,1.1,2.31,-29.97,6.60,مین حجم ماه=5.54*** مین ارزش ماه =0.90***مین حجم ماه دو=2.97,خرید=0.62*** فروش =0.72
قشهد,نسبت p/m=50.22*** distance =-93.53,2.91,0.98,-15.49,0.67,مین حجم ماه=0.56*** مین ارزش ماه =0.42***مین حجم ماه دو=0.39,خرید=0.69*** فروش =0.72
نيرو,نسبت p/m=95.29*** distance =-88.03,-2.89,7.06,-8.67,1.17,مین حجم ماه=0.96*** مین ارزش ماه =0.73***مین حجم ماه دو=1.00,خرید=0.57*** فروش =0.63
معيار,نسبت p/m=96.97*** distance =-48.27,1.2,33.59,-8.43,6.51,مین حجم ماه=4.25*** مین ارزش ماه =0.83***مین حجم ماه دو=3.95,خرید=0.40*** فروش =0.48
غگلپا,نسبت p/m=462.49*** distance =-52.86,0.29,4.85,-21.69,2.49,مین حجم ماه=1.78*** مین ارزش ماه =1.69***مین حجم ماه دو=1.29,خرید=0.58*** فروش =0.59
كباده,نسبت p/m=123.72*** distance =-89.60,0.67,26.51,-19.31,2.81,مین حجم ماه=1.39*** مین ارزش ماه =1.61***مین حجم ماه دو=0.40,خرید=0.50*** فروش =0.51
غمهرا,نسبت p/m=230.64*** distance =-78.11,-0.45,3.84,-12.45,2.99,مین حجم ماه=2.69*** مین ارزش ماه =2.82***مین حجم ماه دو=1.48,خرید=0.79*** فروش =1.21
نمرينو,نسبت p/m=8.17*** distance =-98.78,2.92,21.65,-13.56,0.97,مین حجم ماه=0.89*** مین ارزش ماه =0.58***مین حجم ماه دو=0.66,خرید=0.90*** فروش =0.94
بالبر,نسبت p/m=330.08*** distance =-87.88,0.39,0.51,-43.80,1.57,مین حجم ماه=1.53*** مین ارزش ماه =3.70***مین حجم ماه دو=1.00,خرید=0.81*** فروش =0.86
غپونه,نسبت p/m=124.46*** distance =-56.98,2.97,9.94,-8.85,1.42,مین حجم ماه=0.94*** مین ارزش ماه =0.27***مین حجم ماه دو=1.36,خرید=0.57*** فروش =0.68
سيستم,نسبت p/m=1566.69*** distance =-46.09,-0.66,13.28,-14.37,4.52,مین حجم ماه=3.60*** مین ارزش ماه =10.20***مین حجم ماه دو=1.52,خرید=0.78*** فروش =0.75
تشتاد,نسبت p/m=0.00*** distance =-100.00,1.27,0.25,-23.58,1.15,مین حجم ماه=0.89*** مین ارزش ماه =0.40***مین حجم ماه دو=0.49,خرید=0.55*** فروش =0.55
بپويا,نسبت p/m=210.44*** distance =-92.82,-2.97,9.13,-3.75,3.18,مین حجم ماه=1.94*** مین ارزش ماه =5.71***مین حجم ماه دو=1.20,خرید=0.59*** فروش =0.58
ثرود,نسبت p/m=7.15*** distance =-98.67,-2.88,2.99,-21.61,4.23,مین حجم ماه=5.47*** مین ارزش ماه =2.82***مین حجم ماه دو=3.11,خرید=0.98*** فروش =0.92
غصينو,نسبت p/m=-137.90*** distance =-82.90,1.82,5.18,-18.05,2.73,مین حجم ماه=3.41*** مین ارزش ماه =2.64***مین حجم ماه دو=3.04,خرید=1.16*** فروش =0.90
سكرما,نسبت p/m=-37.94*** distance =-99.15,-2.98,4.70,-3.62,0.80,مین حجم ماه=0.66*** مین ارزش ماه =2.93***مین حجم ماه دو=0.44,خرید=0.82*** فروش =1.11
حپترو,نسبت p/m=-34.78*** distance =-97.46,2.99,1.79,-21.03,1.32,مین حجم ماه=0.62*** مین ارزش ماه =0.84***مین حجم ماه دو=0.25,خرید=0.45*** فروش =0.45
شساخت,نسبت p/m=-316.78*** distance =-57.00,-2.94,14.65,-20.72,1.57,مین حجم ماه=0.85*** مین ارزش ماه =0.60***مین حجم ماه دو=0.38,خرید=0.66*** فروش =0.61
زكشت,نسبت p/m=-193.30*** distance =-77.24,-2.94,7.82,-14.66,1.85,مین حجم ماه=2.14*** مین ارزش ماه =1.74***مین حجم ماه دو=1.66,خرید=0.87*** فروش =0.76
فسا,نسبت p/m=-0.40*** distance =-99.33,-1.8,14.51,-12.62,1.68,مین حجم ماه=1.82*** مین ارزش ماه =0.10***مین حجم ماه دو=0.57,خرید=0.87*** فروش =0.83
آپ,نسبت p/m=-741.35*** distance =-37.60,-2.97,14.47,-2.27,1.19,مین حجم ماه=1.06*** مین ارزش ماه =1.27***مین حجم ماه دو=1.06,خرید=0.82*** فروش =1.02
ولكار,نسبت p/m=-7.68*** distance =-97.26,1.66,2.55,-15.46,2.01,مین حجم ماه=2.99*** مین ارزش ماه =0.81***مین حجم ماه دو=1.03,خرید=1.56*** فروش =1.56
كدما,نسبت p/m=314.85*** distance =-92.60,-2.99,12.77,-26.65,0.87,مین حجم ماه=0.68*** مین ارزش ماه =2.70***مین حجم ماه دو=0.46,خرید=0.75*** فروش =0.87
اوان,نسبت p/m=26.48*** distance =-96.81,-2.2,2.03,-33.69,2.18,مین حجم ماه=2.26*** مین ارزش ماه =1.75***مین حجم ماه دو=1.05,خرید=0.97*** فروش =0.92
وايرا,نسبت p/m=-0.64*** distance =-99.77,2.98,15.39,-26.97,1.22,مین حجم ماه=1.36*** مین ارزش ماه =0.35***مین حجم ماه دو=0.96,خرید=0.95*** فروش =1.00
وآوا,نسبت p/m=-53.40*** distance =-89.16,2.57,8.10,-12.41,1.16,مین حجم ماه=1.20*** مین ارزش ماه =0.58***مین حجم ماه دو=0.92,خرید=0.85*** فروش =1.06
ومپنا,نسبت p/m=362.59*** distance =-76.91,-0.63,9.40,-14.98,5.71,مین حجم ماه=6.12*** مین ارزش ماه =9.23***مین حجم ماه دو=3.90,خرید=0.89*** فروش =1.01
سشمال,نسبت p/m=-444.69*** distance =-85.04,0.44,4.95,-14.12,0.88,مین حجم ماه=0.78*** مین ارزش ماه =2.24***مین حجم ماه دو=0.62,خرید=1.07*** فروش =0.94
اتكام,نسبت p/m=104.37*** distance =-63.49,0.9,2.20,-12.77,2.08,مین حجم ماه=1.33*** مین ارزش ماه =0.37***مین حجم ماه دو=0.52,خرید=0.48*** فروش =1.06
پرداخت,نسبت p/m=-48.72*** distance =-90.97,-1.49,32.79,-1.90,1.81,مین حجم ماه=1.04*** مین ارزش ماه =0.57***مین حجم ماه دو=0.50,خرید=0.40*** فروش =0.40
رافزا,نسبت p/m=58.32*** distance =-90.83,0.48,5.99,-30.02,4.02,مین حجم ماه=7.34*** مین ارزش ماه =4.15***مین حجم ماه دو=2.57,خرید=1.66*** فروش =2.02
كابگن,نسبت p/m=20.66*** distance =-99.05,-2.83,27.30,-10.02,1.42,مین حجم ماه=0.48*** مین ارزش ماه =1.03***مین حجم ماه دو=0.01,خرید=0.27*** فروش =0.27
خچرخش,نسبت p/m=-15.75*** distance =-99.12,-1.33,1.19,-21.23,1.98,مین حجم ماه=1.66*** مین ارزش ماه =2.79***مین حجم ماه دو=1.19,خرید=0.86*** فروش =0.83
فپنتا,نسبت p/m=-1027.75*** distance =-76.06,-2.99,25.80,-14.42,1.42,مین حجم ماه=1.48*** مین ارزش ماه =6.19***مین حجم ماه دو=0.51,خرید=0.88*** فروش =0.89
شكلر,نسبت p/m=-110.92*** distance =-91.01,-0.48,2.42,-20.50,2.49,مین حجم ماه=5.02*** مین ارزش ماه =5.91***مین حجم ماه دو=1.41,خرید=2.33*** فروش =1.96
سفانو,نسبت p/m=-36.24*** distance =-98.88,-1.27,2.45,-16.73,0.71,مین حجم ماه=0.88*** مین ارزش ماه =2.77***مین حجم ماه دو=0.89,خرید=1.12*** فروش =1.13
زگلدشت,نسبت p/m=166.47*** distance =-70.23,-2.16,11.27,-15.93,4.43,مین حجم ماه=3.18*** مین ارزش ماه =1.70***مین حجم ماه دو=2.36,خرید=0.62*** فروش =0.67
سخوز,نسبت p/m=1657.49*** distance =-77.86,-2.07,3.88,-26.45,1.06,مین حجم ماه=0.80*** مین ارزش ماه =5.66***مین حجم ماه دو=0.56,خرید=0.79*** فروش =0.95
آ س پ,نسبت p/m=643.77*** distance =-24.11,2.91,13.61,-25.07,2.27,مین حجم ماه=1.72*** مین ارزش ماه =1.38***مین حجم ماه دو=1.08,خرید=0.65*** فروش =1.04
گوهران,نسبت p/m=-8.93*** distance =-97.35,0.03,31.40,-29.26,3.22,مین حجم ماه=4.06*** مین ارزش ماه =1.24***مین حجم ماه دو=1.34,خرید=0.96*** فروش =1.03
سهرمز,نسبت p/m=247.93*** distance =-96.07,2.99,0.41,-18.44,0.54,مین حجم ماه=0.68*** مین ارزش ماه =4.15***مین حجم ماه دو=0.53,خرید=1.32*** فروش =1.23
رنيك,نسبت p/m=-643.77*** distance =-60.32,2.73,2.13,-21.29,2.17,مین حجم ماه=1.84*** مین ارزش ماه =2.86***مین حجم ماه دو=1.88,خرید=1.27*** فروش =0.74
سهگمت,نسبت p/m=4039.99*** distance =-68.07,1.03,8.78,-22.40,0.86,مین حجم ماه=0.64*** مین ارزش ماه =7.89***مین حجم ماه دو=0.84,خرید=0.74*** فروش =0.83
ريشمك,نسبت p/m=94.99*** distance =-87.69,-2.44,3.14,-22.15,2.00,مین حجم ماه=3.28*** مین ارزش ماه =2.37***مین حجم ماه دو=1.93,خرید=1.07*** فروش =1.52
فوكا,نسبت p/m=-82.46*** distance =-91.58,-2.2,2.35,-15.66,0.61,مین حجم ماه=0.64*** مین ارزش ماه =0.60***مین حجم ماه دو=0.72,خرید=0.74*** فروش =0.91
ودانا,نسبت p/m=-24.51*** distance =-94.41,-1.98,22.75,-8.14,2.36,مین حجم ماه=2.52*** مین ارزش ماه =1.07***مین حجم ماه دو=1.53,خرید=0.82*** فروش =0.87
مداران,نسبت p/m=-17.60*** distance =-94.84,-0.85,21.48,-17.09,5.44,مین حجم ماه=3.16*** مین ارزش ماه =1.04***مین حجم ماه دو=1.12,خرید=0.49*** فروش =0.57
گكيش,نسبت p/m=343.22*** distance =-49.05,-2.98,6.42,-23.02,0.79,مین حجم ماه=0.57*** مین ارزش ماه =0.36***مین حجم ماه دو=0.64,خرید=0.62*** فروش =1.05
زدشت,نسبت p/m=-988.68*** distance =-68.46,-2.96,5.01,-27.49,0.79,مین حجم ماه=0.61*** مین ارزش ماه =1.78***مین حجم ماه دو=0.54,خرید=0.85*** فروش =0.85
وهنر,نسبت p/m=-163.44*** distance =-80.52,-0.46,6.34,-22.71,0.96,مین حجم ماه=1.95*** مین ارزش ماه =1.57***مین حجم ماه دو=1.42,خرید=0.58*** فروش =0.92
آبادا,نسبت p/m=88.46*** distance =-87.00,1.87,10.13,-17.82,1.02,مین حجم ماه=1.02*** مین ارزش ماه =0.66***مین حجم ماه دو=0.57,خرید=0.84*** فروش =0.98
دبالك,نسبت p/m=7.74*** distance =-97.66,-1.96,2.50,-19.35,4.77,مین حجم ماه=4.90*** مین ارزش ماه =1.55***مین حجم ماه دو=4.45,خرید=0.95*** فروش =1.20
غاذر,نسبت p/m=-107.40*** distance =-93.84,0.4,2.69,-28.54,2.06,مین حجم ماه=1.61*** مین ارزش ماه =2.62***مین حجم ماه دو=1.50,خرید=0.85*** فروش =0.81
فلامي,نسبت p/m=-116.14*** distance =-79.05,-2.65,5.53,-9.94,1.42,مین حجم ماه=1.31*** مین ارزش ماه =0.71***مین حجم ماه دو=1.70,خرید=0.89*** فروش =0.83
شتوكا,نسبت p/m=976.68*** distance =35.60,2.95,1.95,-14.79,3.17,مین حجم ماه=1.91*** مین ارزش ماه =1.38***مین حجم ماه دو=0.63,خرید=0.51*** فروش =1.23
فلات,نسبت p/m=0.00*** distance =-100.00,-2.94,28.28,-13.35,0.60,مین حجم ماه=0.58*** مین ارزش ماه =0.67***مین حجم ماه دو=0.32,خرید=0.83*** فروش =0.87
جم,نسبت p/m=1106.36*** distance =-73.65,-2.83,21.27,-25.50,3.06,مین حجم ماه=2.20*** مین ارزش ماه =8.79***مین حجم ماه دو=1.91,خرید=0.90*** فروش =0.76
حاريا,نسبت p/m=0.00*** distance =-100.00,0.99,19.07,-2.96,0.98,مین حجم ماه=0.59*** مین ارزش ماه =0.25***مین حجم ماه دو=0.30,خرید=0.32*** فروش =0.32
كپرور,نسبت p/m=-197.79*** distance =-73.96,2.71,1.88,-23.08,1.02,مین حجم ماه=0.94*** مین ارزش ماه =0.68***مین حجم ماه دو=1.34,خرید=0.88*** فروش =0.54
دپارس,نسبت p/m=849.52*** distance =-66.27,-2.98,12.66,-3.96,0.85,مین حجم ماه=0.66*** مین ارزش ماه =1.67***مین حجم ماه دو=0.92,خرید=0.51*** فروش =0.67
زاگرس,نسبت p/m=265.65*** distance =-97.20,-2.99,7.32,-15.82,0.57,مین حجم ماه=1.13*** مین ارزش ماه =10.51***مین حجم ماه دو=1.14,خرید=1.42*** فروش =1.07
داراب,نسبت p/m=-0.68*** distance =-98.95,-1.98,13.97,-9.75,2.07,مین حجم ماه=2.29*** مین ارزش ماه =0.14***مین حجم ماه دو=0.75,خرید=0.99*** فروش =0.97
پسهند,نسبت p/m=961.56*** distance =-57.59,-1.04,25.18,-21.87,1.34,مین حجم ماه=0.85*** مین ارزش ماه =1.85***مین حجم ماه دو=0.58,خرید=0.52*** فروش =0.84
جم پيلن,نسبت p/m=-4244.25*** distance =-73.78,-0.11,1.28,-28.60,1.44,مین حجم ماه=0.73*** مین ارزش ماه =11.60***مین حجم ماه دو=0.26,خرید=0.75*** فروش =0.69
وآفري,نسبت p/m=-179.63*** distance =-41.35,2.98,2.65,-25.33,3.38,مین حجم ماه=3.04*** مین ارزش ماه =0.89***مین حجم ماه دو=1.24,خرید=1.18*** فروش =0.68
سمازن,نسبت p/m=133.72*** distance =-97.22,-1.49,2.64,-27.13,0.95,مین حجم ماه=1.18*** مین ارزش ماه =5.19***مین حجم ماه دو=0.93,خرید=1.11*** فروش =1.15
واميد,نسبت p/m=364.57*** distance =-73.41,-1.02,2.82,-16.78,4.67,مین حجم ماه=4.76*** مین ارزش ماه =6.31***مین حجم ماه دو=4.77,خرید=0.83*** فروش =0.90
قپيرا,نسبت p/m=43.44*** distance =-95.07,2.94,2.09,-13.94,0.23,مین حجم ماه=0.37*** مین ارزش ماه =0.32***مین حجم ماه دو=0.51,خرید=1.96*** فروش =1.95
بپيوند,نسبت p/m=-413.47*** distance =-62.68,0.09,1.93,-18.14,1.71,مین حجم ماه=1.18*** مین ارزش ماه =1.26***مین حجم ماه دو=0.92,خرید=0.68*** فروش =0.66
زپارس,نسبت p/m=19.66*** distance =-98.97,-2.55,19.25,-14.69,0.48,مین حجم ماه=0.44*** مین ارزش ماه =0.81***مین حجم ماه دو=0.45,خرید=0.89*** فروش =0.87
كگاز,نسبت p/m=629.38*** distance =-79.57,-0.7,2.72,-35.50,1.24,مین حجم ماه=1.39*** مین ارزش ماه =3.92***مین حجم ماه دو=0.57,خرید=0.94*** فروش =1.15
ولملت,نسبت p/m=42.03*** distance =-91.76,0.98,11.01,-7.09,0.97,مین حجم ماه=1.30*** مین ارزش ماه =0.66***مین حجم ماه دو=0.80,خرید=1.12*** فروش =1.34
سمايه,نسبت p/m=0.00*** distance =-100.00,1.48,10.08,-16.44,0.86,مین حجم ماه=0.92*** مین ارزش ماه =0.31***مین حجم ماه دو=0.78,خرید=0.81*** فروش =0.81
كتوسعه,نسبت p/m=207.25*** distance =-82.80,2.99,22.97,-4.60,0.43,مین حجم ماه=0.51*** مین ارزش ماه =0.65***مین حجم ماه دو=0.60,خرید=1.06*** فروش =1.20
كخاك,نسبت p/m=-57.51*** distance =-97.17,-1.51,5.76,-23.73,0.48,مین حجم ماه=0.98*** مین ارزش ماه =1.80***مین حجم ماه دو=1.77,خرید=2.18*** فروش =1.52
كساوه,نسبت p/m=-267.63*** distance =-75.91,-2.93,4.20,-31.80,1.94,مین حجم ماه=1.79*** مین ارزش ماه =1.84***مین حجم ماه دو=1.21,خرید=1.17*** فروش =0.64
كورز,نسبت p/m=0.00*** distance =-100.00,2.99,5.51,-23.09,0.31,مین حجم ماه=0.33*** مین ارزش ماه =0.13***مین حجم ماه دو=0.21,خرید=1.25*** فروش =1.25
ساربيل,نسبت p/m=4988.65*** distance =-35.94,0.81,3.03,-39.31,0.72,مین حجم ماه=0.53*** مین ارزش ماه =3.75***مین حجم ماه دو=0.46,خرید=0.63*** فروش =0.95
فماك,نسبت p/m=-39.15*** distance =-95.72,1.28,7.88,-10.13,0.80,مین حجم ماه=0.98*** مین ارزش ماه =0.90***مین حجم ماه دو=0.69,خرید=0.83*** فروش =0.83
نيشكر,نسبت p/m=26.75*** distance =-99.45,1.52,2.66,-12.67,0.40,مین حجم ماه=0.96*** مین ارزش ماه =4.49***مین حجم ماه دو=0.70,خرید=1.37*** فروش =1.49
سيلام,نسبت p/m=-365.21*** distance =-76.63,2.99,12.97,-22.31,0.55,مین حجم ماه=0.64*** مین ارزش ماه =0.94***مین حجم ماه دو=0.79,خرید=1.11*** فروش =0.67
شغدير,نسبت p/m=1206.83*** distance =-62.47,-2.74,23.37,-13.42,0.83,مین حجم ماه=0.89*** مین ارزش ماه =2.79***مین حجم ماه دو=0.23,خرید=0.84*** فروش =0.81
دروز,نسبت p/m=795.58*** distance =-12.66,-0.76,26.67,-6.08,1.77,مین حجم ماه=0.82*** مین ارزش ماه =0.75***مین حجم ماه دو=0.51,خرید=0.36*** فروش =0.36
رتكو,نسبت p/m=0.00*** distance =-100.00,-2.92,24.75,-14.24,1.00,مین حجم ماه=0.80*** مین ارزش ماه =0.81***مین حجم ماه دو=0.46,خرید=0.76*** فروش =0.76
فروسيل,نسبت p/m=230.39*** distance =-69.37,-2.36,10.71,-8.58,0.85,مین حجم ماه=0.76*** مین ارزش ماه =0.56***مین حجم ماه دو=0.28,خرید=0.73*** فروش =0.72
ولانا,نسبت p/m=-1834.86*** distance =-48.95,-2.99,13.34,-5.90,0.29,مین حجم ماه=0.27*** مین ارزش ماه =0.93***مین حجم ماه دو=0.61,خرید=1.31*** فروش =1.20
ساروم,نسبت p/m=1901.23*** distance =-85.71,-0.1,3.50,-14.10,0.94,مین حجم ماه=1.06*** مین ارزش ماه =13.82***مین حجم ماه دو=0.95,خرید=0.78*** فروش =1.00
قهكمت,نسبت p/m=-115.18*** distance =-78.33,1.83,1.97,-25.86,1.20,مین حجم ماه=1.55*** مین ارزش ماه =0.78***مین حجم ماه دو=0.88,خرید=0.73*** فروش =0.73
كانسار,نسبت p/m=-804.34*** distance =-83.16,-1.05,2.96,-13.35,0.43,مین حجم ماه=0.38*** مین ارزش ماه =1.75***مین حجم ماه دو=0.41,خرید=0.71*** فروش =0.88
ودي,نسبت p/m=23.61*** distance =-94.91,1.58,3.98,-27.62,4.28,مین حجم ماه=5.62*** مین ارزش ماه =2.49***مین حجم ماه دو=5.91,خرید=1.20*** فروش =1.54
غگيلا,نسبت p/m=780.44*** distance =-60.11,-2.84,5.34,-12.03,1.02,مین حجم ماه=0.63*** مین ارزش ماه =1.20***مین حجم ماه دو=0.50,خرید=0.52*** فروش =0.66
بگيلان,نسبت p/m=1108.69*** distance =-27.99,0.95,2.35,-15.99,0.63,مین حجم ماه=0.45*** مین ارزش ماه =0.68***مین حجم ماه دو=0.19,خرید=0.68*** فروش =0.84
وثوق,نسبت p/m=-241.29*** distance =-85.97,-2.55,9.78,-5.00,1.42,مین حجم ماه=1.89*** مین ارزش ماه =3.16***مین حجم ماه دو=0.54,خرید=0.97*** فروش =1.07
دكپسول,نسبت p/m=5929.48*** distance =-49.34,-0.34,10.33,-3.32,0.56,مین حجم ماه=0.46*** مین ارزش ماه =5.51***مین حجم ماه دو=0.19,خرید=0.64*** فروش =0.95
وشمال,نسبت p/m=0.00*** distance =-100.00,-2.96,8.19,-28.82,1.25,مین حجم ماه=1.12*** مین ارزش ماه =1.86***مین حجم ماه دو=0.35,خرید=0.95*** فروش =0.95
آريا,نسبت p/m=589.30*** distance =-92.97,-1.93,1.56,-24.80,0.90,مین حجم ماه=1.26*** مین ارزش ماه =10.16***مین حجم ماه دو=0.85,خرید=1.08*** فروش =1.09
زمگسا,نسبت p/m=-295.54*** distance =-92.88,1.35,3.11,-19.85,0.29,مین حجم ماه=0.25*** مین ارزش ماه =0.98***مین حجم ماه دو=0.25,خرید=1.27*** فروش =0.99
لپيام,نسبت p/m=262.34*** distance =-94.55,-1.98,29.96,-4.86,1.98,مین حجم ماه=0.69*** مین ارزش ماه =3.28***مین حجم ماه دو=0.11,خرید=0.29*** فروش =0.30
دابور,نسبت p/m=664.55*** distance =-71.43,-0.17,2.21,-36.63,1.74,مین حجم ماه=1.68*** مین ارزش ماه =3.66***مین حجم ماه دو=1.14,خرید=0.73*** فروش =0.96
بسويچ,نسبت p/m=45.17*** distance =-90.81,0.85,11.60,-6.52,0.97,مین حجم ماه=2.01*** مین ارزش ماه =0.97***مین حجم ماه دو=1.30,خرید=0.67*** فروش =1.10
وپخش,نسبت p/m=-305.74*** distance =-81.44,-1.51,4.08,-28.47,2.61,مین حجم ماه=2.44*** مین ارزش ماه =3.72***مین حجم ماه دو=1.38,خرید=0.92*** فروش =0.79
لازما,نسبت p/m=-581.49*** distance =-89.66,2.72,15.57,-20.30,0.37,مین حجم ماه=0.61*** مین ارزش ماه =3.41***مین حجم ماه دو=0.03,خرید=1.29*** فروش =1.13
دسينا,نسبت p/m=551.31*** distance =-83.60,0.23,1.96,-23.71,0.46,مین حجم ماه=0.63*** مین ارزش ماه =2.01***مین حجم ماه دو=0.59,خرید=0.94*** فروش =1.70
ثاصفا,نسبت p/m=317.06*** distance =-77.41,2.95,33.36,-7.91,0.15,مین حجم ماه=0.13*** مین ارزش ماه =0.20***مین حجم ماه دو=0.22,خرید=0.40*** فروش =0.45
سبجنو,نسبت p/m=414.05*** distance =-87.60,0.96,9.38,-6.90,0.53,مین حجم ماه=1.01*** مین ارزش ماه =3.44***مین حجم ماه دو=1.21,خرید=1.44*** فروش =1.68
محتشم,نسبت p/m=247.11*** distance =-92.61,-2.99,21.72,-7.80,2.10,مین حجم ماه=3.77*** مین ارزش ماه =12.55***مین حجم ماه دو=7.92,خرید=1.52*** فروش =1.12
معين,نسبت p/m=-10.69*** distance =-94.71,-2.52,2.79,-13.21,0.80,مین حجم ماه=2.39*** مین ارزش ماه =0.47***مین حجم ماه دو=2.14,خرید=1.02*** فروش =1.19
فاهواز,نسبت p/m=21.15*** distance =-96.74,-1.89,8.24,-3.83,0.48,مین حجم ماه=0.74*** مین ارزش ماه =0.47***مین حجم ماه دو=0.76,خرید=1.36*** فروش =1.36
تابا,نسبت p/m=238.24*** distance =-88.79,-0.9,21.33,-21.94,0.30,مین حجم ماه=0.29*** مین ارزش ماه =0.58***مین حجم ماه دو=0.12,خرید=0.85*** فروش =1.04
فبستم,نسبت p/m=-861.31*** distance =-43.60,2.95,0.00,-32.74,0.13,مین حجم ماه=0.09*** مین ارزش ماه =0.13***مین حجم ماه دو=0.23,خرید=0.58*** فروش =0.49
دكيمي,نسبت p/m=111.51*** distance =-92.92,2.95,17.59,-8.80,0.24,مین حجم ماه=0.42*** مین ارزش ماه =0.66***مین حجم ماه دو=0.21,خرید=1.47*** فروش =0.74
لخانه,نسبت p/m=0.00*** distance =-100.00,1.72,0.78,-23.02,0.27,مین حجم ماه=0.25*** مین ارزش ماه =0.19***مین حجم ماه دو=0.16,خرید=0.86*** فروش =0.86
دشيمي,نسبت p/m=803.39*** distance =-41.14,-0.07,16.21,-16.88,1.11,مین حجم ماه=0.70*** مین ارزش ماه =0.93***مین حجم ماه دو=0.45,خرید=0.57*** فروش =0.67
كبافق,نسبت p/m=0.82*** distance =-99.96,-2.97,6.22,-14.58,0.49,مین حجم ماه=0.75*** مین ارزش ماه =1.66***مین حجم ماه دو=0.41,خرید=1.39*** فروش =1.38
خعمرا,نسبت p/m=0.00*** distance =-100.00,-3,23.96,-0.74,2.52,مین حجم ماه=3.87*** مین ارزش ماه =2.16***مین حجم ماه دو=4.55,خرید=0.61*** فروش =1.18
خليبل,نسبت p/m=0.00*** distance =-100.00,-0.94,25.69,-0.59,1.09,مین حجم ماه=0.96*** مین ارزش ماه =0.14***مین حجم ماه دو=0.54,خرید=0.85*** فروش =0.85
فجام,نسبت p/m=-350.16*** distance =-61.09,0.11,4.32,-23.71,2.69,مین حجم ماه=1.72*** مین ارزش ماه =1.47***مین حجم ماه دو=1.22,خرید=1.20*** فروش =0.92
شفا,نسبت p/m=863.02*** distance =-17.47,-1.5,6.74,-10.12,2.17,مین حجم ماه=0.89*** مین ارزش ماه =0.92***مین حجم ماه دو=0.39,خرید=0.34*** فروش =0.37
تپولا,نسبت p/m=0.00*** distance =-100.00,-2.95,26.75,-7.30,0.52,مین حجم ماه=0.32*** مین ارزش ماه =0.43***مین حجم ماه دو=0.27,خرید=0.31*** فروش =0.31
چافست,نسبت p/m=-260.12*** distance =-74.54,-0.1,2.19,-17.10,0.66,مین حجم ماه=1.05*** مین ارزش ماه =1.01***مین حجم ماه دو=0.68,خرید=1.15*** فروش =1.06
وملي,نسبت p/m=-652.68*** distance =-96.58,-3,13.75,-21.73,0.23,مین حجم ماه=0.23*** مین ارزش ماه =4.19***مین حجم ماه دو=0.14,خرید=0.95*** فروش =0.96
ويسا,نسبت p/m=-62.80*** distance =-82.57,1.64,9.66,-18.14,0.80,مین حجم ماه=0.76*** مین ارزش ماه =0.26***مین حجم ماه دو=0.30,خرید=0.67*** فروش =0.74
